Date,Start_time,Visitor,PTS (V),Home,PTS (H),OT,Attendance,Arena,Week_Day
2021/10/30,10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,,"14,516",Phoenix Suns Arena,Saturday
2021/10/31,3:30p,Sacramento Kings,99,Dallas Mavericks,105,,"19,231",American Airlines Center,Sunday
2021/10/31,7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,,"14,960",Spectrum Center,Sunday
2021/10/31,7:00p,Utah Jazz,107,Milwaukee Bucks,95,,"17,341",Fiserv Forum,Sunday
2021/10/31,7:30p,Detroit Pistons,91,Brooklyn Nets,117,,"13,507",Barclays Center,Sunday
2021/10/31,10:30p,Houston Rockets,85,Los Angeles Lakers,95,,"16,448",Crypto.com Arena,Sunday
2021/11/01,7:00p,Cleveland Cavaliers,113,Charlotte Hornets,110,,"13,889",Spectrum Center,Monday
2021/11/01,7:00p,San Antonio Spurs,118,Indiana Pacers,131,,"10,227",Gainbridge Fieldhouse,Monday
2021/11/01,7:00p,Portland Trail Blazers,103,Philadelphia 76ers,113,,"20,115",Wells Fargo Center,Monday
2021/11/01,7:30p,Washington Wizards,111,Atlanta Hawks,118,,"14,632",State Farm Arena,Monday
2021/11/01,7:30p,Chicago Bulls,128,Boston Celtics,114,,"19,156",TD Garden,Monday
2021/11/01,7:30p,Toronto Raptors,113,New York Knicks,104,,"16,528",Madison Square Garden (IV),Monday
2021/11/01,8:00p,Denver Nuggets,97,Memphis Grizzlies,106,,"12,683",FedEx Forum,Monday
2021/11/01,8:00p,Orlando Magic,115,Minnesota Timberwolves,97,,"14,744",Target Center,Monday
2021/11/01,10:30p,Oklahoma City Thunder,94,Los Angeles Clippers,99,,"13,722",Crypto.com Arena,Monday
2021/11/02,7:00p,Milwaukee Bucks,117,Detroit Pistons,89,,"9,254",Little Caesars Arena,Tuesday
2021/11/02,7:30p,Miami Heat,125,Dallas Mavericks,110,,"19,255",American Airlines Center,Tuesday
2021/11/02,9:00p,Sacramento Kings,113,Utah Jazz,119,,"18,306",Vivint Smart Home Arena,Tuesday
2021/11/02,10:00p,New Orleans Pelicans,100,Phoenix Suns,112,,"14,323",Phoenix Suns Arena,Tuesday
2021/11/02,10:30p,Houston Rockets,117,Los Angeles Lakers,119,,"18,997",Crypto.com Arena,Tuesday
2021/11/03,7:00p,Portland Trail Blazers,104,Cleveland Cavaliers,107,,"16,231",Rocket Mortgage Fieldhouse,Wednesday
2021/11/03,7:00p,New York Knicks,98,Indiana Pacers,111,,"11,607",Gainbridge Fieldhouse,Wednesday
2021/11/03,7:00p,Boston Celtics,92,Orlando Magic,79,,"12,735",Amway Center,Wednesday
2021/11/03,7:00p,Chicago Bulls,98,Philadelphia 76ers,103,,"20,438",Wells Fargo Center,Wednesday
2021/11/03,7:00p,Toronto Raptors,109,Washington Wizards,100,,"13,538",Capital One Arena,Wednesday
2021/11/03,7:30p,Atlanta Hawks,108,Brooklyn Nets,117,,"17,323",Barclays Center,Wednesday
2021/11/03,8:00p,Denver Nuggets,106,Memphis Grizzlies,108,,"12,977",FedEx Forum,Wednesday
2021/11/03,8:00p,Los Angeles Clippers,126,Minnesota Timberwolves,115,,"15,386",Target Center,Wednesday
2021/11/03,8:30p,Dallas Mavericks,109,San Antonio Spurs,108,,"16,356",AT&T Center,Wednesday
2021/11/03,10:00p,Charlotte Hornets,92,Golden State Warriors,114,,"18,064",Chase Center,Wednesday
2021/11/03,10:00p,New Orleans Pelicans,99,Sacramento Kings,112,,0,Golden 1 Center,Wednesday
2021/11/04,7:00p,Philadelphia 76ers,109,Detroit Pistons,98,,"8,702",Little Caesars Arena,Thursday
2021/11/04,7:30p,Utah Jazz,116,Atlanta Hawks,98,,"16,590",State Farm Arena,Thursday
2021/11/04,7:30p,Boston Celtics,95,Miami Heat,78,,"19,600",FTX Arena,Thursday
2021/11/04,10:00p,Houston Rockets,111,Phoenix Suns,123,,"15,058",Phoenix Suns Arena,Thursday
2021/11/04,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,,"18,997",Crypto.com Arena,Thursday
2021/11/05,7:00p,Brooklyn Nets,96,Detroit Pistons,90,,"14,235",Little Caesars Arena,Friday
2021/11/05,7:00p,San Antonio Spurs,102,Orlando Magic,89,,"14,101",Amway Center,Friday
2021/11/05,7:00p,Memphis Grizzlies,87,Washington Wizards,115,,"16,302",Capital One Arena,Friday
2021/11/05,7:30p,New York Knicks,113,Milwaukee Bucks,98,,"17,341",Fiserv Forum,Friday
2021/11/05,7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,,"19,800",Scotiabank Arena,Friday
2021/11/05,8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,,"17,136",Target Center,Friday
2021/11/05,10:00p,New Orleans Pelicans,85,Golden State Warriors,126,,"18,064",Chase Center,Friday
2021/11/05,10:00p,Indiana Pacers,106,Portland Trail Blazers,110,,"16,841",Moda Center,Friday
2021/11/05,10:00p,Charlotte Hornets,110,Sacramento Kings,140,,"14,905",Golden 1 Center,Friday
2021/11/06,5:00p,Houston Rockets,94,Denver Nuggets,95,,"16,046",Ball Arena,Saturday
2021/11/06,7:30p,Utah Jazz,115,Miami Heat,118,,"19,600",FTX Arena,Saturday
2021/11/06,8:00p,Philadelphia 76ers,114,Chicago Bulls,105,,"20,936",United Center,Saturday
2021/11/06,8:30p,Boston Celtics,104,Dallas Mavericks,107,,"20,052",American Airlines Center,Saturday
2021/11/06,10:00p,Atlanta Hawks,117,Phoenix Suns,121,,"15,412",Phoenix Suns Arena,Saturday
2021/11/06,10:30p,Los Angeles Lakers,90,Portland Trail Blazers,105,,"19,393",Moda Center,Saturday
2021/11/07,3:30p,Brooklyn Nets,116,Toronto Raptors,103,,"19,800",Scotiabank Arena,Sunday
2021/11/07,6:00p,Cleveland Cavaliers,126,New York Knicks,109,,"19,040",Madison Square Garden (IV),Sunday
2021/11/07,6:00p,Utah Jazz,100,Orlando Magic,107,,"13,386",Amway Center,Sunday
2021/11/07,6:00p,Indiana Pacers,94,Sacramento Kings,91,,"12,993",Golden 1 Center,Sunday
2021/11/07,6:00p,Milwaukee Bucks,94,Washington Wizards,101,,"15,570",Capital One Arena,Sunday
2021/11/07,7:00p,San Antonio Spurs,94,Oklahoma City Thunder,99,,"12,972",Paycom Center,Sunday
2021/11/07,8:30p,Houston Rockets,107,Golden State Warriors,120,,"18,064",Chase Center,Sunday
2021/11/07,9:00p,Charlotte Hornets,106,Los Angeles Clippers,120,,"15,781",Crypto.com Arena,Sunday
2021/11/08,7:00p,New York Knicks,103,Philadelphia 76ers,96,,"20,224",Wells Fargo Center,Monday
2021/11/08,8:00p,Brooklyn Nets,95,Chicago Bulls,118,,"19,459",United Center,Monday
2021/11/08,8:00p,Minnesota Timberwolves,118,Memphis Grizzlies,125,OT,"12,416",FedEx Forum,Monday
2021/11/08,8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,,"19,231",American Airlines Center,Monday
2021/11/08,9:00p,Miami Heat,96,Denver Nuggets,113,,"15,577",Ball Arena,Monday
2021/11/08,10:00p,Atlanta Hawks,113,Golden State Warriors,127,,"18,064",Chase Center,Monday
2021/11/08,10:00p,Phoenix Suns,109,Sacramento Kings,104,,"13,566",Golden 1 Center,Monday
2021/11/08,10:30p,Charlotte Hornets,123,Los Angeles Lakers,126,OT,"18,997",Crypto.com Arena,Monday
2021/11/09,7:30p,Milwaukee Bucks,118,Philadelphia 76ers,109,,"20,029",Wells Fargo Center,Tuesday
2021/11/09,9:00p,Atlanta Hawks,98,Utah Jazz,110,,"18,306",Vivint Smart Home Arena,Tuesday
2021/11/09,10:00p,Portland Trail Blazers,109,Los Angeles Clippers,117,,"14,131",Crypto.com Arena,Tuesday
2021/11/10,7:00p,Washington Wizards,97,Cleveland Cavaliers,94,,"18,056",Rocket Mortgage Fieldhouse,Wednesday
2021/11/10,7:00p,Brooklyn Nets,123,Orlando Magic,90,,"13,882",Amway Center,Wednesday
2021/11/10,7:30p,Toronto Raptors,88,Boston Celtics,104,,"19,156",TD Garden,Wednesday
2021/11/10,7:30p,Detroit Pistons,112,Houston Rockets,104,,"15,350",Toyota Center,Wednesday
2021/11/10,7:30p,Milwaukee Bucks,112,New York Knicks,100,,"18,027",Madison Square Garden (IV),Wednesday
2021/11/10,8:00p,Dallas Mavericks,107,Chicago Bulls,117,,"20,910",United Center,Wednesday
2021/11/10,8:00p,Charlotte Hornets,118,Memphis Grizzlies,108,,"13,880",FedEx Forum,Wednesday
2021/11/10,8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,,"15,355",Smoothie King Center,Wednesday
2021/11/10,8:30p,Sacramento Kings,117,San Antonio Spurs,136,,"15,065",AT&T Center,Wednesday
2021/11/10,9:00p,Indiana Pacers,98,Denver Nuggets,101,,"15,232",Ball Arena,Wednesday
2021/11/10,9:00p,Portland Trail Blazers,109,Phoenix Suns,119,,"15,672",Phoenix Suns Arena,Wednesday
2021/11/10,10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,,"18,064",Chase Center,Wednesday
2021/11/10,10:00p,Miami Heat,117,Los Angeles Lakers,120,OT,"18,997",Crypto.com Arena,Wednesday
2021/11/11,7:00p,Toronto Raptors,115,Philadelphia 76ers,109,,"20,112",Wells Fargo Center,Thursday
2021/11/11,9:00p,Indiana Pacers,111,Utah Jazz,100,,"18,306",Vivint Smart Home Arena,Thursday
2021/11/11,10:30p,Miami Heat,109,Los Angeles Clippers,112,,"16,150",Crypto.com Arena,Thursday
2021/11/12,7:00p,New York Knicks,96,Charlotte Hornets,104,,"19,257",Spectrum Center,Friday
2021/11/12,7:30p,Milwaukee Bucks,113,Boston Celtics,122,OT,"19,156",TD Garden,Friday
2021/11/12,7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,,"17,095",Rocket Mortgage Fieldhouse,Friday
2021/11/12,8:00p,Portland Trail Blazers,104,Houston Rockets,92,,"15,468",Toyota Center,Friday
2021/11/12,8:00p,Phoenix Suns,119,Memphis Grizzlies,94,,"15,886",FedEx Forum,Friday
2021/11/12,8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,,"14,650",Smoothie King Center,Friday
2021/11/12,8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,,"12,881",Paycom Center,Friday
2021/11/12,8:30p,Dallas Mavericks,123,San Antonio Spurs,109,,"13,425",AT&T Center,Friday
2021/11/12,9:00p,Atlanta Hawks,96,Denver Nuggets,105,,"16,849",Ball Arena,Friday
2021/11/12,10:00p,Chicago Bulls,93,Golden State Warriors,119,,"18,064",Chase Center,Friday
2021/11/12,10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,,"18,997",Crypto.com Arena,Friday
2021/11/13,5:00p,Miami Heat,111,Utah Jazz,105,,"18,306",Vivint Smart Home Arena,Saturday
2021/11/13,7:00p,Philadelphia 76ers,113,Indiana Pacers,118,,"14,483",Gainbridge Fieldhouse,Saturday
2021/11/13,7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,,"14,358",Smoothie King Center,Saturday
2021/11/13,7:00p,Washington Wizards,104,Orlando Magic,92,,"17,272",Amway Center,Saturday
2021/11/13,7:30p,Detroit Pistons,127,Toronto Raptors,121,,"19,800",Scotiabank Arena,Saturday
2021/11/13,8:00p,Boston Celtics,89,Cleveland Cavaliers,91,,"19,432",Rocket Mortgage Fieldhouse,Saturday
2021/11/13,10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,,"15,285",Crypto.com Arena,Saturday
2021/11/14,3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,,"18,997",Crypto.com Arena,Sunday
2021/11/14,6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,,"16,901",State Farm Arena,Sunday
2021/11/14,7:00p,Golden State Warriors,102,Charlotte Hornets,106,,"19,559",Spectrum Center,Sunday
2021/11/14,7:00p,Phoenix Suns,115,Houston Rockets,89,,"16,088",Toyota Center,Sunday
2021/11/14,7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,,"15,080",Paycom Center,Sunday
2021/11/14,8:00p,Portland Trail Blazers,95,Denver Nuggets,124,,"14,583",Ball Arena,Sunday
2021/11/14,9:30p,Chicago Bulls,100,Los Angeles Clippers,90,,"17,899",Crypto.com Arena,Sunday
2021/11/15,7:00p,Boston Celtics,98,Cleveland Cavaliers,92,,"17,186",Rocket Mortgage Fieldhouse,Monday
2021/11/15,7:00p,Sacramento Kings,129,Detroit Pistons,107,,"10,092",Little Caesars Arena,Monday
2021/11/15,7:00p,New Orleans Pelicans,100,Washington Wizards,105,,"13,914",Capital One Arena,Monday
2021/11/15,7:30p,Orlando Magic,111,Atlanta Hawks,129,,"13,061",State Farm Arena,Monday
2021/11/15,7:30p,Indiana Pacers,84,New York Knicks,92,,"16,792",Madison Square Garden (IV),Monday
2021/11/15,8:00p,Denver Nuggets,101,Dallas Mavericks,111,,"19,797",American Airlines Center,Monday
2021/11/15,8:00p,Houston Rockets,102,Memphis Grizzlies,136,,"11,482",FedEx Forum,Monday
2021/11/15,8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,,"16,274",Target Center,Monday
2021/11/15,8:00p,Miami Heat,103,Oklahoma City Thunder,90,,"12,330",Paycom Center,Monday
2021/11/15,10:00p,Toronto Raptors,113,Portland Trail Blazers,118,,"16,142",Moda Center,Monday
2021/11/15,10:30p,Chicago Bulls,121,Los Angeles Lakers,103,,"18,997",Crypto.com Arena,Monday
2021/11/16,7:30p,Golden State Warriors,117,Brooklyn Nets,99,,"17,732",Barclays Center,Tuesday
2021/11/16,10:00p,Philadelphia 76ers,85,Utah Jazz,120,,"18,306",Vivint Smart Home Arena,Tuesday
2021/11/16,10:30p,San Antonio Spurs,92,Los Angeles Clippers,106,,"13,298",Crypto.com Arena,Tuesday
2021/11/17,7:00p,Washington Wizards,87,Charlotte Hornets,97,,"14,402",Spectrum Center,Wednesday
2021/11/17,7:00p,Indiana Pacers,89,Detroit Pistons,97,,"11,457",Little Caesars Arena,Wednesday
2021/11/17,7:30p,Boston Celtics,99,Atlanta Hawks,110,,"16,445",State Farm Arena,Wednesday
2021/11/17,7:30p,Cleveland Cavaliers,99,Brooklyn Nets,109,,"16,922",Barclays Center,Wednesday
2021/11/17,7:30p,New Orleans Pelicans,98,Miami Heat,113,,"19,600",FTX Arena,Wednesday
2021/11/17,7:30p,Los Angeles Lakers,102,Milwaukee Bucks,109,,"17,341",Fiserv Forum,Wednesday
2021/11/17,7:30p,Orlando Magic,104,New York Knicks,98,,"16,680",Madison Square Garden (IV),Wednesday
2021/11/17,8:00p,Sacramento Kings,97,Minnesota Timberwolves,107,,"13,108",Target Center,Wednesday
2021/11/17,8:00p,Houston Rockets,89,Oklahoma City Thunder,101,,"12,066",Paycom Center,Wednesday
2021/11/17,10:00p,Dallas Mavericks,98,Phoenix Suns,105,,"14,838",Phoenix Suns Arena,Wednesday
2021/11/17,10:00p,Chicago Bulls,107,Portland Trail Blazers,112,,"17,492",Moda Center,Wednesday
2021/11/18,7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,,"19,432",Rocket Mortgage Fieldhouse,Thursday
2021/11/18,7:30p,Washington Wizards,97,Miami Heat,112,,"19,600",FTX Arena,Thursday
2021/11/18,8:00p,Los Angeles Clippers,108,Memphis Grizzlies,120,,"13,419",FedEx Forum,Thursday
2021/11/18,8:00p,San Antonio Spurs,90,Minnesota Timberwolves,115,,"13,572",Target Center,Thursday
2021/11/18,9:00p,Philadelphia 76ers,103,Denver Nuggets,89,,"14,547",Ball Arena,Thursday
2021/11/18,9:00p,Toronto Raptors,103,Utah Jazz,119,,"18,306",Vivint Smart Home Arena,Thursday
2021/11/19,7:00p,Indiana Pacers,118,Charlotte Hornets,121,,"16,787",Spectrum Center,Friday
2021/11/19,7:00p,Golden State Warriors,105,Detroit Pistons,102,,"20,088",Little Caesars Arena,Friday
2021/11/19,7:30p,Los Angeles Lakers,108,Boston Celtics,130,,"19,156",TD Garden,Friday
2021/11/19,7:30p,Orlando Magic,113,Brooklyn Nets,115,,"16,966",Barclays Center,Friday
2021/11/19,8:00p,Oklahoma City Thunder,89,Milwaukee Bucks,96,,"17,341",Fiserv Forum,Friday
2021/11/19,8:00p,Los Angeles Clippers,81,New Orleans Pelicans,94,,"15,274",Smoothie King Center,Friday
2021/11/19,9:00p,Chicago Bulls,114,Denver Nuggets,108,,"19,520",Ball Arena,Friday
2021/11/19,10:00p,Dallas Mavericks,104,Phoenix Suns,112,,"17,071",Phoenix Suns Arena,Friday
2021/11/19,10:00p,Toronto Raptors,108,Sacramento Kings,89,,"13,159",Golden 1 Center,Friday
2021/11/20,5:00p,Houston Rockets,99,New York Knicks,106,,"19,812",Madison Square Garden (IV),Saturday
2021/11/20,7:00p,New Orleans Pelicans,94,Indiana Pacers,111,,"15,081",Gainbridge Fieldhouse,Saturday
2021/11/20,7:00p,Miami Heat,100,Washington Wizards,103,,"20,476",Capital One Arena,Saturday
2021/11/20,7:30p,Charlotte Hornets,105,Atlanta Hawks,115,,"17,320",State Farm Arena,Saturday
2021/11/20,7:30p,Oklahoma City Thunder,105,Boston Celtics,111,,"19,156",TD Garden,Saturday
2021/11/20,8:00p,Orlando Magic,108,Milwaukee Bucks,117,,"17,341",Fiserv Forum,Saturday
2021/11/20,8:00p,Memphis Grizzlies,95,Minnesota Timberwolves,138,,"17,136",Target Center,Saturday
2021/11/20,10:00p,Philadelphia 76ers,111,Portland Trail Blazers,118,,"17,027",Moda Center,Saturday
2021/11/20,10:00p,Utah Jazz,123,Sacramento Kings,105,,"13,180",Golden 1 Center,Saturday
2021/11/21,3:30p,Dallas Mavericks,91,Los Angeles Clippers,97,,"17,149",Crypto.com Arena,Sunday
2021/11/21,6:00p,Los Angeles Lakers,121,Detroit Pistons,116,,"15,532",Little Caesars Arena,Sunday
2021/11/21,8:00p,New York Knicks,103,Chicago Bulls,109,,"21,813",United Center,Sunday
2021/11/21,8:00p,Denver Nuggets,97,Phoenix Suns,126,,"16,072",Phoenix Suns Arena,Sunday
2021/11/21,8:30p,Toronto Raptors,104,Golden State Warriors,119,,"18,064",Chase Center,Sunday
