Date,Start_time,Visitor,PTS (V),Home,PTS (H),OT,Attendance,Arena,Week_Day
2021/01/01,7:30p,Atlanta Hawks,114,Brooklyn Nets,96,,0,Barclays Center,Friday
2021/01/01,8:00p,Chicago Bulls,96,Milwaukee Bucks,126,,0,Fiserv Forum,Friday
2021/01/01,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0,Target Center,Friday
2021/01/01,8:00p,Los Angeles Lakers,109,San Antonio Spurs,103,,0,AT&T Center,Friday
2021/01/01,9:00p,Phoenix Suns,106,Denver Nuggets,103,,0,Ball Arena,Friday
2021/01/01,9:00p,Los Angeles Clippers,100,Utah Jazz,106,,"1,932",Vivint Smart Home Arena,Friday
2021/01/01,10:30p,Portland Trail Blazers,123,Golden State Warriors,98,,0,Chase Center,Friday
2021/01/02,5:00p,Sacramento Kings,94,Houston Rockets,102,,"3,065",Toyota Center,Saturday
2021/01/02,7:00p,New York Knicks,106,Indiana Pacers,102,,0,Bankers Life Fieldhouse,Saturday
2021/01/02,7:00p,Oklahoma City Thunder,108,Orlando Magic,99,,"3,339",Amway Center,Saturday
2021/01/02,7:00p,Charlotte Hornets,112,Philadelphia 76ers,127,,0,Wells Fargo Center,Saturday
2021/01/02,7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91,,0,State Farm Arena,Saturday
2021/01/02,7:30p,Toronto Raptors,116,New Orleans Pelicans,120,,750,Smoothie King Center,Saturday
2021/01/03,3:00p,Boston Celtics,122,Detroit Pistons,120,,0,Little Caesars Arena,Sunday
2021/01/03,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0,Barclays Center,Sunday
2021/01/03,6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,,0,FedEx Forum,Sunday
2021/01/03,7:00p,Denver Nuggets,124,Minnesota Timberwolves,109,,0,Target Center,Sunday
2021/01/03,7:00p,Utah Jazz,130,San Antonio Spurs,109,,0,AT&T Center,Sunday
2021/01/03,8:00p,Dallas Mavericks,108,Chicago Bulls,118,,0,United Center,Sunday
2021/01/03,8:00p,Los Angeles Clippers,112,Phoenix Suns,107,,0,Phoenix Suns Arena,Sunday
2021/01/03,8:30p,Portland Trail Blazers,122,Golden State Warriors,137,,0,Chase Center,Sunday
2021/01/04,7:00p,Cleveland Cavaliers,83,Orlando Magic,103,,"2,726",Amway Center,Monday
2021/01/04,7:00p,Charlotte Hornets,101,Philadelphia 76ers,118,,0,Wells Fargo Center,Monday
2021/01/04,7:30p,New York Knicks,113,Atlanta Hawks,108,,0,State Farm Arena,Monday
2021/01/04,7:30p,Oklahoma City Thunder,90,Miami Heat,118,,0,AmericanAirlines Arena,Monday
2021/01/04,7:30p,Boston Celtics,126,Toronto Raptors,114,,"3,740",Amalie Arena,Monday
2021/01/04,8:00p,Dallas Mavericks,113,Houston Rockets,100,,"3,070",Toyota Center,Monday
2021/01/04,8:00p,Detroit Pistons,115,Milwaukee Bucks,125,,0,Fiserv Forum,Monday
2021/01/04,8:00p,Indiana Pacers,118,New Orleans Pelicans,116,OT,750,Smoothie King Center,Monday
2021/01/04,10:00p,Sacramento Kings,106,Golden State Warriors,137,,0,Chase Center,Monday
2021/01/05,7:30p,Utah Jazz,96,Brooklyn Nets,130,,0,Barclays Center,Tuesday
2021/01/05,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,,0,FedEx Forum,Tuesday
2021/01/05,9:00p,Minnesota Timberwolves,116,Denver Nuggets,123,,0,Ball Arena,Tuesday
2021/01/05,10:00p,San Antonio Spurs,116,Los Angeles Clippers,113,,0,STAPLES Center,Tuesday
2021/01/05,10:30p,Chicago Bulls,111,Portland Trail Blazers,108,,0,Moda Center,Tuesday
2021/01/06,7:00p,Houston Rockets,107,Indiana Pacers,114,,0,Bankers Life Fieldhouse,Wednesday
2021/01/06,7:00p,Cleveland Cavaliers,94,Orlando Magic,105,,"2,948",Amway Center,Wednesday
2021/01/06,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0,Wells Fargo Center,Wednesday
2021/01/06,7:30p,Charlotte Hornets,102,Atlanta Hawks,94,,0,State Farm Arena,Wednesday
2021/01/06,7:30p,Boston Celtics,107,Miami Heat,105,,0,AmericanAirlines Arena,Wednesday
2021/01/06,7:30p,Utah Jazz,100,New York Knicks,112,,0,Madison Square Garden (IV),Wednesday
2021/01/06,8:00p,Detroit Pistons,115,Milwaukee Bucks,130,,0,Fiserv Forum,Wednesday
2021/01/06,8:00p,Oklahoma City Thunder,111,New Orleans Pelicans,110,,750,Smoothie King Center,Wednesday
2021/01/06,9:00p,Toronto Raptors,115,Phoenix Suns,123,,0,Phoenix Suns Arena,Wednesday
2021/01/06,10:00p,Los Angeles Clippers,108,Golden State Warriors,101,,0,Chase Center,Wednesday
2021/01/06,10:00p,Chicago Bulls,124,Sacramento Kings,128,,0,Golden 1 Center,Wednesday
2021/01/07,7:30p,Philadelphia 76ers,109,Brooklyn Nets,122,,0,Barclays Center,Thursday
2021/01/07,8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,,0,FedEx Forum,Thursday
2021/01/07,10:00p,Dallas Mavericks,124,Denver Nuggets,117,OT,0,Ball Arena,Thursday
2021/01/07,10:00p,San Antonio Spurs,118,Los Angeles Lakers,109,,0,STAPLES Center,Thursday
2021/01/07,10:00p,Minnesota Timberwolves,117,Portland Trail Blazers,135,,0,Moda Center,Thursday
2021/01/08,7:00p,Phoenix Suns,105,Detroit Pistons,110,OT,0,Little Caesars Arena,Friday
2021/01/08,7:30p,Washington Wizards,107,Boston Celtics,116,,0,TD Garden,Friday
2021/01/08,7:30p,Charlotte Hornets,118,New Orleans Pelicans,110,,750,Smoothie King Center,Friday
2021/01/08,7:30p,Oklahoma City Thunder,101,New York Knicks,89,,0,Madison Square Garden (IV),Friday
2021/01/08,8:00p,Orlando Magic,90,Houston Rockets,132,,"3,039",Toyota Center,Friday
2021/01/08,8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,,0,FedEx Forum,Friday
2021/01/08,8:00p,Utah Jazz,131,Milwaukee Bucks,118,,0,Fiserv Forum,Friday
2021/01/08,10:00p,Los Angeles Clippers,105,Golden State Warriors,115,,0,Chase Center,Friday
2021/01/08,10:00p,Chicago Bulls,115,Los Angeles Lakers,117,,0,STAPLES Center,Friday
2021/01/08,10:00p,Toronto Raptors,144,Sacramento Kings,123,,0,Golden 1 Center,Friday
2021/01/09,3:00p,Denver Nuggets,115,Philadelphia 76ers,103,,0,Wells Fargo Center,Saturday
2021/01/09,7:00p,Atlanta Hawks,105,Charlotte Hornets,113,,0,Spectrum Center,Saturday
2021/01/09,7:00p,Phoenix Suns,125,Indiana Pacers,117,,0,Bankers Life Fieldhouse,Saturday
2021/01/09,7:00p,Miami Heat,128,Washington Wizards,124,,0,Capital One Arena,Saturday
2021/01/09,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,100,,0,Fiserv Forum,Saturday
2021/01/09,8:00p,San Antonio Spurs,125,Minnesota Timberwolves,122,OT,0,Target Center,Saturday
2021/01/09,8:30p,Orlando Magic,98,Dallas Mavericks,112,,0,American Airlines Center,Saturday
2021/01/09,10:00p,Portland Trail Blazers,125,Sacramento Kings,99,,0,Golden 1 Center,Saturday
2021/01/10,3:00p,Utah Jazz,96,Detroit Pistons,86,,0,Little Caesars Arena,Sunday
2021/01/10,4:00p,Chicago Bulls,127,Los Angeles Clippers,130,,0,STAPLES Center,Sunday
2021/01/10,6:00p,Oklahoma City Thunder,129,Brooklyn Nets,116,,0,Barclays Center,Sunday
2021/01/10,6:00p,Denver Nuggets,114,New York Knicks,89,,0,Madison Square Garden (IV),Sunday
2021/01/10,7:00p,Los Angeles Lakers,120,Houston Rockets,102,,"3,327",Toyota Center,Sunday
2021/01/10,8:00p,San Antonio Spurs,88,Minnesota Timberwolves,96,,0,Target Center,Sunday
2021/01/10,8:30p,Toronto Raptors,105,Golden State Warriors,106,,0,Chase Center,Sunday
2021/01/11,7:00p,New York Knicks,88,Charlotte Hornets,109,,0,Spectrum Center,Monday
2021/01/11,7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,,"1,944",Rocket Mortgage Fieldhouse,Monday
2021/01/11,7:00p,Milwaukee Bucks,121,Orlando Magic,99,,"3,248",Amway Center,Monday
2021/01/11,7:00p,Phoenix Suns,107,Washington Wizards,128,,0,Capital One Arena,Monday
2021/01/11,7:30p,Philadelphia 76ers,94,Atlanta Hawks,112,,0,State Farm Arena,Monday
2021/01/11,10:00p,Toronto Raptors,111,Portland Trail Blazers,112,,0,Moda Center,Monday
2021/01/11,10:00p,Indiana Pacers,122,Sacramento Kings,127,,0,Golden 1 Center,Monday
2021/01/12,7:00p,Miami Heat,134,Philadelphia 76ers,137,OT,0,Wells Fargo Center,Tuesday
2021/01/12,7:30p,Denver Nuggets,116,Brooklyn Nets,122,,0,Barclays Center,Tuesday
2021/01/12,7:30p,Utah Jazz,117,Cleveland Cavaliers,87,,"1,944",Rocket Mortgage Fieldhouse,Tuesday
2021/01/12,8:00p,Los Angeles Lakers,117,Houston Rockets,100,,"3,221",Toyota Center,Tuesday
2021/01/12,8:00p,San Antonio Spurs,112,Oklahoma City Thunder,102,,0,Chesapeake Energy Arena,Tuesday
2021/01/12,10:30p,Indiana Pacers,104,Golden State Warriors,95,,0,Chase Center,Tuesday
2021/01/13,7:00p,Dallas Mavericks,104,Charlotte Hornets,93,,0,Spectrum Center,Wednesday
2021/01/13,7:00p,Milwaukee Bucks,110,Detroit Pistons,101,,0,Little Caesars Arena,Wednesday
2021/01/13,7:30p,Brooklyn Nets,116,New York Knicks,109,,0,Madison Square Garden (IV),Wednesday
2021/01/13,8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,,0,Target Center,Wednesday
2021/01/13,8:00p,Los Angeles Lakers,128,Oklahoma City Thunder,99,,0,Chesapeake Energy Arena,Wednesday
2021/01/13,10:00p,New Orleans Pelicans,106,Los Angeles Clippers,111,,0,STAPLES Center,Wednesday
2021/01/13,10:00p,Portland Trail Blazers,132,Sacramento Kings,126,,0,Golden 1 Center,Wednesday
2021/01/14,7:00p,Miami Heat,108,Philadelphia 76ers,125,,0,Wells Fargo Center,Thursday
2021/01/14,7:30p,Houston Rockets,109,San Antonio Spurs,105,,0,AT&T Center,Thursday
2021/01/14,7:30p,Charlotte Hornets,108,Toronto Raptors,111,,0,Amalie Arena,Thursday
2021/01/14,10:00p,Golden State Warriors,104,Denver Nuggets,114,,0,Ball Arena,Thursday
2021/01/14,10:00p,Indiana Pacers,111,Portland Trail Blazers,87,,0,Moda Center,Thursday
2021/01/15,7:30p,Orlando Magic,97,Boston Celtics,124,,0,TD Garden,Friday
2021/01/15,7:30p,New York Knicks,103,Cleveland Cavaliers,106,,"1,944",Rocket Mortgage Fieldhouse,Friday
2021/01/15,7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,,0,Fiserv Forum,Friday
2021/01/15,8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,OT,0,Chesapeake Energy Arena,Friday
2021/01/15,9:00p,Atlanta Hawks,92,Utah Jazz,116,,"1,932",Vivint Smart Home Arena,Friday
2021/01/15,10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,,0,STAPLES Center,Friday
2021/01/15,10:00p,Los Angeles Clippers,138,Sacramento Kings,100,,0,Golden 1 Center,Friday
2021/01/16,5:00p,Houston Rockets,91,San Antonio Spurs,103,,0,AT&T Center,Saturday
2021/01/16,6:00p,Orlando Magic,115,Brooklyn Nets,122,,0,Barclays Center,Saturday
2021/01/16,7:30p,Charlotte Hornets,113,Toronto Raptors,116,,0,Amalie Arena,Saturday
2021/01/16,8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,,206,FedEx Forum,Saturday
2021/01/16,8:00p,Detroit Pistons,120,Miami Heat,100,,0,AmericanAirlines Arena,Saturday
2021/01/16,10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,,0,Moda Center,Saturday
2021/01/17,1:00p,New York Knicks,105,Boston Celtics,75,,0,TD Garden,Sunday
2021/01/17,3:00p,Chicago Bulls,117,Dallas Mavericks,101,,0,American Airlines Center,Sunday
2021/01/17,8:00p,Utah Jazz,109,Denver Nuggets,105,,0,Ball Arena,Sunday
2021/01/17,9:00p,New Orleans Pelicans,128,Sacramento Kings,123,,0,Golden 1 Center,Sunday
2021/01/17,10:00p,Indiana Pacers,96,Los Angeles Clippers,129,,0,STAPLES Center,Sunday
2021/01/18,12:00p,Orlando Magic,84,New York Knicks,91,,0,Madison Square Garden (IV),Monday
2021/01/18,2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,,0,State Farm Arena,Monday
2021/01/18,3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,,0,Moda Center,Monday
2021/01/18,5:00p,Phoenix Suns,104,Memphis Grizzlies,108,,204,FedEx Forum,Monday
2021/01/18,7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,,0,Barclays Center,Monday
2021/01/18,7:30p,Dallas Mavericks,93,Toronto Raptors,116,,0,Amalie Arena,Monday
2021/01/18,8:00p,Houston Rockets,120,Chicago Bulls,125,,0,United Center,Monday
2021/01/18,8:00p,Detroit Pistons,107,Miami Heat,113,,0,AmericanAirlines Arena,Monday
2021/01/18,10:00p,Golden State Warriors,115,Los Angeles Lakers,113,,0,STAPLES Center,Monday
2021/01/19,9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,,0,Ball Arena,Tuesday
2021/01/19,9:00p,New Orleans Pelicans,102,Utah Jazz,118,,"1,932",Vivint Smart Home Arena,Tuesday
2021/01/20,7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,2OT,"1,944",Rocket Mortgage Fieldhouse,Wednesday
2021/01/20,7:00p,Dallas Mavericks,124,Indiana Pacers,112,,0,Bankers Life Fieldhouse,Wednesday
2021/01/20,7:00p,Boston Celtics,109,Philadelphia 76ers,117,,0,Wells Fargo Center,Wednesday
2021/01/20,7:30p,Detroit Pistons,115,Atlanta Hawks,123,OT,0,State Farm Arena,Wednesday
2021/01/20,7:30p,Miami Heat,111,Toronto Raptors,102,,0,Amalie Arena,Wednesday
2021/01/20,8:00p,Orlando Magic,97,Minnesota Timberwolves,96,,0,Target Center,Wednesday
2021/01/20,9:30p,Phoenix Suns,109,Houston Rockets,103,,"3,022",Toyota Center,Wednesday
2021/01/20,10:00p,San Antonio Spurs,99,Golden State Warriors,121,,0,Chase Center,Wednesday
2021/01/20,10:00p,Sacramento Kings,96,Los Angeles Clippers,115,,0,STAPLES Center,Wednesday
2021/01/21,7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,,0,Fiserv Forum,Thursday
2021/01/21,10:00p,New York Knicks,119,Golden State Warriors,104,,0,Chase Center,Thursday
2021/01/21,10:00p,New Orleans Pelicans,118,Utah Jazz,129,,"1,932",Vivint Smart Home Arena,Thursday
2021/01/22,7:00p,Chicago Bulls,123,Charlotte Hornets,110,,0,Spectrum Center,Friday
2021/01/22,7:00p,Houston Rockets,103,Detroit Pistons,102,,0,Little Caesars Arena,Friday
2021/01/22,7:00p,Orlando Magic,118,Indiana Pacers,120,OT,0,Bankers Life Fieldhouse,Friday
2021/01/22,7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,,"1,944",Rocket Mortgage Fieldhouse,Friday
2021/01/22,7:30p,Boston Celtics,110,Philadelphia 76ers,122,,0,Wells Fargo Center,Friday
2021/01/22,7:30p,Miami Heat,81,Toronto Raptors,101,,0,Amalie Arena,Friday
2021/01/22,8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,,0,Target Center,Friday
2021/01/22,8:30p,Dallas Mavericks,122,San Antonio Spurs,117,,0,AT&T Center,Friday
2021/01/22,10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,,0,STAPLES Center,Friday
2021/01/22,10:00p,Denver Nuggets,130,Phoenix Suns,126,OT,0,Phoenix Suns Arena,Friday
2021/01/22,10:00p,New York Knicks,94,Sacramento Kings,103,,0,Golden 1 Center,Friday
2021/01/23,8:00p,Miami Heat,124,Brooklyn Nets,128,,0,Barclays Center,Saturday
2021/01/23,8:00p,Philadelphia 76ers,114,Detroit Pistons,110,,0,Little Caesars Arena,Saturday
2021/01/23,8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,,0,Target Center,Saturday
2021/01/23,9:00p,Los Angeles Lakers,101,Chicago Bulls,90,,0,United Center,Saturday
2021/01/23,9:00p,Houston Rockets,133,Dallas Mavericks,108,,0,American Airlines Center,Saturday
2021/01/23,9:00p,Denver Nuggets,120,Phoenix Suns,112,2OT,0,Phoenix Suns Arena,Saturday
2021/01/23,9:00p,Golden State Warriors,108,Utah Jazz,127,,"1,932",Vivint Smart Home Arena,Saturday
2021/01/24,1:00p,Toronto Raptors,107,Indiana Pacers,102,,0,Bankers Life Fieldhouse,Sunday
2021/01/24,4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,,0,STAPLES Center,Sunday
2021/01/24,7:00p,Cleveland Cavaliers,103,Boston Celtics,141,,0,TD Garden,Sunday
2021/01/24,7:00p,Charlotte Hornets,107,Orlando Magic,104,,"3,507",Amway Center,Sunday
2021/01/24,8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,,0,Fiserv Forum,Sunday
2021/01/24,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0,AT&T Center,Sunday
2021/01/24,10:00p,New York Knicks,113,Portland Trail Blazers,116,,0,Moda Center,Sunday
2021/01/25,7:00p,Philadelphia 76ers,104,Detroit Pistons,119,,0,Little Caesars Arena,Monday
2021/01/25,7:00p,Toronto Raptors,114,Indiana Pacers,129,,0,Bankers Life Fieldhouse,Monday
2021/01/25,7:00p,Charlotte Hornets,108,Orlando Magic,117,,"3,167",Amway Center,Monday
2021/01/25,7:30p,Miami Heat,85,Brooklyn Nets,98,,0,Barclays Center,Monday
2021/01/25,8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,,0,Rocket Mortgage Fieldhouse,Monday
2021/01/25,8:30p,Denver Nuggets,117,Dallas Mavericks,113,,0,American Airlines Center,Monday
2021/01/25,9:00p,Boston Celtics,119,Chicago Bulls,103,,0,United Center,Monday
2021/01/25,10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,,0,Chase Center,Monday
2021/01/25,10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,,0,Moda Center,Monday
2021/01/26,7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,,"1,180",State Farm Arena,Tuesday
2021/01/26,8:00p,Washington Wizards,88,Houston Rockets,107,,"2,996",Toyota Center,Tuesday
2021/01/26,9:00p,New York Knicks,94,Utah Jazz,108,,"1,932",Vivint Smart Home Arena,Tuesday
2021/01/27,7:00p,Indiana Pacers,116,Charlotte Hornets,106,,0,Spectrum Center,Wednesday
2021/01/27,7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,,"1,944",Rocket Mortgage Fieldhouse,Wednesday
2021/01/27,7:00p,Sacramento Kings,121,Orlando Magic,107,,"3,216",Amway Center,Wednesday
2021/01/27,7:30p,Brooklyn Nets,132,Atlanta Hawks,128,OT,"1,008",State Farm Arena,Wednesday
2021/01/27,7:30p,Denver Nuggets,109,Miami Heat,82,,0,AmericanAirlines Arena,Wednesday
2021/01/27,7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,,0,Wells Fargo Center,Wednesday
2021/01/27,7:30p,Milwaukee Bucks,115,Toronto Raptors,108,,0,Amalie Arena,Wednesday
2021/01/27,8:30p,Boston Celtics,106,San Antonio Spurs,110,,0,AT&T Center,Wednesday
2021/01/27,9:00p,Washington Wizards,106,New Orleans Pelicans,124,,750,Smoothie King Center,Wednesday
2021/01/27,9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,,0,Phoenix Suns Arena,Wednesday
2021/01/27,9:00p,Dallas Mavericks,104,Utah Jazz,116,,0,Vivint Smart Home Arena,Wednesday
2021/01/27,10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,,0,Chase Center,Wednesday
2021/01/28,7:30p,Portland Trail Blazers,101,Houston Rockets,104,,"3,154",Toyota Center,Thursday
2021/01/28,8:00p,Los Angeles Lakers,92,Detroit Pistons,107,,0,Little Caesars Arena,Thursday
2021/01/28,8:00p,Los Angeles Clippers,109,Miami Heat,105,,0,AmericanAirlines Arena,Thursday
