Date,Start_time,Visitor,PTS (V),Home,PTS (H),OT,Attendance,Arena,Week_Day
2014/11/09,8:00p,Golden State Warriors,95.0,Phoenix Suns,107.0,,"16,046",US Airways Center,Sunday
2014/11/09,9:00p,Denver Nuggets,100.0,Portland Trail Blazers,116.0,,"16,046",Moda Center,Sunday
2014/11/09,9:30p,Charlotte Hornets,92.0,Los Angeles Lakers,107.0,,"18,997",STAPLES Center,Sunday
2014/11/10,7:00p,New Orleans Pelicans,111.0,Cleveland Cavaliers,118.0,,"20,562",Quicken Loans Arena,Monday
2014/11/10,7:00p,Utah Jazz,86.0,Indiana Pacers,97.0,,"12,513",Bankers Life Fieldhouse,Monday
2014/11/10,7:30p,Atlanta Hawks,91.0,New York Knicks,85.0,,"19,812",Madison Square Garden (IV),Monday
2014/11/10,8:00p,Detroit Pistons,91.0,Chicago Bulls,102.0,,"21,431",United Center,Monday
2014/11/10,10:30p,San Antonio Spurs,89.0,Los Angeles Clippers,85.0,,"19,313",STAPLES Center,Monday
2014/11/11,7:30p,Orlando Magic,100.0,Toronto Raptors,104.0,,"19,800",Air Canada Centre,Tuesday
2014/11/11,8:00p,Los Angeles Lakers,102.0,Memphis Grizzlies,107.0,,"17,618",FedEx Forum,Tuesday
2014/11/11,8:00p,Oklahoma City Thunder,78.0,Milwaukee Bucks,85.0,,"12,390",BMO Harris Bradley Center,Tuesday
2014/11/11,8:30p,Sacramento Kings,98.0,Dallas Mavericks,106.0,,"19,663",American Airlines Center,Tuesday
2014/11/11,10:00p,Charlotte Hornets,100.0,Portland Trail Blazers,102.0,,"18,495",Moda Center,Tuesday
2014/11/11,10:30p,San Antonio Spurs,113.0,Golden State Warriors,100.0,,"19,596",Oracle Arena,Tuesday
2014/11/12,7:00p,Detroit Pistons,103.0,Washington Wizards,107.0,,"14,708",Verizon Center,Wednesday
2014/11/12,7:30p,Utah Jazz,97.0,Atlanta Hawks,100.0,,"12,595",Philips Arena,Wednesday
2014/11/12,7:30p,Oklahoma City Thunder,109.0,Boston Celtics,94.0,,"17,043",TD Garden,Wednesday
2014/11/12,7:30p,Indiana Pacers,81.0,Miami Heat,75.0,,"19,658",AmericanAirlines Arena,Wednesday
2014/11/12,7:30p,Orlando Magic,97.0,New York Knicks,95.0,,"19,812",Madison Square Garden (IV),Wednesday
2014/11/12,8:00p,Los Angeles Lakers,102.0,New Orleans Pelicans,109.0,,"17,359",Smoothie King Center,Wednesday
2014/11/12,9:00p,Portland Trail Blazers,130.0,Denver Nuggets,113.0,,"12,611",Pepsi Center,Wednesday
2014/11/12,9:00p,Brooklyn Nets,104.0,Phoenix Suns,112.0,,"15,184",US Airways Center,Wednesday
2014/11/12,10:00p,Houston Rockets,113.0,Minnesota Timberwolves,101.0,,"18,996",Mexico City Arena,Wednesday
2014/11/13,8:00p,Sacramento Kings,110.0,Memphis Grizzlies,111.0,,"15,666",FedEx Forum,Thursday
2014/11/13,8:00p,Chicago Bulls,100.0,Toronto Raptors,93.0,,"19,800",Air Canada Centre,Thursday
2014/11/13,8:30p,Philadelphia 76ers,70.0,Dallas Mavericks,123.0,,"19,604",American Airlines Center,Thursday
2014/11/13,10:30p,Brooklyn Nets,99.0,Golden State Warriors,107.0,,"19,596",Oracle Arena,Thursday
2014/11/14,7:00p,Denver Nuggets,108.0,Indiana Pacers,87.0,,"16,286",Bankers Life Fieldhouse,Friday
2014/11/14,7:00p,Milwaukee Bucks,85.0,Orlando Magic,101.0,,"15,947",Amway Center,Friday
2014/11/14,7:30p,Miami Heat,103.0,Atlanta Hawks,114.0,,"17,090",Philips Arena,Friday
2014/11/14,7:30p,Cleveland Cavaliers,122.0,Boston Celtics,121.0,,"18,624",TD Garden,Friday
2014/11/14,7:30p,Utah Jazz,102.0,New York Knicks,100.0,,"19,812",Madison Square Garden (IV),Friday
2014/11/14,8:00p,Philadelphia 76ers,87.0,Houston Rockets,88.0,,"18,138",Toyota Center,Friday
2014/11/14,8:00p,Minnesota Timberwolves,91.0,New Orleans Pelicans,139.0,,"14,775",Smoothie King Center,Friday
2014/11/14,8:00p,Detroit Pistons,96.0,Oklahoma City Thunder,89.0,OT,"18,203",Chesapeake Energy Arena,Friday
2014/11/14,9:00p,Charlotte Hornets,103.0,Phoenix Suns,95.0,,"16,291",US Airways Center,Friday
2014/11/14,10:00p,San Antonio Spurs,93.0,Los Angeles Lakers,80.0,,"18,997",STAPLES Center,Friday
2014/11/15,7:00p,Orlando Magic,93.0,Washington Wizards,98.0,,"19,110",Verizon Center,Saturday
2014/11/15,7:30p,Atlanta Hawks,94.0,Cleveland Cavaliers,127.0,,"20,562",Quicken Loans Arena,Saturday
2014/11/15,7:30p,Utah Jazz,93.0,Toronto Raptors,111.0,,"19,800",Air Canada Centre,Saturday
2014/11/15,8:00p,Indiana Pacers,99.0,Chicago Bulls,90.0,,"22,248",United Center,Saturday
2014/11/15,8:00p,Detroit Pistons,88.0,Memphis Grizzlies,95.0,,"17,215",FedEx Forum,Saturday
2014/11/15,8:30p,Minnesota Timberwolves,117.0,Dallas Mavericks,131.0,,"19,730",American Airlines Center,Saturday
2014/11/15,10:00p,Brooklyn Nets,87.0,Portland Trail Blazers,97.0,,"19,441",Moda Center,Saturday
2014/11/15,10:00p,San Antonio Spurs,91.0,Sacramento Kings,94.0,,"17,317",Sleep Train Arena,Saturday
2014/11/15,10:30p,Charlotte Hornets,87.0,Golden State Warriors,112.0,,"19,596",Oracle Arena,Saturday
2014/11/15,10:30p,Phoenix Suns,107.0,Los Angeles Clippers,120.0,,"19,060",STAPLES Center,Saturday
2014/11/16,1:00p,Denver Nuggets,93.0,New York Knicks,109.0,,"19,812",Madison Square Garden (IV),Sunday
2014/11/16,6:00p,Milwaukee Bucks,91.0,Miami Heat,84.0,,"19,680",AmericanAirlines Arena,Sunday
2014/11/16,7:00p,Houston Rockets,69.0,Oklahoma City Thunder,65.0,,"18,203",Chesapeake Energy Arena,Sunday
2014/11/16,9:30p,Golden State Warriors,136.0,Los Angeles Lakers,115.0,,"18,997",STAPLES Center,Sunday
2014/11/17,7:00p,Dallas Mavericks,107.0,Charlotte Hornets,80.0,,"15,345",Time Warner Cable Arena,Monday
2014/11/17,7:00p,Denver Nuggets,106.0,Cleveland Cavaliers,97.0,,"20,562",Quicken Loans Arena,Monday
2014/11/17,7:30p,Phoenix Suns,118.0,Boston Celtics,114.0,,"16,726",TD Garden,Monday
2014/11/17,7:30p,Miami Heat,95.0,Brooklyn Nets,83.0,,"17,732",Barclays Center,Monday
2014/11/17,7:30p,Orlando Magic,107.0,Detroit Pistons,93.0,,"11,619",The Palace of Auburn Hills,Monday
2014/11/17,8:00p,Houston Rockets,93.0,Memphis Grizzlies,119.0,,"17,012",FedEx Forum,Monday
2014/11/17,8:30p,Philadelphia 76ers,75.0,San Antonio Spurs,100.0,,"18,581",AT&T Center,Monday
2014/11/17,10:00p,New Orleans Pelicans,93.0,Portland Trail Blazers,102.0,,"19,441",Moda Center,Monday
2014/11/17,10:30p,Chicago Bulls,105.0,Los Angeles Clippers,89.0,,"19,319",STAPLES Center,Monday
2014/11/18,7:30p,Los Angeles Lakers,114.0,Atlanta Hawks,109.0,,"17,848",Philips Arena,Tuesday
2014/11/18,8:00p,New York Knicks,113.0,Milwaukee Bucks,117.0,,"12,190",BMO Harris Bradley Center,Tuesday
2014/11/18,9:00p,Oklahoma City Thunder,81.0,Utah Jazz,98.0,,"17,190",EnergySolutions Arena,Tuesday
2014/11/18,10:00p,New Orleans Pelicans,106.0,Sacramento Kings,100.0,,"16,526",Sleep Train Arena,Tuesday
2014/11/19,7:00p,San Antonio Spurs,92.0,Cleveland Cavaliers,90.0,,"20,562",Quicken Loans Arena,Wednesday
2014/11/19,7:00p,Charlotte Hornets,86.0,Indiana Pacers,88.0,,"14,748",Bankers Life Fieldhouse,Wednesday
2014/11/19,7:00p,Los Angeles Clippers,114.0,Orlando Magic,90.0,,"16,034",Amway Center,Wednesday
2014/11/19,7:00p,Boston Celtics,101.0,Philadelphia 76ers,90.0,,"12,701",Wells Fargo Center,Wednesday
2014/11/19,7:00p,Dallas Mavericks,105.0,Washington Wizards,102.0,,"16,374",Verizon Center,Wednesday
2014/11/19,7:30p,Milwaukee Bucks,122.0,Brooklyn Nets,118.0,3OT,"15,694",Barclays Center,Wednesday
2014/11/19,7:30p,Phoenix Suns,88.0,Detroit Pistons,86.0,,"10,686",The Palace of Auburn Hills,Wednesday
2014/11/19,7:30p,Memphis Grizzlies,92.0,Toronto Raptors,96.0,,"19,800",Air Canada Centre,Wednesday
2014/11/19,8:00p,New York Knicks,99.0,Minnesota Timberwolves,115.0,,"15,304",Target Center,Wednesday
2014/11/19,9:00p,Oklahoma City Thunder,100.0,Denver Nuggets,107.0,,"14,140",Pepsi Center,Wednesday
2014/11/19,9:30p,Los Angeles Lakers,98.0,Houston Rockets,92.0,,"18,245",Toyota Center,Wednesday
2014/11/20,8:00p,Los Angeles Clippers,110.0,Miami Heat,93.0,,"19,685",AmericanAirlines Arena,Thursday
2014/11/20,10:30p,Chicago Bulls,88.0,Sacramento Kings,103.0,,"17,317",Sleep Train Arena,Thursday
2014/11/21,7:00p,Orlando Magic,105.0,Charlotte Hornets,100.0,,"18,126",Time Warner Cable Arena,Friday
2014/11/21,7:00p,Phoenix Suns,122.0,Philadelphia 76ers,96.0,,"16,789",Wells Fargo Center,Friday
2014/11/21,7:30p,Detroit Pistons,89.0,Atlanta Hawks,99.0,,"16,517",Philips Arena,Friday
2014/11/21,7:30p,Milwaukee Bucks,82.0,Toronto Raptors,124.0,,"19,800",Air Canada Centre,Friday
2014/11/21,8:00p,Boston Celtics,100.0,Memphis Grizzlies,117.0,,"17,712",FedEx Forum,Friday
2014/11/21,8:00p,San Antonio Spurs,121.0,Minnesota Timberwolves,92.0,,"12,414",Target Center,Friday
2014/11/21,8:00p,Brooklyn Nets,94.0,Oklahoma City Thunder,92.0,,"18,203",Chesapeake Energy Arena,Friday
2014/11/21,8:00p,Cleveland Cavaliers,78.0,Washington Wizards,91.0,,"20,356",Verizon Center,Friday
2014/11/21,8:30p,Los Angeles Lakers,106.0,Dallas Mavericks,140.0,,"20,353",American Airlines Center,Friday
2014/11/21,9:00p,New Orleans Pelicans,97.0,Denver Nuggets,117.0,,"15,232",Pepsi Center,Friday
2014/11/21,10:30p,Utah Jazz,88.0,Golden State Warriors,101.0,,"19,596",Oracle Arena,Friday
2014/11/21,10:30p,Chicago Bulls,87.0,Portland Trail Blazers,105.0,,"19,866",Moda Center,Friday
2014/11/22,7:00p,Phoenix Suns,106.0,Indiana Pacers,83.0,,"16,870",Bankers Life Fieldhouse,Saturday
2014/11/22,7:00p,Miami Heat,99.0,Orlando Magic,92.0,,"18,846",Amway Center,Saturday
2014/11/22,7:30p,Toronto Raptors,110.0,Cleveland Cavaliers,93.0,,"20,562",Quicken Loans Arena,Saturday
2014/11/22,7:30p,Philadelphia 76ers,83.0,New York Knicks,91.0,,"19,812",Madison Square Garden (IV),Saturday
2014/11/22,8:00p,Dallas Mavericks,92.0,Houston Rockets,95.0,,"18,244",Toyota Center,Saturday
2014/11/22,8:00p,Sacramento Kings,113.0,Minnesota Timberwolves,101.0,,"13,191",Target Center,Saturday
2014/11/22,8:30p,Washington Wizards,111.0,Milwaukee Bucks,100.0,,"14,254",BMO Harris Bradley Center,Saturday
2014/11/22,8:30p,Brooklyn Nets,87.0,San Antonio Spurs,99.0,,"18,581",AT&T Center,Saturday
2014/11/22,9:00p,New Orleans Pelicans,106.0,Utah Jazz,94.0,,"18,452",EnergySolutions Arena,Saturday
2014/11/23,6:00p,Portland Trail Blazers,94.0,Boston Celtics,88.0,,"16,692",TD Garden,Sunday
2014/11/23,6:00p,Los Angeles Clippers,91.0,Memphis Grizzlies,107.0,,"18,119",FedEx Forum,Sunday
2014/11/23,6:00p,Charlotte Hornets,93.0,Miami Heat,94.0,,"19,639",AmericanAirlines Arena,Sunday
2014/11/23,7:00p,Golden State Warriors,91.0,Oklahoma City Thunder,86.0,,"18,203",Chesapeake Energy Arena,Sunday
2014/11/23,9:30p,Denver Nuggets,101.0,Los Angeles Lakers,94.0,OT,"18,997",STAPLES Center,Sunday
2014/11/24,7:00p,Los Angeles Clippers,113.0,Charlotte Hornets,92.0,,"17,180",Time Warner Cable Arena,Monday
2014/11/24,7:00p,Orlando Magic,74.0,Cleveland Cavaliers,106.0,,"20,562",Quicken Loans Arena,Monday
2014/11/24,7:00p,Portland Trail Blazers,114.0,Philadelphia 76ers,104.0,,"11,094",Wells Fargo Center,Monday
2014/11/24,7:30p,Phoenix Suns,100.0,Toronto Raptors,104.0,,"19,800",Air Canada Centre,Monday
2014/11/24,8:00p,New York Knicks,86.0,Houston Rockets,91.0,,"18,133",Toyota Center,Monday
2014/11/24,8:30p,Indiana Pacers,111.0,Dallas Mavericks,100.0,,"19,850",American Airlines Center,Monday
2014/11/24,9:00p,Chicago Bulls,97.0,Utah Jazz,95.0,,"18,904",EnergySolutions Arena,Monday
2014/11/25,7:00p,Atlanta Hawks,106.0,Washington Wizards,102.0,,"15,440",Verizon Center,Tuesday
2014/11/25,7:30p,Golden State Warriors,114.0,Miami Heat,97.0,,"19,647",AmericanAirlines Arena,Tuesday
2014/11/25,8:00p,Detroit Pistons,86.0,Milwaukee Bucks,98.0,,"15,265",BMO Harris Bradley Center,Tuesday
2014/11/25,8:00p,Sacramento Kings,99.0,New Orleans Pelicans,89.0,,"17,037",Smoothie King Center,Tuesday
2014/11/25,9:00p,Chicago Bulls,109.0,Denver Nuggets,114.0,,"17,033",Pepsi Center,Tuesday
2014/11/26,7:00p,Portland Trail Blazers,105.0,Charlotte Hornets,97.0,,"16,972",Time Warner Cable Arena,Wednesday
2014/11/26,7:00p,Washington Wizards,87.0,Cleveland Cavaliers,113.0,,"20,562",Quicken Loans Arena,Wednesday
2014/11/26,7:00p,Golden State Warriors,111.0,Orlando Magic,96.0,,"17,702",Amway Center,Wednesday
2014/11/26,7:00p,Brooklyn Nets,99.0,Philadelphia 76ers,91.0,,"11,223",Wells Fargo Center,Wednesday
2014/11/26,7:30p,Toronto Raptors,126.0,Atlanta Hawks,115.0,,"16,253",Philips Arena,Wednesday
2014/11/26,7:30p,New York Knicks,102.0,Dallas Mavericks,109.0,OT,"20,352",American Airlines Center,Wednesday
2014/11/26,7:30p,Los Angeles Clippers,104.0,Detroit Pistons,98.0,,"13,461",The Palace of Auburn Hills,Wednesday
2014/11/26,8:00p,Sacramento Kings,89.0,Houston Rockets,102.0,,"18,058",Toyota Center,Wednesday
2014/11/26,8:00p,Milwaukee Bucks,103.0,Minnesota Timberwolves,86.0,,"14,710",Target Center,Wednesday
2014/11/26,8:00p,Utah Jazz,82.0,Oklahoma City Thunder,97.0,,"18,203",Chesapeake Energy Arena,Wednesday
2014/11/26,8:30p,Indiana Pacers,100.0,San Antonio Spurs,106.0,,"18,581",AT&T Center,Wednesday
2014/11/26,9:00p,Denver Nuggets,112.0,Phoenix Suns,120.0,,"16,099",US Airways Center,Wednesday
2014/11/26,10:30p,Memphis Grizzlies,99.0,Los Angeles Lakers,93.0,,"18,997",STAPLES Center,Wednesday
2014/11/28,1:00p,Chicago Bulls,109.0,Boston Celtics,102.0,,"18,203",TD Garden,Friday
2014/11/28,7:00p,Golden State Warriors,106.0,Charlotte Hornets,101.0,,"19,381",Time Warner Cable Arena,Friday
2014/11/28,7:30p,New Orleans Pelicans,91.0,Atlanta Hawks,100.0,,"17,079",Philips Arena,Friday
2014/11/28,7:30p,Milwaukee Bucks,104.0,Detroit Pistons,88.0,,"13,127",The Palace of Auburn Hills,Friday
2014/11/28,7:30p,Dallas Mavericks,106.0,Toronto Raptors,102.0,,"19,800",Air Canada Centre,Friday
2014/11/28,8:00p,Los Angeles Clippers,102.0,Houston Rockets,85.0,,"18,226",Toyota Center,Friday
2014/11/28,8:00p,Orlando Magic,83.0,Indiana Pacers,98.0,,"18,165",Bankers Life Fieldhouse,Friday
2014/11/28,8:00p,New York Knicks,78.0,Oklahoma City Thunder,105.0,,"18,203",Chesapeake Energy Arena,Friday
2014/11/28,8:30p,Sacramento Kings,104.0,San Antonio Spurs,112.0,,"18,581",AT&T Center,Friday
2014/11/28,9:00p,Phoenix Suns,97.0,Denver Nuggets,122.0,,"15,509",Pepsi Center,Friday
2014/11/28,10:00p,Memphis Grizzlies,112.0,Portland Trail Blazers,99.0,,"19,459",Moda Center,Friday
2014/11/28,10:30p,Minnesota Timberwolves,120.0,Los Angeles Lakers,119.0,,"18,997",STAPLES Center,Friday
