,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
71,"Fri, Oct 26, 2018",8:00p,Brooklyn Nets,115,New Orleans Pelicans,117,Box Score,,"15,272",Smoothie King Center,
72,"Fri, Oct 26, 2018",10:00p,Washington Wizards,112,Sacramento Kings,116,Box Score,,"14,101",Golden 1 Center,
73,"Sat, Oct 27, 2018",7:00p,Boston Celtics,109,Detroit Pistons,89,Box Score,,"18,120",Little Caesars Arena,
74,"Sat, Oct 27, 2018",7:00p,Utah Jazz,132,New Orleans Pelicans,111,Box Score,,"16,373",Smoothie King Center,
75,"Sat, Oct 27, 2018",7:30p,Chicago Bulls,97,Atlanta Hawks,85,Box Score,,"15,549",State Farm Arena,
76,"Sat, Oct 27, 2018",7:30p,Indiana Pacers,119,Cleveland Cavaliers,107,Box Score,,"19,432",Quicken Loans Arena,
77,"Sat, Oct 27, 2018",7:30p,Charlotte Hornets,103,Philadelphia 76ers,105,Box Score,,"20,203",Wells Fargo Center,
78,"Sat, Oct 27, 2018",8:00p,Phoenix Suns,96,Memphis Grizzlies,117,Box Score,,"15,926",FedEx Forum,
79,"Sat, Oct 27, 2018",8:00p,Portland Trail Blazers,111,Miami Heat,120,Box Score,,"19,600",AmericanAirlines Arena,
80,"Sat, Oct 27, 2018",8:30p,Orlando Magic,91,Milwaukee Bucks,113,Box Score,,"17,341",Fiserv Forum,
81,"Sat, Oct 27, 2018",8:30p,Los Angeles Lakers,106,San Antonio Spurs,110,Box Score,,"18,589",AT&T Center,
82,"Sun, Oct 28, 2018",5:00p,Golden State Warriors,120,Brooklyn Nets,114,Box Score,,"17,732",Barclays Center,
83,"Sun, Oct 28, 2018",7:00p,Utah Jazz,113,Dallas Mavericks,104,Box Score,,"19,571",American Airlines Center,
84,"Sun, Oct 28, 2018",7:00p,Phoenix Suns,110,Oklahoma City Thunder,117,Box Score,,"18,203",Chesapeake Energy Arena,
85,"Sun, Oct 28, 2018",9:30p,Washington Wizards,104,Los Angeles Clippers,136,Box Score,,"16,491",STAPLES Center,
86,"Mon, Oct 29, 2018",7:00p,Portland Trail Blazers,103,Indiana Pacers,93,Box Score,,"15,788",Bankers Life Fieldhouse,
87,"Mon, Oct 29, 2018",7:00p,Atlanta Hawks,92,Philadelphia 76ers,113,Box Score,,"20,269",Wells Fargo Center,
88,"Mon, Oct 29, 2018",7:30p,Sacramento Kings,123,Miami Heat,113,Box Score,,"19,600",AmericanAirlines Arena,
89,"Mon, Oct 29, 2018",7:30p,Brooklyn Nets,96,New York Knicks,115,Box Score,,"19,221",Madison Square Garden (IV),
90,"Mon, Oct 29, 2018",8:00p,Golden State Warriors,149,Chicago Bulls,124,Box Score,,"21,076",United Center,
91,"Mon, Oct 29, 2018",8:00p,Toronto Raptors,109,Milwaukee Bucks,124,Box Score,,"17,341",Fiserv Forum,
92,"Mon, Oct 29, 2018",8:00p,Los Angeles Lakers,120,Minnesota Timberwolves,124,Box Score,,"18,978",Target Center,
93,"Mon, Oct 29, 2018",8:30p,Dallas Mavericks,108,San Antonio Spurs,113,Box Score,OT,"18,354",AT&T Center,
94,"Mon, Oct 29, 2018",9:00p,New Orleans Pelicans,111,Denver Nuggets,116,Box Score,,"15,217",Pepsi Center,
95,"Tue, Oct 30, 2018",7:00p,Miami Heat,113,Charlotte Hornets,125,Box Score,,"14,117",Spectrum Center,
96,"Tue, Oct 30, 2018",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,136,Box Score,,"19,432",Quicken Loans Arena,
97,"Tue, Oct 30, 2018",7:00p,Sacramento Kings,107,Orlando Magic,99,Box Score,,"15,074",Amway Center,
98,"Tue, Oct 30, 2018",7:30p,Detroit Pistons,105,Boston Celtics,108,Box Score,,"18,624",TD Garden,
99,"Tue, Oct 30, 2018",7:30p,Philadelphia 76ers,112,Toronto Raptors,129,Box Score,,"19,800",Scotiabank Arena,
100,"Tue, Oct 30, 2018",8:00p,Portland Trail Blazers,104,Houston Rockets,85,Box Score,,"18,055",Toyota Center,
101,"Tue, Oct 30, 2018",8:00p,Washington Wizards,95,Memphis Grizzlies,107,Box Score,,"14,106",FedEx Forum,
102,"Tue, Oct 30, 2018",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,128,Box Score,,"18,203",Chesapeake Energy Arena,
103,"Wed, Oct 31, 2018",7:30p,Detroit Pistons,119,Brooklyn Nets,120,Box Score,OT,"12,862",Barclays Center,
104,"Wed, Oct 31, 2018",8:00p,Denver Nuggets,108,Chicago Bulls,107,Box Score,OT,"19,027",United Center,
105,"Wed, Oct 31, 2018",8:00p,Utah Jazz,125,Minnesota Timberwolves,128,Box Score,,"10,079",Target Center,
106,"Wed, Oct 31, 2018",8:00p,Indiana Pacers,107,New York Knicks,101,Box Score,,"18,295",Madison Square Garden (IV),
107,"Wed, Oct 31, 2018",10:30p,New Orleans Pelicans,121,Golden State Warriors,131,Box Score,,"19,596",Oracle Arena,
108,"Wed, Oct 31, 2018",10:30p,Dallas Mavericks,113,Los Angeles Lakers,114,Box Score,,"18,997",STAPLES Center,
109,"Wed, Oct 31, 2018",10:30p,San Antonio Spurs,120,Phoenix Suns,90,Box Score,,"12,328",Talking Stick Resort Arena,
110,"Thu, Nov 1, 2018",7:00p,Oklahoma City Thunder,111,Charlotte Hornets,107,Box Score,,"14,583",Spectrum Center,
111,"Thu, Nov 1, 2018",7:00p,Denver Nuggets,110,Cleveland Cavaliers,91,Box Score,,"19,432",Quicken Loans Arena,
112,"Thu, Nov 1, 2018",7:00p,Los Angeles Clippers,113,Philadelphia 76ers,122,Box Score,,"20,246",Wells Fargo Center,
113,"Thu, Nov 1, 2018",7:30p,Sacramento Kings,146,Atlanta Hawks,115,Box Score,,"12,095",State Farm Arena,
114,"Thu, Nov 1, 2018",8:00p,Milwaukee Bucks,113,Boston Celtics,117,Box Score,,"18,624",TD Garden,
115,"Thu, Nov 1, 2018",10:30p,New Orleans Pelicans,119,Portland Trail Blazers,132,Box Score,,"18,921",Moda Center,
116,"Fri, Nov 2, 2018",7:00p,Los Angeles Clippers,120,Orlando Magic,95,Box Score,,"15,953",Amway Center,
117,"Fri, Nov 2, 2018",7:30p,Houston Rockets,119,Brooklyn Nets,111,Box Score,,"14,013",Barclays Center,
118,"Fri, Nov 2, 2018",8:00p,Indiana Pacers,107,Chicago Bulls,105,Box Score,,"19,704",United Center,
119,"Fri, Nov 2, 2018",8:00p,Oklahoma City Thunder,134,Washington Wizards,111,Box Score,,"20,409",Capital One Arena,
120,"Fri, Nov 2, 2018",8:30p,New York Knicks,118,Dallas Mavericks,106,Box Score,,"20,008",American Airlines Center,
121,"Fri, Nov 2, 2018",9:00p,Memphis Grizzlies,110,Utah Jazz,100,Box Score,,"18,306",Vivint Smart Home Arena,
122,"Fri, Nov 2, 2018",10:00p,Toronto Raptors,107,Phoenix Suns,98,Box Score,,"15,843",Talking Stick Resort Arena,
123,"Fri, Nov 2, 2018",10:30p,Minnesota Timberwolves,99,Golden State Warriors,116,Box Score,,"19,596",Oracle Arena,
124,"Sat, Nov 3, 2018",1:00p,Detroit Pistons,99,Philadelphia 76ers,109,Box Score,,"20,289",Wells Fargo Center,
125,"Sat, Nov 3, 2018",7:00p,Cleveland Cavaliers,94,Charlotte Hornets,126,Box Score,,"16,221",Spectrum Center,
126,"Sat, Nov 3, 2018",7:00p,Boston Celtics,101,Indiana Pacers,102,Box Score,,"17,505",Bankers Life Fieldhouse,
127,"Sat, Nov 3, 2018",7:30p,Miami Heat,118,Atlanta Hawks,123,Box Score,,"16,303",State Farm Arena,
128,"Sat, Nov 3, 2018",8:00p,Houston Rockets,96,Chicago Bulls,88,Box Score,,"20,505",United Center,
129,"Sat, Nov 3, 2018",8:30p,New Orleans Pelicans,95,San Antonio Spurs,109,Box Score,,"18,354",AT&T Center,
130,"Sat, Nov 3, 2018",9:00p,Utah Jazz,88,Denver Nuggets,103,Box Score,,"19,520",Pepsi Center,
131,"Sat, Nov 3, 2018",10:00p,Los Angeles Lakers,114,Portland Trail Blazers,110,Box Score,,"19,848",Moda Center,
132,"Sun, Nov 4, 2018",3:30p,Sacramento Kings,109,Milwaukee Bucks,144,Box Score,,"17,341",Fiserv Forum,
133,"Sun, Nov 4, 2018",6:00p,Philadelphia 76ers,97,Brooklyn Nets,122,Box Score,,"12,826",Barclays Center,
134,"Sun, Nov 4, 2018",6:00p,New York Knicks,95,Washington Wizards,108,Box Score,,"16,679",Capital One Arena,
135,"Sun, Nov 4, 2018",7:00p,Orlando Magic,117,San Antonio Spurs,110,Box Score,,"18,354",AT&T Center,
136,"Sun, Nov 4, 2018",8:00p,Memphis Grizzlies,100,Phoenix Suns,102,Box Score,,"13,074",Talking Stick Resort Arena,
137,"Sun, Nov 4, 2018",9:00p,Minnesota Timberwolves,81,Portland Trail Blazers,111,Box Score,,"19,522",Moda Center,
138,"Sun, Nov 4, 2018",9:30p,Toronto Raptors,121,Los Angeles Lakers,107,Box Score,,"18,997",STAPLES Center,
139,"Mon, Nov 5, 2018",7:00p,Miami Heat,120,Detroit Pistons,115,Box Score,OT,"14,148",Little Caesars Arena,
140,"Mon, Nov 5, 2018",7:00p,Houston Rockets,98,Indiana Pacers,94,Box Score,,"14,735",Bankers Life Fieldhouse,
141,"Mon, Nov 5, 2018",7:00p,Cleveland Cavaliers,100,Orlando Magic,102,Box Score,,"15,009",Amway Center,
142,"Mon, Nov 5, 2018",7:30p,Chicago Bulls,116,New York Knicks,115,Box Score,2OT,"19,812",Madison Square Garden (IV),
143,"Mon, Nov 5, 2018",8:00p,New Orleans Pelicans,116,Oklahoma City Thunder,122,Box Score,,"18,203",Chesapeake Energy Arena,
144,"Mon, Nov 5, 2018",9:00p,Boston Celtics,107,Denver Nuggets,115,Box Score,,"19,520",Pepsi Center,
145,"Mon, Nov 5, 2018",9:00p,Toronto Raptors,124,Utah Jazz,111,Box Score,,"18,306",Vivint Smart Home Arena,
146,"Mon, Nov 5, 2018",10:30p,Memphis Grizzlies,101,Golden State Warriors,117,Box Score,,"19,596",Oracle Arena,
147,"Mon, Nov 5, 2018",10:30p,Minnesota Timberwolves,109,Los Angeles Clippers,120,Box Score,,"16,564",STAPLES Center,
148,"Tue, Nov 6, 2018",7:00p,Atlanta Hawks,102,Charlotte Hornets,113,Box Score,,"13,955",Spectrum Center,
149,"Tue, Nov 6, 2018",8:30p,Washington Wizards,100,Dallas Mavericks,119,Box Score,,"19,234",American Airlines Center,
150,"Tue, Nov 6, 2018",9:00p,Brooklyn Nets,104,Phoenix Suns,82,Box Score,,"14,205",Talking Stick Resort Arena,
151,"Tue, Nov 6, 2018",10:00p,Milwaukee Bucks,103,Portland Trail Blazers,118,Box Score,,"19,512",Moda Center,
152,"Wed, Nov 7, 2018",7:00p,Oklahoma City Thunder,95,Cleveland Cavaliers,86,Box Score,,"19,432",Quicken Loans Arena,
153,"Wed, Nov 7, 2018",7:00p,Detroit Pistons,103,Orlando Magic,96,Box Score,,"16,103",Amway Center,
154,"Wed, Nov 7, 2018",7:30p,New York Knicks,112,Atlanta Hawks,107,Box Score,,"12,412",State Farm Arena,
155,"Wed, Nov 7, 2018",7:30p,San Antonio Spurs,88,Miami Heat,95,Box Score,,"19,600",AmericanAirlines Arena,
156,"Wed, Nov 7, 2018",8:00p,Philadelphia 76ers,100,Indiana Pacers,94,Box Score,,"16,434",Bankers Life Fieldhouse,
157,"Wed, Nov 7, 2018",8:00p,Denver Nuggets,87,Memphis Grizzlies,89,Box Score,,"15,832",FedEx Forum,
158,"Wed, Nov 7, 2018",8:00p,Chicago Bulls,98,New Orleans Pelicans,107,Box Score,,"15,514",Smoothie King Center,
159,"Wed, Nov 7, 2018",9:00p,Dallas Mavericks,102,Utah Jazz,117,Box Score,,"18,306",Vivint Smart Home Arena,
160,"Wed, Nov 7, 2018",10:00p,Toronto Raptors,114,Sacramento Kings,105,Box Score,,"17,583",Golden 1 Center,
161,"Wed, Nov 7, 2018",10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,114,Box Score,,"18,997",STAPLES Center,
162,"Thu, Nov 8, 2018",8:00p,Houston Rockets,80,Oklahoma City Thunder,98,Box Score,,"18,203",Chesapeake Energy Arena,
163,"Thu, Nov 8, 2018",9:00p,Boston Celtics,116,Phoenix Suns,109,Box Score,OT,"17,359",Talking Stick Resort Arena,
164,"Thu, Nov 8, 2018",10:00p,Los Angeles Clippers,105,Portland Trail Blazers,116,Box Score,,"19,170",Moda Center,
165,"Thu, Nov 8, 2018",10:30p,Milwaukee Bucks,134,Golden State Warriors,111,Box Score,,"19,596",Oracle Arena,
166,"Fri, Nov 9, 2018",7:00p,Washington Wizards,108,Orlando Magic,117,Box Score,,"16,562",Amway Center,
167,"Fri, Nov 9, 2018",7:00p,Charlotte Hornets,132,Philadelphia 76ers,133,Box Score,OT,"20,424",Wells Fargo Center,
168,"Fri, Nov 9, 2018",7:30p,Detroit Pistons,124,Atlanta Hawks,109,Box Score,,"14,759",State Farm Arena,
169,"Fri, Nov 9, 2018",8:00p,Indiana Pacers,110,Miami Heat,102,Box Score,,"19,600",AmericanAirlines Arena,
170,"Fri, Nov 9, 2018",9:00p,Brooklyn Nets,112,Denver Nuggets,110,Box Score,,"19,520",Pepsi Center,
171,"Fri, Nov 9, 2018",9:30p,Boston Celtics,115,Utah Jazz,123,Box Score,,"18,306",Vivint Smart Home Arena,
172,"Fri, Nov 9, 2018",10:00p,Minnesota Timberwolves,110,Sacramento Kings,121,Box Score,,"17,583",Golden 1 Center,
173,"Sat, Nov 10, 2018",3:00p,New York Knicks,112,Toronto Raptors,128,Box Score,,"19,800",Scotiabank Arena,
174,"Sat, Nov 10, 2018",3:30p,Milwaukee Bucks,126,Los Angeles Clippers,128,Box Score,OT,"17,486",STAPLES Center,
175,"Sat, Nov 10, 2018",7:00p,Phoenix Suns,99,New Orleans Pelicans,119,Box Score,,"15,222",Smoothie King Center,
176,"Sat, Nov 10, 2018",8:00p,Cleveland Cavaliers,98,Chicago Bulls,99,Box Score,,"21,506",United Center,
177,"Sat, Nov 10, 2018",8:00p,Philadelphia 76ers,106,Memphis Grizzlies,112,Box Score,OT,"16,904",FedEx Forum,
178,"Sat, Nov 10, 2018",8:00p,Washington Wizards,116,Miami Heat,110,Box Score,,"19,600",AmericanAirlines Arena,
179,"Sat, Nov 10, 2018",8:30p,Brooklyn Nets,100,Golden State Warriors,116,Box Score,,"19,596",Oracle Arena,
180,"Sat, Nov 10, 2018",8:30p,Houston Rockets,89,San Antonio Spurs,96,Box Score,,"18,354",AT&T Center,
181,"Sat, Nov 10, 2018",9:00p,Oklahoma City Thunder,96,Dallas Mavericks,111,Box Score,,"19,818",American Airlines Center,
182,"Sat, Nov 10, 2018",10:00p,Los Angeles Lakers,101,Sacramento Kings,86,Box Score,,"17,583",Golden 1 Center,
183,"Sun, Nov 11, 2018",3:30p,Charlotte Hornets,113,Detroit Pistons,103,Box Score,,"15,133",Little Caesars Arena,
184,"Sun, Nov 11, 2018",7:00p,Indiana Pacers,103,Houston Rockets,115,Box Score,,"18,055",Toyota Center,
185,"Sun, Nov 11, 2018",7:30p,Orlando Magic,115,New York Knicks,89,Box Score,,"19,812",Madison Square Garden (IV),
186,"Sun, Nov 11, 2018",8:00p,Milwaukee Bucks,121,Denver Nuggets,114,Box Score,,"19,520",Pepsi Center,
187,"Sun, Nov 11, 2018",9:00p,Boston Celtics,94,Portland Trail Blazers,100,Box Score,,"19,712",Moda Center,
188,"Sun, Nov 11, 2018",9:30p,Atlanta Hawks,106,Los Angeles Lakers,107,Box Score,,"18,997",STAPLES Center,
189,"Mon, Nov 12, 2018",7:00p,Orlando Magic,109,Washington Wizards,117,Box Score,,"15,346",Capital One Arena,
190,"Mon, Nov 12, 2018",7:30p,Philadelphia 76ers,124,Miami Heat,114,Box Score,,"19,600",AmericanAirlines Arena,
191,"Mon, Nov 12, 2018",7:30p,New Orleans Pelicans,126,Toronto Raptors,110,Box Score,,"19,800",Scotiabank Arena,
192,"Mon, Nov 12, 2018",8:00p,Dallas Mavericks,103,Chicago Bulls,98,Box Score,,"19,012",United Center,
193,"Mon, Nov 12, 2018",8:00p,Utah Jazz,96,Memphis Grizzlies,88,Box Score,,"13,477",FedEx Forum,
194,"Mon, Nov 12, 2018",8:00p,Brooklyn Nets,113,Minnesota Timberwolves,120,Box Score,,"10,186",Target Center,
195,"Mon, Nov 12, 2018",8:00p,Phoenix Suns,101,Oklahoma City Thunder,118,Box Score,,"18,203",Chesapeake Energy Arena,
196,"Mon, Nov 12, 2018",10:00p,San Antonio Spurs,99,Sacramento Kings,104,Box Score,,"15,500",Golden 1 Center,
197,"Mon, Nov 12, 2018",10:30p,Golden State Warriors,116,Los Angeles Clippers,121,Box Score,OT,"19,068",STAPLES Center,
198,"Tue, Nov 13, 2018",7:00p,Charlotte Hornets,89,Cleveland Cavaliers,113,Box Score,,"19,432",Quicken Loans Arena,
199,"Tue, Nov 13, 2018",9:00p,Houston Rockets,109,Denver Nuggets,99,Box Score,,"16,741",Pepsi Center,
200,"Tue, Nov 13, 2018",10:30p,Atlanta Hawks,103,Golden State Warriors,110,Box Score,,"19,596",Oracle Arena,
201,"Wed, Nov 14, 2018",7:00p,Philadelphia 76ers,106,Orlando Magic,111,Box Score,,"15,921",Amway Center,
202,"Wed, Nov 14, 2018",7:00p,Cleveland Cavaliers,95,Washington Wizards,119,Box Score,,"14,537",Capital One Arena,
203,"Wed, Nov 14, 2018",7:30p,Chicago Bulls,82,Boston Celtics,111,Box Score,,"18,624",TD Garden,
204,"Wed, Nov 14, 2018",7:30p,Miami Heat,120,Brooklyn Nets,107,Box Score,,"13,317",Barclays Center,
205,"Wed, Nov 14, 2018",7:30p,Detroit Pistons,106,Toronto Raptors,104,Box Score,,"19,800",Scotiabank Arena,
206,"Wed, Nov 14, 2018",8:00p,Memphis Grizzlies,116,Milwaukee Bucks,113,Box Score,,"16,817",Fiserv Forum,
207,"Wed, Nov 14, 2018",8:00p,New Orleans Pelicans,100,Minnesota Timberwolves,107,Box Score,,"11,636",Target Center,
208,"Wed, Nov 14, 2018",8:00p,New York Knicks,103,Oklahoma City Thunder,128,Box Score,,"18,203",Chesapeake Energy Arena,
209,"Wed, Nov 14, 2018",8:30p,Utah Jazz,68,Dallas Mavericks,118,Box Score,,"19,371",American Airlines Center,
