,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
79,"Sat, Nov 2, 2019",8:00p,Phoenix Suns,114,Memphis Grizzlies,105,Box Score,,"14,144",FedEx Forum,
80,"Sat, Nov 2, 2019",8:00p,Toronto Raptors,105,Milwaukee Bucks,115,Box Score,,"17,637",Fiserv Forum,
81,"Sat, Nov 2, 2019",8:00p,Minnesota Timberwolves,131,Washington Wizards,109,Box Score,,"15,150",Capital One Arena,
82,"Sat, Nov 2, 2019",8:30p,Charlotte Hornets,93,Golden State Warriors,87,Box Score,,"18,064",Chase Center,
83,"Sat, Nov 2, 2019",10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128,Box Score,,"19,669",Moda Center,
84,"Sun, Nov 3, 2019",5:00p,Chicago Bulls,95,Indiana Pacers,108,Box Score,,"17,073",Bankers Life Fieldhouse,
85,"Sun, Nov 3, 2019",6:00p,Houston Rockets,100,Miami Heat,129,Box Score,,"19,724",AmericanAirlines Arena,
86,"Sun, Nov 3, 2019",6:00p,Sacramento Kings,113,New York Knicks,92,Box Score,,"19,812",Madison Square Garden (IV),
87,"Sun, Nov 3, 2019",7:00p,Los Angeles Lakers,103,San Antonio Spurs,96,Box Score,,"18,610",AT&T Center,
88,"Sun, Nov 3, 2019",7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111,Box Score,,"18,078",Rocket Mortgage Fieldhouse,
89,"Sun, Nov 3, 2019",9:00p,Utah Jazz,94,Los Angeles Clippers,105,Box Score,,"19,068",STAPLES Center,
90,"Mon, Nov 4, 2019",7:00p,Detroit Pistons,99,Washington Wizards,115,Box Score,,"13,052",Capital One Arena,
91,"Mon, Nov 4, 2019",7:30p,New Orleans Pelicans,125,Brooklyn Nets,135,Box Score,,"17,194",Barclays Center,
92,"Mon, Nov 4, 2019",8:00p,Houston Rockets,107,Memphis Grizzlies,100,Box Score,,"14,197",FedEx Forum,
93,"Mon, Nov 4, 2019",8:00p,Milwaukee Bucks,134,Minnesota Timberwolves,106,Box Score,,"16,271",Target Center,
94,"Mon, Nov 4, 2019",9:00p,Philadelphia 76ers,109,Phoenix Suns,114,Box Score,,"14,285",Talking Stick Resort Arena,
95,"Mon, Nov 4, 2019",10:30p,Portland Trail Blazers,118,Golden State Warriors,127,Box Score,,"18,064",Chase Center,
96,"Tue, Nov 5, 2019",7:00p,Indiana Pacers,120,Charlotte Hornets,122,Box Score,OT,"13,341",Spectrum Center,
97,"Tue, Nov 5, 2019",7:00p,Boston Celtics,119,Cleveland Cavaliers,113,Box Score,,"17,709",Rocket Mortgage Fieldhouse,
98,"Tue, Nov 5, 2019",7:30p,San Antonio Spurs,100,Atlanta Hawks,108,Box Score,,"14,025",State Farm Arena,
99,"Tue, Nov 5, 2019",8:00p,Los Angeles Lakers,118,Chicago Bulls,112,Box Score,,"21,193",United Center,
100,"Tue, Nov 5, 2019",8:00p,Orlando Magic,94,Oklahoma City Thunder,102,Box Score,,"18,203",Chesapeake Energy Arena,
101,"Tue, Nov 5, 2019",9:00p,Miami Heat,89,Denver Nuggets,109,Box Score,,"18,010",Pepsi Center,
102,"Wed, Nov 6, 2019",7:00p,New York Knicks,102,Detroit Pistons,122,Box Score,,"15,463",Little Caesars Arena,
103,"Wed, Nov 6, 2019",7:00p,Washington Wizards,106,Indiana Pacers,121,Box Score,,"16,171",Bankers Life Fieldhouse,
104,"Wed, Nov 6, 2019",7:30p,Chicago Bulls,113,Atlanta Hawks,93,Box Score,,"15,049",State Farm Arena,
105,"Wed, Nov 6, 2019",7:30p,Golden State Warriors,112,Houston Rockets,129,Box Score,,"18,055",Toyota Center,
106,"Wed, Nov 6, 2019",7:30p,Sacramento Kings,120,Toronto Raptors,124,Box Score,,"19,800",Scotiabank Arena,
107,"Wed, Nov 6, 2019",8:00p,Minnesota Timberwolves,121,Memphis Grizzlies,137,Box Score,,"13,503",FedEx Forum,
108,"Wed, Nov 6, 2019",8:30p,Orlando Magic,106,Dallas Mavericks,107,Box Score,,"19,487",American Airlines Center,
109,"Wed, Nov 6, 2019",9:00p,Philadelphia 76ers,104,Utah Jazz,106,Box Score,,"18,306",Vivint Smart Home Arena,
110,"Wed, Nov 6, 2019",10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,Box Score,,"19,068",STAPLES Center,
111,"Thu, Nov 7, 2019",8:00p,Boston Celtics,108,Charlotte Hornets,87,Box Score,,"18,487",Spectrum Center,
112,"Thu, Nov 7, 2019",8:30p,Oklahoma City Thunder,112,San Antonio Spurs,121,Box Score,,"18,354",AT&T Center,
113,"Thu, Nov 7, 2019",9:00p,Miami Heat,124,Phoenix Suns,108,Box Score,,"15,498",Talking Stick Resort Arena,
114,"Thu, Nov 7, 2019",10:30p,Portland Trail Blazers,101,Los Angeles Clippers,107,Box Score,,"19,068",STAPLES Center,
115,"Fri, Nov 8, 2019",7:00p,Detroit Pistons,106,Indiana Pacers,112,Box Score,,"15,544",Bankers Life Fieldhouse,
116,"Fri, Nov 8, 2019",7:00p,Memphis Grizzlies,86,Orlando Magic,118,Box Score,,"17,021",Amway Center,
117,"Fri, Nov 8, 2019",7:00p,Cleveland Cavaliers,113,Washington Wizards,100,Box Score,,"16,946",Capital One Arena,
118,"Fri, Nov 8, 2019",7:30p,Sacramento Kings,121,Atlanta Hawks,109,Box Score,,"16,447",State Farm Arena,
119,"Fri, Nov 8, 2019",8:00p,Golden State Warriors,119,Minnesota Timberwolves,125,Box Score,OT,"15,647",Target Center,
120,"Fri, Nov 8, 2019",8:00p,Toronto Raptors,122,New Orleans Pelicans,104,Box Score,,"16,337",Smoothie King Center,
121,"Fri, Nov 8, 2019",8:30p,New York Knicks,106,Dallas Mavericks,102,Box Score,,"20,257",American Airlines Center,
122,"Fri, Nov 8, 2019",9:00p,Philadelphia 76ers,97,Denver Nuggets,100,Box Score,,"19,520",Pepsi Center,
123,"Fri, Nov 8, 2019",9:00p,Milwaukee Bucks,100,Utah Jazz,103,Box Score,,"18,306",Vivint Smart Home Arena,
124,"Fri, Nov 8, 2019",10:00p,Brooklyn Nets,119,Portland Trail Blazers,115,Box Score,,"20,089",Moda Center,
125,"Fri, Nov 8, 2019",10:30p,Miami Heat,80,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,
126,"Sat, Nov 9, 2019",5:00p,Boston Celtics,135,San Antonio Spurs,115,Box Score,,"18,354",AT&T Center,
127,"Sat, Nov 9, 2019",7:00p,New Orleans Pelicans,115,Charlotte Hornets,110,Box Score,,"18,513",Spectrum Center,
128,"Sat, Nov 9, 2019",8:00p,Houston Rockets,117,Chicago Bulls,94,Box Score,,"20,482",United Center,
129,"Sat, Nov 9, 2019",8:00p,Dallas Mavericks,138,Memphis Grizzlies,122,Box Score,,"15,753",FedEx Forum,
130,"Sat, Nov 9, 2019",8:00p,Golden State Warriors,108,Oklahoma City Thunder,114,Box Score,,"18,203",Chesapeake Energy Arena,
131,"Sun, Nov 10, 2019",3:30p,Denver Nuggets,100,Minnesota Timberwolves,98,Box Score,OT,"13,553",Target Center,
132,"Sun, Nov 10, 2019",6:00p,Indiana Pacers,109,Orlando Magic,102,Box Score,,"17,118",Amway Center,
133,"Sun, Nov 10, 2019",6:00p,Charlotte Hornets,106,Philadelphia 76ers,114,Box Score,,"20,311",Wells Fargo Center,
134,"Sun, Nov 10, 2019",7:00p,Milwaukee Bucks,121,Oklahoma City Thunder,119,Box Score,,"18,203",Chesapeake Energy Arena,
135,"Sun, Nov 10, 2019",7:30p,Cleveland Cavaliers,108,New York Knicks,87,Box Score,,"19,812",Madison Square Garden (IV),
136,"Sun, Nov 10, 2019",8:00p,Brooklyn Nets,112,Phoenix Suns,138,Box Score,,"17,290",Talking Stick Resort Arena,
137,"Sun, Nov 10, 2019",9:00p,Atlanta Hawks,113,Portland Trail Blazers,124,Box Score,OT,"20,041",Moda Center,
138,"Sun, Nov 10, 2019",9:30p,Toronto Raptors,113,Los Angeles Lakers,104,Box Score,,"18,997",STAPLES Center,
139,"Mon, Nov 11, 2019",7:00p,Minnesota Timberwolves,120,Detroit Pistons,114,Box Score,,"12,526",Little Caesars Arena,
140,"Mon, Nov 11, 2019",7:30p,Dallas Mavericks,106,Boston Celtics,116,Box Score,,"18,624",TD Garden,
141,"Mon, Nov 11, 2019",7:30p,Memphis Grizzlies,113,San Antonio Spurs,109,Box Score,,"18,627",AT&T Center,
142,"Mon, Nov 11, 2019",8:00p,Houston Rockets,122,New Orleans Pelicans,116,Box Score,,"16,695",Smoothie King Center,
143,"Mon, Nov 11, 2019",10:30p,Utah Jazz,122,Golden State Warriors,108,Box Score,,"18,064",Chase Center,
144,"Mon, Nov 11, 2019",10:30p,Toronto Raptors,88,Los Angeles Clippers,98,Box Score,,"19,068",STAPLES Center,
145,"Tue, Nov 12, 2019",7:00p,Oklahoma City Thunder,85,Indiana Pacers,111,Box Score,,"15,838",Bankers Life Fieldhouse,
146,"Tue, Nov 12, 2019",7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,98,Box Score,,"20,294",Wells Fargo Center,
147,"Tue, Nov 12, 2019",7:30p,Detroit Pistons,108,Miami Heat,117,Box Score,,"19,600",AmericanAirlines Arena,
148,"Tue, Nov 12, 2019",8:00p,New York Knicks,102,Chicago Bulls,120,Box Score,,"18,668",United Center,
149,"Tue, Nov 12, 2019",9:00p,Atlanta Hawks,125,Denver Nuggets,121,Box Score,,"18,327",Pepsi Center,
150,"Tue, Nov 12, 2019",9:00p,Los Angeles Lakers,123,Phoenix Suns,115,Box Score,,"18,055",Talking Stick Resort Arena,
151,"Tue, Nov 12, 2019",9:00p,Brooklyn Nets,114,Utah Jazz,119,Box Score,,"18,306",Vivint Smart Home Arena,
152,"Tue, Nov 12, 2019",10:00p,Portland Trail Blazers,99,Sacramento Kings,107,Box Score,,"16,358",Golden 1 Center,
153,"Wed, Nov 13, 2019",7:00p,Memphis Grizzlies,119,Charlotte Hornets,117,Box Score,,"13,155",Spectrum Center,
154,"Wed, Nov 13, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,112,Box Score,,"15,113",Amway Center,
155,"Wed, Nov 13, 2019",7:30p,Washington Wizards,133,Boston Celtics,140,Box Score,,"19,156",TD Garden,
156,"Wed, Nov 13, 2019",7:30p,Los Angeles Clippers,93,Houston Rockets,102,Box Score,,"18,055",Toyota Center,
157,"Wed, Nov 13, 2019",8:00p,San Antonio Spurs,114,Minnesota Timberwolves,129,Box Score,,"11,581",Target Center,
158,"Wed, Nov 13, 2019",10:00p,Golden State Warriors,94,Los Angeles Lakers,120,Box Score,,"18,997",STAPLES Center,
159,"Wed, Nov 13, 2019",10:00p,Toronto Raptors,114,Portland Trail Blazers,106,Box Score,,"19,544",Moda Center,
160,"Thu, Nov 14, 2019",6:00p,Miami Heat,108,Cleveland Cavaliers,97,Box Score,,"17,374",Rocket Mortgage Fieldhouse,
161,"Thu, Nov 14, 2019",8:00p,Chicago Bulls,115,Milwaukee Bucks,124,Box Score,,"17,627",Fiserv Forum,
162,"Thu, Nov 14, 2019",8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,Box Score,,"17,147",Smoothie King Center,
163,"Thu, Nov 14, 2019",8:00p,Dallas Mavericks,103,New York Knicks,106,Box Score,,"19,812",Madison Square Garden (IV),
164,"Thu, Nov 14, 2019",9:00p,Atlanta Hawks,112,Phoenix Suns,128,Box Score,,"15,143",Talking Stick Resort Arena,
165,"Thu, Nov 14, 2019",10:30p,Brooklyn Nets,93,Denver Nuggets,101,Box Score,,"18,394",Pepsi Center,
166,"Fri, Nov 15, 2019",7:00p,Detroit Pistons,106,Charlotte Hornets,109,Box Score,,"16,778",Spectrum Center,
167,"Fri, Nov 15, 2019",7:00p,San Antonio Spurs,109,Orlando Magic,111,Box Score,,"16,296",Amway Center,
168,"Fri, Nov 15, 2019",8:00p,Indiana Pacers,102,Houston Rockets,111,Box Score,,"18,055",Toyota Center,
169,"Fri, Nov 15, 2019",8:00p,Utah Jazz,106,Memphis Grizzlies,107,Box Score,,"16,422",FedEx Forum,
170,"Fri, Nov 15, 2019",8:00p,Washington Wizards,137,Minnesota Timberwolves,116,Box Score,,"12,716",Target Center,
171,"Fri, Nov 15, 2019",8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,Box Score,OT,"18,203",Chesapeake Energy Arena,
172,"Fri, Nov 15, 2019",10:30p,Boston Celtics,105,Golden State Warriors,100,Box Score,,"18,064",Chase Center,
173,"Fri, Nov 15, 2019",10:30p,Sacramento Kings,97,Los Angeles Lakers,99,Box Score,,"18,997",STAPLES Center,
174,"Sat, Nov 16, 2019",6:00p,Brooklyn Nets,117,Chicago Bulls,111,Box Score,,"19,148",United Center,
175,"Sat, Nov 16, 2019",7:00p,Milwaukee Bucks,102,Indiana Pacers,83,Box Score,,"17,024",Bankers Life Fieldhouse,
176,"Sat, Nov 16, 2019",7:30p,Charlotte Hornets,103,New York Knicks,102,Box Score,,"19,401",Madison Square Garden (IV),
177,"Sat, Nov 16, 2019",8:00p,New Orleans Pelicans,94,Miami Heat,109,Box Score,,"19,600",AmericanAirlines Arena,
178,"Sat, Nov 16, 2019",8:00p,Houston Rockets,125,Minnesota Timberwolves,105,Box Score,,"18,978",Target Center,
179,"Sat, Nov 16, 2019",8:30p,Toronto Raptors,102,Dallas Mavericks,110,Box Score,,"19,926",American Airlines Center,
180,"Sat, Nov 16, 2019",8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,Box Score,,"18,534",AT&T Center,
181,"Sat, Nov 16, 2019",10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,Box Score,,"19,068",STAPLES Center,
182,"Sun, Nov 17, 2019",3:00p,Philadelphia 76ers,114,Cleveland Cavaliers,95,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
183,"Sun, Nov 17, 2019",3:30p,Boston Celtics,99,Sacramento Kings,100,Box Score,,"16,633",Golden 1 Center,
184,"Sun, Nov 17, 2019",6:00p,Denver Nuggets,131,Memphis Grizzlies,114,Box Score,,"14,227",FedEx Forum,
185,"Sun, Nov 17, 2019",6:00p,Washington Wizards,121,Orlando Magic,125,Box Score,,"16,344",Amway Center,
186,"Sun, Nov 17, 2019",7:00p,Golden State Warriors,100,New Orleans Pelicans,108,Box Score,,"16,812",Smoothie King Center,
187,"Sun, Nov 17, 2019",9:30p,Atlanta Hawks,101,Los Angeles Lakers,122,Box Score,,"18,997",STAPLES Center,
188,"Mon, Nov 18, 2019",7:00p,Cleveland Cavaliers,105,New York Knicks,123,Box Score,,"17,097",Madison Square Garden (IV),
189,"Mon, Nov 18, 2019",7:30p,Indiana Pacers,115,Brooklyn Nets,86,Box Score,,"14,140",Barclays Center,
190,"Mon, Nov 18, 2019",7:30p,Charlotte Hornets,96,Toronto Raptors,132,Box Score,,"19,800",Scotiabank Arena,
191,"Mon, Nov 18, 2019",8:00p,Milwaukee Bucks,115,Chicago Bulls,101,Box Score,,"17,565",United Center,
192,"Mon, Nov 18, 2019",8:00p,Portland Trail Blazers,108,Houston Rockets,132,Box Score,,"18,055",Toyota Center,
193,"Mon, Nov 18, 2019",8:30p,San Antonio Spurs,110,Dallas Mavericks,117,Box Score,,"19,637",American Airlines Center,
194,"Mon, Nov 18, 2019",9:00p,Boston Celtics,99,Phoenix Suns,85,Box Score,,"15,193",Talking Stick Resort Arena,
195,"Mon, Nov 18, 2019",9:00p,Minnesota Timberwolves,112,Utah Jazz,102,Box Score,,"18,306",Vivint Smart Home Arena,
196,"Mon, Nov 18, 2019",10:30p,Oklahoma City Thunder,88,Los Angeles Clippers,90,Box Score,,"19,068",STAPLES Center,
197,"Tue, Nov 19, 2019",8:00p,Golden State Warriors,114,Memphis Grizzlies,95,Box Score,,"14,511",FedEx Forum,
198,"Tue, Nov 19, 2019",8:00p,Portland Trail Blazers,104,New Orleans Pelicans,115,Box Score,,"15,021",Smoothie King Center,
199,"Tue, Nov 19, 2019",10:00p,Phoenix Suns,116,Sacramento Kings,120,Box Score,,"16,732",Golden 1 Center,
200,"Tue, Nov 19, 2019",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,112,Box Score,,"18,997",STAPLES Center,
201,"Wed, Nov 20, 2019",7:00p,New York Knicks,104,Philadelphia 76ers,109,Box Score,,"20,384",Wells Fargo Center,
202,"Wed, Nov 20, 2019",7:00p,San Antonio Spurs,132,Washington Wizards,138,Box Score,,"14,579",Capital One Arena,
203,"Wed, Nov 20, 2019",7:30p,Milwaukee Bucks,135,Atlanta Hawks,127,Box Score,,"16,441",State Farm Arena,
204,"Wed, Nov 20, 2019",7:30p,Charlotte Hornets,91,Brooklyn Nets,101,Box Score,,"14,011",Barclays Center,
205,"Wed, Nov 20, 2019",7:30p,Golden State Warriors,94,Dallas Mavericks,142,Box Score,,"19,569",American Airlines Center,
206,"Wed, Nov 20, 2019",7:30p,Cleveland Cavaliers,100,Miami Heat,124,Box Score,,"19,600",AmericanAirlines Arena,
207,"Wed, Nov 20, 2019",7:30p,Orlando Magic,97,Toronto Raptors,113,Box Score,,"19,800",Scotiabank Arena,
208,"Wed, Nov 20, 2019",8:00p,Detroit Pistons,89,Chicago Bulls,109,Box Score,,"18,119",United Center,
