,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
164,"Wed, Nov 10, 2021",8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,Box Score,,"15,355",Smoothie King Center,
165,"Wed, Nov 10, 2021",8:30p,Sacramento Kings,117,San Antonio Spurs,136,Box Score,,"15,065",AT&T Center,
166,"Wed, Nov 10, 2021",9:00p,Indiana Pacers,98,Denver Nuggets,101,Box Score,,"15,232",Ball Arena,
167,"Wed, Nov 10, 2021",9:00p,Portland Trail Blazers,109,Phoenix Suns,119,Box Score,,"15,672",Phoenix Suns Arena,
168,"Wed, Nov 10, 2021",10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,Box Score,,"18,064",Chase Center,
169,"Wed, Nov 10, 2021",10:00p,Miami Heat,117,Los Angeles Lakers,120,Box Score,OT,"18,997",Crypto.com Arena,
170,"Thu, Nov 11, 2021",7:00p,Toronto Raptors,115,Philadelphia 76ers,109,Box Score,,"20,112",Wells Fargo Center,
171,"Thu, Nov 11, 2021",9:00p,Indiana Pacers,111,Utah Jazz,100,Box Score,,"18,306",Vivint Smart Home Arena,
172,"Thu, Nov 11, 2021",10:30p,Miami Heat,109,Los Angeles Clippers,112,Box Score,,"16,150",Crypto.com Arena,
173,"Fri, Nov 12, 2021",7:00p,New York Knicks,96,Charlotte Hornets,104,Box Score,,"19,257",Spectrum Center,
174,"Fri, Nov 12, 2021",7:30p,Milwaukee Bucks,113,Boston Celtics,122,Box Score,OT,"19,156",TD Garden,
175,"Fri, Nov 12, 2021",7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,Box Score,,"17,095",Rocket Mortgage Fieldhouse,
176,"Fri, Nov 12, 2021",8:00p,Portland Trail Blazers,104,Houston Rockets,92,Box Score,,"15,468",Toyota Center,
177,"Fri, Nov 12, 2021",8:00p,Phoenix Suns,119,Memphis Grizzlies,94,Box Score,,"15,886",FedEx Forum,
178,"Fri, Nov 12, 2021",8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,Box Score,,"14,650",Smoothie King Center,
179,"Fri, Nov 12, 2021",8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,Box Score,,"12,881",Paycom Center,
180,"Fri, Nov 12, 2021",8:30p,Dallas Mavericks,123,San Antonio Spurs,109,Box Score,,"13,425",AT&T Center,
181,"Fri, Nov 12, 2021",9:00p,Atlanta Hawks,96,Denver Nuggets,105,Box Score,,"16,849",Ball Arena,
182,"Fri, Nov 12, 2021",10:00p,Chicago Bulls,93,Golden State Warriors,119,Box Score,,"18,064",Chase Center,
183,"Fri, Nov 12, 2021",10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,Box Score,,"18,997",Crypto.com Arena,
184,"Sat, Nov 13, 2021",5:00p,Miami Heat,111,Utah Jazz,105,Box Score,,"18,306",Vivint Smart Home Arena,
185,"Sat, Nov 13, 2021",7:00p,Philadelphia 76ers,113,Indiana Pacers,118,Box Score,,"14,483",Gainbridge Fieldhouse,
186,"Sat, Nov 13, 2021",7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,Box Score,,"14,358",Smoothie King Center,
187,"Sat, Nov 13, 2021",7:00p,Washington Wizards,104,Orlando Magic,92,Box Score,,"17,272",Amway Center,
188,"Sat, Nov 13, 2021",7:30p,Detroit Pistons,127,Toronto Raptors,121,Box Score,,"19,800",Scotiabank Arena,
189,"Sat, Nov 13, 2021",8:00p,Boston Celtics,89,Cleveland Cavaliers,91,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
190,"Sat, Nov 13, 2021",10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,Box Score,,"15,285",Crypto.com Arena,
191,"Sun, Nov 14, 2021",3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,Box Score,,"18,997",Crypto.com Arena,
192,"Sun, Nov 14, 2021",6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,Box Score,,"16,901",State Farm Arena,
193,"Sun, Nov 14, 2021",7:00p,Golden State Warriors,102,Charlotte Hornets,106,Box Score,,"19,559",Spectrum Center,
194,"Sun, Nov 14, 2021",7:00p,Phoenix Suns,115,Houston Rockets,89,Box Score,,"16,088",Toyota Center,
195,"Sun, Nov 14, 2021",7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,Box Score,,"15,080",Paycom Center,
196,"Sun, Nov 14, 2021",8:00p,Portland Trail Blazers,95,Denver Nuggets,124,Box Score,,"14,583",Ball Arena,
197,"Sun, Nov 14, 2021",9:30p,Chicago Bulls,100,Los Angeles Clippers,90,Box Score,,"17,899",Crypto.com Arena,
198,"Mon, Nov 15, 2021",7:00p,Boston Celtics,98,Cleveland Cavaliers,92,Box Score,,"17,186",Rocket Mortgage Fieldhouse,
199,"Mon, Nov 15, 2021",7:00p,Sacramento Kings,129,Detroit Pistons,107,Box Score,,"10,092",Little Caesars Arena,
200,"Mon, Nov 15, 2021",7:00p,New Orleans Pelicans,100,Washington Wizards,105,Box Score,,"13,914",Capital One Arena,
201,"Mon, Nov 15, 2021",7:30p,Orlando Magic,111,Atlanta Hawks,129,Box Score,,"13,061",State Farm Arena,
202,"Mon, Nov 15, 2021",7:30p,Indiana Pacers,84,New York Knicks,92,Box Score,,"16,792",Madison Square Garden (IV),
203,"Mon, Nov 15, 2021",8:00p,Denver Nuggets,101,Dallas Mavericks,111,Box Score,,"19,797",American Airlines Center,
204,"Mon, Nov 15, 2021",8:00p,Houston Rockets,102,Memphis Grizzlies,136,Box Score,,"11,482",FedEx Forum,
205,"Mon, Nov 15, 2021",8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,Box Score,,"16,274",Target Center,
206,"Mon, Nov 15, 2021",8:00p,Miami Heat,103,Oklahoma City Thunder,90,Box Score,,"12,330",Paycom Center,
207,"Mon, Nov 15, 2021",10:00p,Toronto Raptors,113,Portland Trail Blazers,118,Box Score,,"16,142",Moda Center,
208,"Mon, Nov 15, 2021",10:30p,Chicago Bulls,121,Los Angeles Lakers,103,Box Score,,"18,997",Crypto.com Arena,
209,"Tue, Nov 16, 2021",7:30p,Golden State Warriors,117,Brooklyn Nets,99,Box Score,,"17,732",Barclays Center,
