,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
22,"Fri, Oct 30, 2015",7:00p,Oklahoma City Thunder,139,Orlando Magic,136,Box Score,2OT,"18,846",Amway Center,
23,"Fri, Oct 30, 2015",7:30p,Toronto Raptors,113,Boston Celtics,103,Box Score,,"16,898",TD Garden,
24,"Fri, Oct 30, 2015",7:30p,Chicago Bulls,94,Detroit Pistons,98,Box Score,OT,"16,035",The Palace of Auburn Hills,
25,"Fri, Oct 30, 2015",8:00p,Charlotte Hornets,94,Atlanta Hawks,97,Box Score,,"17,024",Philips Arena,
26,"Fri, Oct 30, 2015",8:00p,Washington Wizards,118,Milwaukee Bucks,113,Box Score,,"13,858",BMO Harris Bradley Center,
27,"Fri, Oct 30, 2015",8:30p,Brooklyn Nets,75,San Antonio Spurs,102,Box Score,,"18,418",AT&T Center,
28,"Fri, Oct 30, 2015",9:00p,Minnesota Timberwolves,95,Denver Nuggets,78,Box Score,,"17,660",Pepsi Center,
29,"Fri, Oct 30, 2015",9:30p,Golden State Warriors,112,Houston Rockets,92,Box Score,,"18,142",Toyota Center,
30,"Fri, Oct 30, 2015",10:00p,Los Angeles Lakers,114,Sacramento Kings,132,Box Score,,"17,391",Sleep Train Arena,
31,"Fri, Oct 30, 2015",10:30p,Portland Trail Blazers,92,Phoenix Suns,110,Box Score,,"18,055",Talking Stick Resort Arena,
32,"Sat, Oct 31, 2015",7:00p,Utah Jazz,97,Indiana Pacers,76,Box Score,,"14,412",Bankers Life Fieldhouse,
33,"Sat, Oct 31, 2015",7:00p,New York Knicks,117,Washington Wizards,110,Box Score,,"20,356",Verizon Center,
34,"Sat, Oct 31, 2015",7:30p,Golden State Warriors,134,New Orleans Pelicans,120,Box Score,,"18,406",Smoothie King Center,
35,"Sat, Oct 31, 2015",8:00p,Brooklyn Nets,91,Memphis Grizzlies,101,Box Score,,"16,013",FedEx Forum,
36,"Sat, Oct 31, 2015",10:00p,Phoenix Suns,101,Portland Trail Blazers,90,Box Score,,"17,906",Moda Center,
37,"Sat, Oct 31, 2015",10:30p,Sacramento Kings,109,Los Angeles Clippers,114,Box Score,,"19,060",STAPLES Center,
38,"Sun, Nov 1, 2015",2:00p,Atlanta Hawks,94,Charlotte Hornets,92,Box Score,,"18,691",Time Warner Cable Arena,
39,"Sun, Nov 1, 2015",3:30p,San Antonio Spurs,95,Boston Celtics,87,Box Score,,"17,461",TD Garden,
40,"Sun, Nov 1, 2015",6:00p,Houston Rockets,89,Miami Heat,109,Box Score,,"19,600",AmericanAirlines Arena,
41,"Sun, Nov 1, 2015",6:00p,Milwaukee Bucks,87,Toronto Raptors,106,Box Score,,"19,800",Air Canada Centre,
42,"Sun, Nov 1, 2015",7:00p,Orlando Magic,87,Chicago Bulls,92,Box Score,,"21,585",United Center,
43,"Sun, Nov 1, 2015",7:00p,Denver Nuggets,93,Oklahoma City Thunder,117,Box Score,,"18,203",Chesapeake Energy Arena,
44,"Sun, Nov 1, 2015",9:30p,Dallas Mavericks,103,Los Angeles Lakers,93,Box Score,,"18,997",STAPLES Center,
45,"Mon, Nov 2, 2015",7:00p,Cleveland Cavaliers,107,Philadelphia 76ers,100,Box Score,,"18,094",Wells Fargo Center,
46,"Mon, Nov 2, 2015",7:30p,Milwaukee Bucks,103,Brooklyn Nets,96,Box Score,,"12,576",Barclays Center,
47,"Mon, Nov 2, 2015",7:30p,San Antonio Spurs,94,New York Knicks,84,Box Score,,"19,812",Madison Square Garden (IV),
48,"Mon, Nov 2, 2015",8:00p,Oklahoma City Thunder,105,Houston Rockets,110,Box Score,,"17,224",Toyota Center,
49,"Mon, Nov 2, 2015",8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,101,Box Score,,"18,903",Target Center,
50,"Mon, Nov 2, 2015",10:30p,Memphis Grizzlies,69,Golden State Warriors,119,Box Score,,"19,596",Oracle Arena,
51,"Mon, Nov 2, 2015",10:30p,Phoenix Suns,96,Los Angeles Clippers,102,Box Score,,"19,060",STAPLES Center,
52,"Tue, Nov 3, 2015",7:00p,Chicago Bulls,105,Charlotte Hornets,130,Box Score,,"15,136",Time Warner Cable Arena,
53,"Tue, Nov 3, 2015",7:30p,Indiana Pacers,94,Detroit Pistons,82,Box Score,,"13,325",The Palace of Auburn Hills,
54,"Tue, Nov 3, 2015",7:30p,Atlanta Hawks,98,Miami Heat,92,Box Score,,"19,600",AmericanAirlines Arena,
55,"Tue, Nov 3, 2015",8:00p,Orlando Magic,103,New Orleans Pelicans,94,Box Score,,"16,876",Smoothie King Center,
56,"Tue, Nov 3, 2015",8:30p,Toronto Raptors,102,Dallas Mavericks,91,Box Score,,"20,034",American Airlines Center,
57,"Tue, Nov 3, 2015",10:00p,Memphis Grizzlies,103,Sacramento Kings,89,Box Score,,"17,317",Sleep Train Arena,
58,"Tue, Nov 3, 2015",10:30p,Denver Nuggets,120,Los Angeles Lakers,109,Box Score,,"18,997",STAPLES Center,
59,"Wed, Nov 4, 2015",7:00p,Boston Celtics,98,Indiana Pacers,100,Box Score,,"14,022",Bankers Life Fieldhouse,
60,"Wed, Nov 4, 2015",7:00p,San Antonio Spurs,99,Washington Wizards,102,Box Score,,"17,721",Verizon Center,
61,"Wed, Nov 4, 2015",8:00p,Brooklyn Nets,87,Atlanta Hawks,101,Box Score,,"14,044",Philips Arena,
62,"Wed, Nov 4, 2015",8:00p,New York Knicks,86,Cleveland Cavaliers,96,Box Score,,"20,562",Quicken Loans Arena,
63,"Wed, Nov 4, 2015",8:00p,Orlando Magic,114,Houston Rockets,119,Box Score,OT,"16,735",Toyota Center,
64,"Wed, Nov 4, 2015",8:00p,Philadelphia 76ers,87,Milwaukee Bucks,91,Box Score,,"12,437",BMO Harris Bradley Center,
65,"Wed, Nov 4, 2015",8:00p,Toronto Raptors,103,Oklahoma City Thunder,98,Box Score,,"18,203",Chesapeake Energy Arena,
66,"Wed, Nov 4, 2015",9:00p,Sacramento Kings,97,Phoenix Suns,118,Box Score,,"16,497",Talking Stick Resort Arena,
67,"Wed, Nov 4, 2015",9:00p,Portland Trail Blazers,108,Utah Jazz,92,Box Score,,"19,911",Vivint Smart Home Arena,
68,"Wed, Nov 4, 2015",10:30p,Los Angeles Clippers,108,Golden State Warriors,112,Box Score,,"19,596",Oracle Arena,
69,"Thu, Nov 5, 2015",8:00p,Oklahoma City Thunder,98,Chicago Bulls,104,Box Score,,"21,861",United Center,
70,"Thu, Nov 5, 2015",8:00p,Miami Heat,96,Minnesota Timberwolves,84,Box Score,,"11,794",Target Center,
71,"Thu, Nov 5, 2015",8:30p,Charlotte Hornets,108,Dallas Mavericks,94,Box Score,,"19,635",American Airlines Center,
72,"Thu, Nov 5, 2015",9:00p,Utah Jazz,96,Denver Nuggets,84,Box Score,,"9,906",Pepsi Center,
73,"Thu, Nov 5, 2015",10:30p,Memphis Grizzlies,96,Portland Trail Blazers,115,Box Score,,"19,393",Moda Center,
74,"Fri, Nov 6, 2015",7:00p,Toronto Raptors,87,Orlando Magic,92,Box Score,,"16,578",Amway Center,
75,"Fri, Nov 6, 2015",7:30p,Washington Wizards,98,Boston Celtics,118,Box Score,,"18,624",TD Garden,
76,"Fri, Nov 6, 2015",7:30p,Los Angeles Lakers,104,Brooklyn Nets,98,Box Score,,"17,732",Barclays Center,
77,"Fri, Nov 6, 2015",7:30p,Philadelphia 76ers,102,Cleveland Cavaliers,108,Box Score,,"20,562",Quicken Loans Arena,
78,"Fri, Nov 6, 2015",7:30p,Milwaukee Bucks,99,New York Knicks,92,Box Score,,"19,812",Madison Square Garden (IV),
79,"Fri, Nov 6, 2015",8:00p,Miami Heat,87,Indiana Pacers,90,Box Score,,"16,914",Bankers Life Fieldhouse,
80,"Fri, Nov 6, 2015",8:00p,Atlanta Hawks,121,New Orleans Pelicans,115,Box Score,,"16,983",Smoothie King Center,
81,"Fri, Nov 6, 2015",9:30p,Detroit Pistons,100,Phoenix Suns,92,Box Score,,"16,676",Talking Stick Resort Arena,
82,"Fri, Nov 6, 2015",10:30p,Denver Nuggets,104,Golden State Warriors,119,Box Score,,"19,596",Oracle Arena,
83,"Fri, Nov 6, 2015",10:30p,Houston Rockets,116,Sacramento Kings,110,Box Score,,"16,983",Sleep Train Arena,
84,"Sat, Nov 7, 2015",6:00p,Minnesota Timberwolves,102,Chicago Bulls,93,Box Score,OT,"21,988",United Center,
85,"Sat, Nov 7, 2015",7:00p,Orlando Magic,105,Philadelphia 76ers,97,Box Score,,"15,207",Wells Fargo Center,
86,"Sat, Nov 7, 2015",7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,"18,047",Philips Arena,
87,"Sat, Nov 7, 2015",8:30p,New Orleans Pelicans,98,Dallas Mavericks,107,Box Score,,"20,454",American Airlines Center,
88,"Sat, Nov 7, 2015",8:30p,Brooklyn Nets,86,Milwaukee Bucks,94,Box Score,,"15,228",BMO Harris Bradley Center,
89,"Sat, Nov 7, 2015",8:30p,Charlotte Hornets,94,San Antonio Spurs,114,Box Score,,"18,418",AT&T Center,
90,"Sat, Nov 7, 2015",9:00p,Memphis Grizzlies,79,Utah Jazz,89,Box Score,,"19,456",Vivint Smart Home Arena,
91,"Sat, Nov 7, 2015",10:00p,Golden State Warriors,103,Sacramento Kings,94,Box Score,,"17,317",Sleep Train Arena,
92,"Sat, Nov 7, 2015",10:30p,Houston Rockets,109,Los Angeles Clippers,105,Box Score,,"19,361",STAPLES Center,
93,"Sun, Nov 8, 2015",3:30p,Indiana Pacers,97,Cleveland Cavaliers,101,Box Score,,"20,562",Quicken Loans Arena,
94,"Sun, Nov 8, 2015",3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,"19,812",Madison Square Garden (IV),
95,"Sun, Nov 8, 2015",6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,"19,600",AmericanAirlines Arena,
96,"Sun, Nov 8, 2015",7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,"18,203",Chesapeake Energy Arena,
97,"Sun, Nov 8, 2015",9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,"19,393",Moda Center,
98,"Mon, Nov 9, 2015",7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,"13,104",Bankers Life Fieldhouse,
99,"Mon, Nov 9, 2015",7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,"13,879",Wells Fargo Center,
100,"Mon, Nov 9, 2015",8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,"12,016",Philips Arena,
101,"Mon, Nov 9, 2015",9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,"9,153",Pepsi Center,
102,"Mon, Nov 9, 2015",10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,"17,317",Sleep Train Arena,
103,"Mon, Nov 9, 2015",10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,"19,596",Oracle Arena,
104,"Mon, Nov 9, 2015",10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,"19,060",STAPLES Center,
105,"Tue, Nov 10, 2015",7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,"20,562",Quicken Loans Arena,
106,"Tue, Nov 10, 2015",7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,"20,356",Verizon Center,
107,"Tue, Nov 10, 2015",7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,"19,825",AmericanAirlines Arena,
108,"Tue, Nov 10, 2015",7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,"19,800",Air Canada Centre,
109,"Tue, Nov 10, 2015",8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,"11,822",BMO Harris Bradley Center,
110,"Tue, Nov 10, 2015",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,"14,722",Target Center,
111,"Tue, Nov 10, 2015",8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,"17,128",Smoothie King Center,
112,"Wed, Nov 11, 2015",7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,"16,643",Time Warner Cable Arena,
113,"Wed, Nov 11, 2015",7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,"18,846",Amway Center,
114,"Wed, Nov 11, 2015",7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,"12,744",Wells Fargo Center,
115,"Wed, Nov 11, 2015",7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,"17,879",TD Garden,
116,"Wed, Nov 11, 2015",8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,"15,597",Philips Arena,
117,"Wed, Nov 11, 2015",8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,"19,805",American Airlines Center,
118,"Wed, Nov 11, 2015",8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,"18,155",Toyota Center,
119,"Wed, Nov 11, 2015",8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,"18,119",FedEx Forum,
120,"Wed, Nov 11, 2015",9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,"9,403",Pepsi Center,
121,"Wed, Nov 11, 2015",10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,"17,317",Sleep Train Arena,
122,"Wed, Nov 11, 2015",10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,"19,393",Moda Center,
123,"Thu, Nov 12, 2015",7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,"19,600",AmericanAirlines Arena,
124,"Thu, Nov 12, 2015",8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,"16,130",Target Center,
125,"Thu, Nov 12, 2015",10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,"17,204",Talking Stick Resort Arena,
126,"Fri, Nov 13, 2015",7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,"16,797",Bankers Life Fieldhouse,
127,"Fri, Nov 13, 2015",7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,"16,709",Amway Center,
128,"Fri, Nov 13, 2015",7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,"17,138",TD Garden,
129,"Fri, Nov 13, 2015",7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,"19,812",Madison Square Garden (IV),
130,"Fri, Nov 13, 2015",7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,"19,800",Air Canada Centre,
131,"Fri, Nov 13, 2015",8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,"21,749",United Center,
132,"Fri, Nov 13, 2015",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,"16,919",FedEx Forum,
133,"Fri, Nov 13, 2015",8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,"18,203",Chesapeake Energy Arena,
134,"Fri, Nov 13, 2015",8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,"20,260",American Airlines Center,
135,"Fri, Nov 13, 2015",9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,"16,113",Pepsi Center,
136,"Fri, Nov 13, 2015",10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,"17,131",Sleep Train Arena,
137,"Sat, Nov 14, 2015",3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,"19,060",STAPLES Center,
138,"Sat, Nov 14, 2015",7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,"18,311",Verizon Center,
139,"Sat, Nov 14, 2015",8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,"18,231",Toyota Center,
140,"Sat, Nov 14, 2015",8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,"18,717",BMO Harris Bradley Center,
141,"Sat, Nov 14, 2015",8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,"18,418",AT&T Center,
142,"Sat, Nov 14, 2015",9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,"16,722",Talking Stick Resort Arena,
143,"Sat, Nov 14, 2015",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,"19,596",Oracle Arena,
144,"Sun, Nov 15, 2015",12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,"19,812",Madison Square Garden (IV),
145,"Sun, Nov 15, 2015",3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"12,086",Target Center,
146,"Sun, Nov 15, 2015",5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,"15,317",Time Warner Cable Arena,
147,"Sun, Nov 15, 2015",6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,"14,436",Philips Arena,
148,"Sun, Nov 15, 2015",7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,"18,203",Chesapeake Energy Arena,
149,"Sun, Nov 15, 2015",9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,"17,006",Sleep Train Arena,
150,"Sun, Nov 15, 2015",9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,"18,997",STAPLES Center,
151,"Mon, Nov 16, 2015",7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,"11,555",Wells Fargo Center,
152,"Mon, Nov 16, 2015",8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,"21,660",United Center,
153,"Mon, Nov 16, 2015",8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,"17,005",Toyota Center,
154,"Mon, Nov 16, 2015",8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,"17,270",FedEx Forum,
155,"Mon, Nov 16, 2015",8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,"18,418",AT&T Center,
156,"Mon, Nov 16, 2015",9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,"18,055",Talking Stick Resort Arena,
157,"Tue, Nov 17, 2015",7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,"15,485",Verizon Center,
158,"Tue, Nov 17, 2015",7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,"12,241",Barclays Center,
159,"Tue, Nov 17, 2015",7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,"18,442",The Palace of Auburn Hills,
160,"Tue, Nov 17, 2015",7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,"19,600",AmericanAirlines Arena,
161,"Tue, Nov 17, 2015",7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,"19,812",Madison Square Garden (IV),
162,"Tue, Nov 17, 2015",8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,"17,269",Smoothie King Center,
163,"Tue, Nov 17, 2015",10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,"19,596",Oracle Arena,
164,"Wed, Nov 18, 2015",7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,"14,040",Time Warner Cable Arena,
165,"Wed, Nov 18, 2015",7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,"16,048",Amway Center,
166,"Wed, Nov 18, 2015",7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,"11,080",Wells Fargo Center,
167,"Wed, Nov 18, 2015",7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,"17,262",TD Garden,
168,"Wed, Nov 18, 2015",8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,"13,008",Philips Arena,
169,"Wed, Nov 18, 2015",8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,"17,107",Toyota Center,
170,"Wed, Nov 18, 2015",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,"18,203",Chesapeake Energy Arena,
171,"Wed, Nov 18, 2015",8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,"18,418",AT&T Center,
172,"Wed, Nov 18, 2015",9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,"18,741",Vivint Smart Home Arena,
173,"Wed, Nov 18, 2015",10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,"17,377",Talking Stick Resort Arena,
174,"Thu, Nov 19, 2015",7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,"19,600",AmericanAirlines Arena,
175,"Thu, Nov 19, 2015",8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,"20,562",Quicken Loans Arena,
176,"Thu, Nov 19, 2015",10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,"19,528",STAPLES Center,
177,"Fri, Nov 20, 2015",7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,"17,926",Time Warner Cable Arena,
178,"Fri, Nov 20, 2015",7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,"18,361",TD Garden,
179,"Fri, Nov 20, 2015",8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,"17,555",FedEx Forum,
180,"Fri, Nov 20, 2015",8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,"13,445",Target Center,
181,"Fri, Nov 20, 2015",8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,"16,698",Smoothie King Center,
182,"Fri, Nov 20, 2015",8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,"18,203",Chesapeake Energy Arena,
183,"Fri, Nov 20, 2015",8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,"20,028",American Airlines Center,
184,"Fri, Nov 20, 2015",9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,"12,264",Pepsi Center,
185,"Fri, Nov 20, 2015",10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,"19,393",Moda Center,
186,"Fri, Nov 20, 2015",10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,"19,596",Oracle Arena,
187,"Fri, Nov 20, 2015",10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,"18,997",STAPLES Center,
188,"Sat, Nov 21, 2015",5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,"16,104",Amway Center,
189,"Sat, Nov 21, 2015",7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,"17,137",Bankers Life Fieldhouse,
190,"Sat, Nov 21, 2015",7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,"20,562",Quicken Loans Arena,
191,"Sat, Nov 21, 2015",7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,"15,890",The Palace of Auburn Hills,
192,"Sat, Nov 21, 2015",8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,"18,226",Toyota Center,
193,"Sat, Nov 21, 2015",8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,"19,673",AmericanAirlines Arena,
194,"Sat, Nov 21, 2015",8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,"18,418",AT&T Center,
195,"Sun, Nov 22, 2015",3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,"19,060",STAPLES Center,
196,"Sun, Nov 22, 2015",6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,"14,866",Barclays Center,
197,"Sun, Nov 22, 2015",6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,"16,680",Smoothie King Center,
198,"Sun, Nov 22, 2015",7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,"18,203",Chesapeake Energy Arena,
199,"Sun, Nov 22, 2015",8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,"17,689",Pepsi Center,
200,"Sun, Nov 22, 2015",9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,"18,997",STAPLES Center,
201,"Mon, Nov 23, 2015",7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,OT,"14,163",Time Warner Cable Arena,
202,"Mon, Nov 23, 2015",7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,"20,562",Quicken Loans Arena,
203,"Mon, Nov 23, 2015",7:30p,New York Knicks,78,Miami Heat,95,Box Score,,"19,777",AmericanAirlines Arena,
204,"Mon, Nov 23, 2015",8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,"12,319",BMO Harris Bradley Center,
205,"Mon, Nov 23, 2015",8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,"11,382",Target Center,
206,"Mon, Nov 23, 2015",8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,"18,418",AT&T Center,
207,"Mon, Nov 23, 2015",9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,"19,911",Vivint Smart Home Arena,
