Date,Start_time,Visitor,PTS (V),Home,PTS (H),OT,Attendance,Arena,Week_Day
2010/12/31,8:00p,Atlanta Hawks,94.0,Oklahoma City Thunder,103.0,,"18,203",Chesapeake Energy Arena,Friday
2010/12/31,9:00p,Detroit Pistons,75.0,Phoenix Suns,92.0,,"17,637",US Airways Center,Friday
2010/12/31,10:30p,Philadelphia 76ers,98.0,Los Angeles Lakers,102.0,,"18,997",STAPLES Center,Friday
2011/01/01,7:00p,Cleveland Cavaliers,91.0,Chicago Bulls,100.0,,"21,416",United Center,Saturday
2011/01/01,7:00p,New Orleans Hornets,92.0,Washington Wizards,81.0,,"16,026",Verizon Center,Saturday
2011/01/01,7:30p,Golden State Warriors,107.0,Miami Heat,114.0,,"20,254",AmericanAirlines Arena,Saturday
2011/01/01,8:00p,New Jersey Nets,88.0,Minnesota Timberwolves,103.0,,"12,665",Target Center,Saturday
2011/01/01,8:30p,Oklahoma City Thunder,74.0,San Antonio Spurs,101.0,,"18,581",AT&T Center,Saturday
2011/01/01,9:00p,Sacramento Kings,86.0,Denver Nuggets,104.0,,"17,466",Pepsi Center,Saturday
2011/01/01,9:00p,Dallas Mavericks,87.0,Milwaukee Bucks,99.0,,"13,194",Bradley Center,Saturday
2011/01/01,9:00p,Memphis Grizzlies,92.0,Utah Jazz,98.0,,"19,732",EnergySolutions Arena,Saturday
2011/01/02,1:00p,Indiana Pacers,92.0,New York Knicks,98.0,,"19,763",Madison Square Garden (IV),Sunday
2011/01/02,3:30p,Atlanta Hawks,107.0,Los Angeles Clippers,98.0,,"16,750",STAPLES Center,Sunday
2011/01/02,6:00p,Boston Celtics,93.0,Toronto Raptors,79.0,,"19,986",Air Canada Centre,Sunday
2011/01/02,7:00p,Dallas Mavericks,104.0,Cleveland Cavaliers,95.0,,"20,562",Quicken Loans Arena,Sunday
2011/01/02,9:00p,Houston Rockets,85.0,Portland Trail Blazers,100.0,,"20,416",Rose Garden Arena,Sunday
2011/01/02,9:00p,Phoenix Suns,89.0,Sacramento Kings,94.0,,"12,500",Power Balance Pavilion,Sunday
2011/01/02,9:30p,Memphis Grizzlies,104.0,Los Angeles Lakers,85.0,,"18,997",STAPLES Center,Sunday
2011/01/03,7:00p,Miami Heat,96.0,Charlotte Bobcats,82.0,,"19,233",Time Warner Cable Arena,Monday
2011/01/03,7:00p,Golden State Warriors,90.0,Orlando Magic,110.0,,"18,846",Amway Center,Monday
2011/01/03,7:30p,Minnesota Timberwolves,93.0,Boston Celtics,96.0,,"18,624",TD Garden,Monday
2011/01/03,8:00p,Philadelphia 76ers,77.0,New Orleans Hornets,84.0,,"13,433",New Orleans Arena,Monday
2011/01/03,9:00p,Houston Rockets,106.0,Denver Nuggets,113.0,,"17,136",Pepsi Center,Monday
2011/01/03,9:00p,Detroit Pistons,97.0,Utah Jazz,102.0,,"19,911",EnergySolutions Arena,Monday
2011/01/04,7:30p,Milwaukee Bucks,89.0,Miami Heat,101.0,,"20,215",AmericanAirlines Arena,Tuesday
2011/01/04,7:30p,San Antonio Spurs,115.0,New York Knicks,128.0,,"19,763",Madison Square Garden (IV),Tuesday
2011/01/04,8:00p,Toronto Raptors,91.0,Chicago Bulls,111.0,,"21,290",United Center,Tuesday
2011/01/04,8:00p,Oklahoma City Thunder,105.0,Memphis Grizzlies,110.0,,"12,765",FedEx Forum,Tuesday
2011/01/04,8:30p,Portland Trail Blazers,81.0,Dallas Mavericks,84.0,,"19,514",American Airlines Center,Tuesday
2011/01/04,10:00p,Atlanta Hawks,108.0,Sacramento Kings,102.0,,"11,472",Power Balance Pavilion,Tuesday
2011/01/04,10:30p,Detroit Pistons,83.0,Los Angeles Lakers,108.0,,"18,997",STAPLES Center,Tuesday
2011/01/05,7:00p,Toronto Raptors,120.0,Cleveland Cavaliers,105.0,,"20,562",Quicken Loans Arena,Wednesday
2011/01/05,7:00p,Chicago Bulls,94.0,New Jersey Nets,96.0,,"15,025",Prudential Center,Wednesday
2011/01/05,7:00p,Milwaukee Bucks,87.0,Orlando Magic,97.0,,"18,846",Amway Center,Wednesday
2011/01/05,7:00p,Washington Wizards,97.0,Philadelphia 76ers,109.0,,"12,434",Wells Fargo Center,Wednesday
2011/01/05,7:30p,San Antonio Spurs,103.0,Boston Celtics,105.0,,"18,624",TD Garden,Wednesday
2011/01/05,8:00p,Charlotte Bobcats,108.0,Minnesota Timberwolves,105.0,OT,"14,881",Target Center,Wednesday
2011/01/05,8:00p,Golden State Warriors,110.0,New Orleans Hornets,103.0,,"13,532",New Orleans Arena,Wednesday
2011/01/05,8:30p,Portland Trail Blazers,103.0,Houston Rockets,100.0,,"14,125",Toyota Center,Wednesday
2011/01/05,9:00p,Atlanta Hawks,110.0,Utah Jazz,87.0,,"19,911",EnergySolutions Arena,Wednesday
2011/01/05,10:30p,Denver Nuggets,93.0,Los Angeles Clippers,106.0,,"17,540",STAPLES Center,Wednesday
2011/01/05,10:30p,Los Angeles Lakers,99.0,Phoenix Suns,95.0,,"18,105",US Airways Center,Wednesday
2011/01/06,8:00p,Oklahoma City Thunder,99.0,Dallas Mavericks,95.0,,"20,282",American Airlines Center,Thursday
2011/01/06,10:30p,Denver Nuggets,102.0,Sacramento Kings,122.0,,"13,184",Power Balance Pavilion,Thursday
2011/01/07,7:00p,San Antonio Spurs,90.0,Indiana Pacers,87.0,,"14,157",Conseco Fieldhouse,Friday
2011/01/07,7:00p,Chicago Bulls,99.0,Philadelphia 76ers,105.0,,"15,303",Wells Fargo Center,Friday
2011/01/07,7:00p,New Jersey Nets,77.0,Washington Wizards,97.0,,"16,017",Verizon Center,Friday
2011/01/07,7:30p,Toronto Raptors,102.0,Boston Celtics,122.0,,"18,624",TD Garden,Friday
2011/01/07,8:00p,Utah Jazz,99.0,Memphis Grizzlies,110.0,,"14,781",FedEx Forum,Friday
2011/01/07,8:00p,Portland Trail Blazers,108.0,Minnesota Timberwolves,98.0,,"12,213",Target Center,Friday
2011/01/07,8:00p,Houston Rockets,95.0,Orlando Magic,110.0,,"19,107",Amway Center,Friday
2011/01/07,8:30p,Miami Heat,101.0,Milwaukee Bucks,95.0,OT,"18,717",Bradley Center,Friday
2011/01/07,10:30p,Cleveland Cavaliers,98.0,Golden State Warriors,116.0,,"18,858",Oracle Arena,Friday
2011/01/07,10:30p,New Orleans Hornets,97.0,Los Angeles Lakers,101.0,,"18,997",STAPLES Center,Friday
2011/01/07,10:30p,New York Knicks,121.0,Phoenix Suns,96.0,,"17,621",US Airways Center,Friday
2011/01/08,7:00p,Indiana Pacers,93.0,Atlanta Hawks,108.0,,"13,547",Philips Arena,Saturday
2011/01/08,7:00p,Washington Wizards,89.0,Charlotte Bobcats,104.0,,"16,038",Time Warner Cable Arena,Saturday
2011/01/08,7:00p,Milwaukee Bucks,115.0,New Jersey Nets,92.0,,"12,898",Prudential Center,Saturday
2011/01/08,7:30p,Philadelphia 76ers,109.0,Detroit Pistons,112.0,OT,"20,038",The Palace of Auburn Hills,Saturday
2011/01/08,8:00p,Boston Celtics,79.0,Chicago Bulls,90.0,,"22,663",United Center,Saturday
2011/01/08,8:00p,Memphis Grizzlies,100.0,Oklahoma City Thunder,109.0,,"18,203",Chesapeake Energy Arena,Saturday
2011/01/08,8:30p,Orlando Magic,117.0,Dallas Mavericks,107.0,,"20,178",American Airlines Center,Saturday
2011/01/08,8:30p,Utah Jazz,103.0,Houston Rockets,99.0,OT,"16,113",Toyota Center,Saturday
2011/01/09,1:00p,Sacramento Kings,112.0,Toronto Raptors,118.0,,"17,206",Air Canada Centre,Sunday
2011/01/09,3:30p,Golden State Warriors,91.0,Los Angeles Clippers,105.0,,"17,696",STAPLES Center,Sunday
2011/01/09,7:00p,Minnesota Timberwolves,91.0,San Antonio Spurs,94.0,,"18,581",AT&T Center,Sunday
2011/01/09,8:00p,Cleveland Cavaliers,100.0,Phoenix Suns,108.0,,"17,031",US Airways Center,Sunday
2011/01/09,9:00p,New Orleans Hornets,96.0,Denver Nuggets,87.0,,"16,283",Pepsi Center,Sunday
2011/01/09,9:00p,Miami Heat,107.0,Portland Trail Blazers,100.0,OT,"20,636",Rose Garden Arena,Sunday
2011/01/09,9:30p,New York Knicks,87.0,Los Angeles Lakers,109.0,,"18,997",STAPLES Center,Sunday
2011/01/10,7:00p,Memphis Grizzlies,82.0,Charlotte Bobcats,96.0,,"10,188",Time Warner Cable Arena,Monday
2011/01/10,7:30p,Houston Rockets,108.0,Boston Celtics,102.0,,"18,624",TD Garden,Monday
2011/01/10,8:00p,Detroit Pistons,82.0,Chicago Bulls,95.0,,"21,407",United Center,Monday
2011/01/11,7:00p,Indiana Pacers,111.0,Philadelphia 76ers,103.0,,"10,890",Wells Fargo Center,Tuesday
2011/01/11,7:00p,Sacramento Kings,133.0,Washington Wizards,136.0,OT,"16,226",Verizon Center,Tuesday
2011/01/11,8:00p,San Antonio Spurs,107.0,Minnesota Timberwolves,96.0,,"11,209",Target Center,Tuesday
2011/01/11,9:00p,Phoenix Suns,98.0,Denver Nuggets,132.0,,"14,874",Pepsi Center,Tuesday
2011/01/11,10:00p,New York Knicks,100.0,Portland Trail Blazers,86.0,,"20,604",Rose Garden Arena,Tuesday
2011/01/11,10:30p,Cleveland Cavaliers,57.0,Los Angeles Lakers,112.0,,"18,997",STAPLES Center,Tuesday
2011/01/12,7:00p,Chicago Bulls,91.0,Charlotte Bobcats,96.0,,"12,468",Time Warner Cable Arena,Wednesday
2011/01/12,7:00p,Dallas Mavericks,89.0,Indiana Pacers,102.0,,"11,204",Conseco Fieldhouse,Wednesday
2011/01/12,7:00p,Atlanta Hawks,104.0,Toronto Raptors,101.0,,"14,186",Air Canada Centre,Wednesday
2011/01/12,7:30p,Sacramento Kings,95.0,Boston Celtics,119.0,,"18,624",TD Garden,Wednesday
2011/01/12,7:30p,Memphis Grizzlies,107.0,Detroit Pistons,99.0,,"13,068",The Palace of Auburn Hills,Wednesday
2011/01/12,8:00p,San Antonio Spurs,91.0,Milwaukee Bucks,84.0,,"14,061",Bradley Center,Wednesday
2011/01/12,8:00p,Orlando Magic,89.0,New Orleans Hornets,92.0,OT,"13,688",New Orleans Arena,Wednesday
2011/01/12,8:30p,Oklahoma City Thunder,118.0,Houston Rockets,112.0,,"16,158",Toyota Center,Wednesday
2011/01/12,9:00p,New Jersey Nets,109.0,Phoenix Suns,118.0,OT,"16,334",US Airways Center,Wednesday
2011/01/12,9:00p,New York Knicks,125.0,Utah Jazz,131.0,,"19,911",EnergySolutions Arena,Wednesday
2011/01/12,10:30p,Los Angeles Lakers,115.0,Golden State Warriors,110.0,,"19,596",Oracle Arena,Wednesday
2011/01/12,10:30p,Miami Heat,105.0,Los Angeles Clippers,111.0,,"19,803",STAPLES Center,Wednesday
2011/01/13,8:00p,Washington Wizards,97.0,Minnesota Timberwolves,109.0,,"11,437",Target Center,Thursday
2011/01/13,8:00p,Orlando Magic,124.0,Oklahoma City Thunder,125.0,,"18,203",Chesapeake Energy Arena,Thursday
2011/01/13,10:30p,Miami Heat,102.0,Denver Nuggets,130.0,,"19,155",Pepsi Center,Thursday
2011/01/14,7:00p,Chicago Bulls,99.0,Indiana Pacers,86.0,,"18,165",Conseco Fieldhouse,Friday
2011/01/14,7:00p,Milwaukee Bucks,94.0,Philadelphia 76ers,95.0,,"12,650",Wells Fargo Center,Friday
2011/01/14,7:00p,Detroit Pistons,101.0,Toronto Raptors,95.0,,"16,924",Air Canada Centre,Friday
2011/01/14,7:30p,Charlotte Bobcats,94.0,Boston Celtics,99.0,,"18,624",TD Garden,Friday
2011/01/14,7:30p,Sacramento Kings,93.0,New York Knicks,83.0,,"19,763",Madison Square Garden (IV),Friday
2011/01/14,8:00p,Dallas Mavericks,89.0,San Antonio Spurs,101.0,,"18,581",AT&T Center,Friday
2011/01/14,8:30p,New Orleans Hornets,110.0,Houston Rockets,105.0,OT,"13,616",Toyota Center,Friday
2011/01/14,9:00p,Cleveland Cavaliers,99.0,Utah Jazz,121.0,,"19,911",EnergySolutions Arena,Friday
2011/01/14,10:30p,Los Angeles Clippers,112.0,Golden State Warriors,122.0,,"19,273",Oracle Arena,Friday
2011/01/14,10:30p,New Jersey Nets,88.0,Los Angeles Lakers,100.0,,"18,997",STAPLES Center,Friday
2011/01/14,10:30p,Portland Trail Blazers,111.0,Phoenix Suns,115.0,,"17,412",US Airways Center,Friday
2011/01/15,7:00p,Houston Rockets,112.0,Atlanta Hawks,106.0,,"13,420",Philips Arena,Saturday
2011/01/15,7:00p,New Orleans Hornets,88.0,Charlotte Bobcats,81.0,,"17,486",Time Warner Cable Arena,Saturday
2011/01/15,7:00p,Toronto Raptors,95.0,Washington Wizards,98.0,,"14,652",Verizon Center,Saturday
2011/01/15,7:30p,Sacramento Kings,106.0,Detroit Pistons,110.0,,"18,784",The Palace of Auburn Hills,Saturday
2011/01/15,8:00p,Miami Heat,96.0,Chicago Bulls,99.0,,"23,017",United Center,Saturday
2011/01/15,8:00p,Dallas Mavericks,70.0,Memphis Grizzlies,89.0,,"15,812",FedEx Forum,Saturday
2011/01/15,8:00p,Orlando Magic,108.0,Minnesota Timberwolves,99.0,,"17,391",Target Center,Saturday
2011/01/15,9:00p,Cleveland Cavaliers,99.0,Denver Nuggets,127.0,,"17,668",Pepsi Center,Saturday
2011/01/15,10:00p,New Jersey Nets,89.0,Portland Trail Blazers,96.0,,"20,441",Rose Garden Arena,Saturday
2011/01/16,3:30p,Los Angeles Lakers,92.0,Los Angeles Clippers,99.0,,"19,905",STAPLES Center,Sunday
2011/01/16,9:00p,Denver Nuggets,97.0,San Antonio Spurs,110.0,,"18,581",AT&T Center,Sunday
2011/01/17,1:00p,Chicago Bulls,96.0,Memphis Grizzlies,84.0,,"18,119",FedEx Forum,Monday
2011/01/17,1:00p,Phoenix Suns,129.0,New York Knicks,121.0,,"19,763",Madison Square Garden (IV),Monday
2011/01/17,1:00p,Utah Jazz,101.0,Washington Wizards,108.0,,"14,925",Verizon Center,Monday
2011/01/17,2:00p,Charlotte Bobcats,92.0,Philadelphia 76ers,96.0,OT,"13,508",Wells Fargo Center,Monday
2011/01/17,3:00p,Milwaukee Bucks,84.0,Houston Rockets,93.0,,"16,186",Toyota Center,Monday
2011/01/17,3:00p,Toronto Raptors,81.0,New Orleans Hornets,85.0,,"15,155",New Orleans Arena,Monday
2011/01/17,3:30p,Dallas Mavericks,89.0,Detroit Pistons,103.0,,"12,660",The Palace of Auburn Hills,Monday
2011/01/17,3:30p,Indiana Pacers,107.0,Los Angeles Clippers,114.0,,"15,863",STAPLES Center,Monday
2011/01/17,4:00p,Sacramento Kings,98.0,Atlanta Hawks,100.0,,"14,820",Philips Arena,Monday
2011/01/17,4:00p,New Jersey Nets,100.0,Golden State Warriors,109.0,,"18,563",Oracle Arena,Monday
2011/01/17,8:00p,Orlando Magic,106.0,Boston Celtics,109.0,,"18,624",TD Garden,Monday
2011/01/17,10:00p,Minnesota Timberwolves,102.0,Portland Trail Blazers,113.0,,"20,239",Rose Garden Arena,Monday
2011/01/17,10:30p,Oklahoma City Thunder,94.0,Los Angeles Lakers,101.0,,"18,997",STAPLES Center,Monday
2011/01/18,7:30p,Atlanta Hawks,93.0,Miami Heat,89.0,OT,"19,600",AmericanAirlines Arena,Tuesday
2011/01/18,8:00p,Charlotte Bobcats,83.0,Chicago Bulls,82.0,,"21,263",United Center,Tuesday
2011/01/19,7:00p,Phoenix Suns,106.0,Cleveland Cavaliers,98.0,,"20,562",Quicken Loans Arena,Wednesday
2011/01/19,7:00p,Utah Jazz,95.0,New Jersey Nets,103.0,,"13,251",Prudential Center,Wednesday
2011/01/19,7:00p,Philadelphia 76ers,98.0,Orlando Magic,99.0,OT,"18,846",Amway Center,Wednesday
2011/01/19,7:30p,Detroit Pistons,82.0,Boston Celtics,86.0,,"18,624",TD Garden,Wednesday
2011/01/19,8:00p,Washington Wizards,87.0,Milwaukee Bucks,100.0,,"14,007",Bradley Center,Wednesday
2011/01/19,8:00p,Memphis Grizzlies,102.0,New Orleans Hornets,103.0,OT,"15,951",New Orleans Arena,Wednesday
2011/01/19,8:30p,New York Knicks,89.0,Houston Rockets,104.0,,"15,903",Toyota Center,Wednesday
2011/01/19,8:30p,Toronto Raptors,95.0,San Antonio Spurs,104.0,,"18,581",AT&T Center,Wednesday
2011/01/19,9:00p,Los Angeles Lakers,100.0,Dallas Mavericks,109.0,,"20,365",American Airlines Center,Wednesday
2011/01/19,9:00p,Oklahoma City Thunder,107.0,Denver Nuggets,112.0,,"16,872",Pepsi Center,Wednesday
2011/01/19,10:00p,Portland Trail Blazers,94.0,Sacramento Kings,90.0,OT,"12,722",Power Balance Pavilion,Wednesday
2011/01/19,10:30p,Indiana Pacers,108.0,Golden State Warriors,110.0,,"18,185",Oracle Arena,Wednesday
2011/01/19,10:30p,Minnesota Timberwolves,111.0,Los Angeles Clippers,126.0,,"17,793",STAPLES Center,Wednesday
2011/01/20,7:00p,Philadelphia 76ers,97.0,Charlotte Bobcats,100.0,,"14,326",Time Warner Cable Arena,Thursday
2011/01/20,8:00p,Dallas Mavericks,77.0,Chicago Bulls,82.0,,"21,397",United Center,Thursday
2011/01/20,10:30p,Los Angeles Clippers,93.0,Portland Trail Blazers,108.0,,"20,630",Rose Garden Arena,Thursday
2011/01/21,7:00p,Detroit Pistons,74.0,New Jersey Nets,89.0,,"13,316",Prudential Center,Friday
2011/01/21,7:00p,Toronto Raptors,72.0,Orlando Magic,112.0,,"19,047",Amway Center,Friday
2011/01/21,7:00p,Phoenix Suns,109.0,Washington Wizards,91.0,,"15,716",Verizon Center,Friday
2011/01/21,7:30p,New Orleans Hornets,100.0,Atlanta Hawks,59.0,,"14,875",Philips Arena,Friday
2011/01/21,7:30p,Utah Jazz,86.0,Boston Celtics,110.0,,"18,624",TD Garden,Friday
2011/01/21,7:30p,Milwaukee Bucks,102.0,Cleveland Cavaliers,88.0,,"20,562",Quicken Loans Arena,Friday
2011/01/21,8:00p,Houston Rockets,110.0,Memphis Grizzlies,115.0,,"13,458",FedEx Forum,Friday
2011/01/21,8:00p,New York Knicks,92.0,San Antonio Spurs,101.0,,"18,581",AT&T Center,Friday
2011/01/21,10:30p,Los Angeles Lakers,107.0,Denver Nuggets,97.0,,"19,155",Pepsi Center,Friday
2011/01/21,10:30p,Sacramento Kings,112.0,Golden State Warriors,119.0,OT,"18,428",Oracle Arena,Friday
2011/01/22,7:00p,Atlanta Hawks,103.0,Charlotte Bobcats,87.0,,"17,286",Time Warner Cable Arena,Saturday
2011/01/22,7:00p,Dallas Mavericks,87.0,New Jersey Nets,86.0,,"14,051",Prudential Center,Saturday
2011/01/22,7:00p,Boston Celtics,83.0,Washington Wizards,85.0,,"20,278",Verizon Center,Saturday
2011/01/22,7:30p,Phoenix Suns,74.0,Detroit Pistons,75.0,,"21,326",The Palace of Auburn Hills,Saturday
2011/01/22,7:30p,Toronto Raptors,103.0,Miami Heat,120.0,,"20,025",AmericanAirlines Arena,Saturday
2011/01/22,7:30p,Utah Jazz,85.0,Philadelphia 76ers,96.0,,"14,036",Wells Fargo Center,Saturday
2011/01/22,8:00p,Cleveland Cavaliers,79.0,Chicago Bulls,92.0,,"21,389",United Center,Saturday
2011/01/22,8:00p,San Antonio Spurs,72.0,New Orleans Hornets,96.0,,"18,023",New Orleans Arena,Saturday
2011/01/22,8:00p,New York Knicks,98.0,Oklahoma City Thunder,101.0,,"18,203",Chesapeake Energy Arena,Saturday
2011/01/22,8:30p,Orlando Magic,118.0,Houston Rockets,104.0,,"18,052",Toyota Center,Saturday
2011/01/22,8:30p,Memphis Grizzlies,94.0,Milwaukee Bucks,81.0,,"16,157",Bradley Center,Saturday
2011/01/22,10:00p,Indiana Pacers,92.0,Portland Trail Blazers,97.0,,"20,563",Rose Garden Arena,Saturday
2011/01/22,10:30p,Golden State Warriors,109.0,Los Angeles Clippers,113.0,,"19,373",STAPLES Center,Saturday
2011/01/23,8:00p,Indiana Pacers,107.0,Denver Nuggets,121.0,,"17,047",Pepsi Center,Sunday
2011/01/24,7:00p,Cleveland Cavaliers,101.0,New Jersey Nets,103.0,,"10,197",Prudential Center,Monday
2011/01/24,7:00p,Detroit Pistons,103.0,Orlando Magic,96.0,,"19,098",Amway Center,Monday
2011/01/24,7:00p,Phoenix Suns,95.0,Philadelphia 76ers,105.0,,"14,881",Wells Fargo Center,Monday
2011/01/24,7:00p,Memphis Grizzlies,100.0,Toronto Raptors,98.0,,"14,127",Air Canada Centre,Monday
2011/01/24,7:30p,Washington Wizards,106.0,New York Knicks,115.0,,"19,763",Madison Square Garden (IV),Monday
2011/01/24,8:00p,Milwaukee Bucks,83.0,Chicago Bulls,92.0,,"21,126",United Center,Monday
2011/01/24,8:00p,Houston Rockets,129.0,Minnesota Timberwolves,125.0,,"11,983",Target Center,Monday
2011/01/24,8:00p,Oklahoma City Thunder,89.0,New Orleans Hornets,91.0,,"17,233",New Orleans Arena,Monday
2011/01/24,10:00p,Sacramento Kings,96.0,Portland Trail Blazers,81.0,,"20,488",Rose Garden Arena,Monday
2011/01/24,10:30p,San Antonio Spurs,113.0,Golden State Warriors,102.0,,"18,523",Oracle Arena,Monday
2011/01/25,7:00p,Denver Nuggets,120.0,Washington Wizards,109.0,,"16,121",Verizon Center,Tuesday
2011/01/25,7:30p,Cleveland Cavaliers,95.0,Boston Celtics,112.0,,"18,624",TD Garden,Tuesday
2011/01/25,8:30p,Los Angeles Clippers,105.0,Dallas Mavericks,112.0,,"20,335",American Airlines Center,Tuesday
2011/01/25,10:00p,Charlotte Bobcats,94.0,Sacramento Kings,89.0,,"13,984",Power Balance Pavilion,Tuesday
2011/01/25,10:30p,Utah Jazz,91.0,Los Angeles Lakers,120.0,,"18,997",STAPLES Center,Tuesday
2011/01/26,7:00p,Orlando Magic,111.0,Indiana Pacers,96.0,,"12,164",Conseco Fieldhouse,Wednesday
2011/01/26,7:00p,Memphis Grizzlies,88.0,New Jersey Nets,93.0,,"8,866",Prudential Center,Wednesday
2011/01/26,7:00p,Philadelphia 76ers,107.0,Toronto Raptors,94.0,,"14,552",Air Canada Centre,Wednesday
2011/01/26,7:30p,Denver Nuggets,109.0,Detroit Pistons,100.0,,"16,212",The Palace of Auburn Hills,Wednesday
2011/01/26,8:00p,Atlanta Hawks,90.0,Milwaukee Bucks,98.0,,"13,274",Bradley Center,Wednesday
2011/01/26,8:00p,Oklahoma City Thunder,118.0,Minnesota Timberwolves,117.0,OT,"14,979",Target Center,Wednesday
2011/01/26,8:30p,Los Angeles Clippers,83.0,Houston Rockets,96.0,,"18,147",Toyota Center,Wednesday
2011/01/26,9:00p,Charlotte Bobcats,114.0,Phoenix Suns,107.0,,"16,986",US Airways Center,Wednesday
2011/01/26,9:30p,San Antonio Spurs,112.0,Utah Jazz,105.0,,"19,911",EnergySolutions Arena,Wednesday
2011/01/26,10:30p,New Orleans Hornets,112.0,Golden State Warriors,103.0,,"18,108",Oracle Arena,Wednesday
2011/01/27,8:00p,Miami Heat,88.0,New York Knicks,93.0,,"19,763",Madison Square Garden (IV),Thursday
2011/01/27,8:30p,Houston Rockets,106.0,Dallas Mavericks,111.0,,"20,088",American Airlines Center,Thursday
2011/01/27,10:30p,Boston Celtics,88.0,Portland Trail Blazers,78.0,,"20,706",Rose Garden Arena,Thursday
2011/01/28,7:00p,New Jersey Nets,92.0,Indiana Pacers,124.0,,"11,337",Conseco Fieldhouse,Friday
2011/01/28,7:00p,Memphis Grizzlies,99.0,Philadelphia 76ers,94.0,,"14,289",Wells Fargo Center,Friday
2011/01/28,7:00p,Milwaukee Bucks,116.0,Toronto Raptors,110.0,OT,"15,159",Air Canada Centre,Friday
2011/01/28,7:30p,New York Knicks,102.0,Atlanta Hawks,111.0,,"19,069",Philips Arena,Friday
2011/01/28,7:30p,Denver Nuggets,117.0,Cleveland Cavaliers,103.0,,"19,642",Quicken Loans Arena,Friday
2011/01/28,7:30p,Detroit Pistons,87.0,Miami Heat,88.0,,"19,805",AmericanAirlines Arena,Friday
2011/01/28,8:00p,Orlando Magic,90.0,Chicago Bulls,99.0,,"21,676",United Center,Friday
2011/01/28,8:00p,Washington Wizards,117.0,Oklahoma City Thunder,124.0,2OT,"18,203",Chesapeake Energy Arena,Friday
2011/01/28,9:00p,Minnesota Timberwolves,100.0,Utah Jazz,108.0,,"19,911",EnergySolutions Arena,Friday
2011/01/28,10:30p,Charlotte Bobcats,121.0,Golden State Warriors,113.0,OT,"18,407",Oracle Arena,Friday
2011/01/28,10:30p,Sacramento Kings,100.0,Los Angeles Lakers,95.0,,"18,997",STAPLES Center,Friday
2011/01/28,10:30p,Boston Celtics,71.0,Phoenix Suns,88.0,,"18,422",US Airways Center,Friday
2011/01/29,8:00p,Indiana Pacers,89.0,Chicago Bulls,110.0,,"21,611",United Center,Saturday
2011/01/29,8:00p,Washington Wizards,93.0,Memphis Grizzlies,107.0,,"14,722",FedEx Forum,Saturday
2011/01/29,8:00p,Toronto Raptors,87.0,Minnesota Timberwolves,103.0,,"14,991",Target Center,Saturday
2011/01/29,8:30p,Atlanta Hawks,91.0,Dallas Mavericks,102.0,,"20,309",American Airlines Center,Saturday
2011/01/29,8:30p,New Jersey Nets,81.0,Milwaukee Bucks,91.0,,"17,173",Bradley Center,Saturday
2011/01/29,8:30p,Houston Rockets,95.0,San Antonio Spurs,108.0,,"18,581",AT&T Center,Saturday
2011/01/29,10:00p,New Orleans Hornets,96.0,Sacramento Kings,102.0,,"14,534",Power Balance Pavilion,Saturday
2011/01/29,10:30p,Charlotte Bobcats,88.0,Los Angeles Clippers,103.0,,"18,332",STAPLES Center,Saturday
2011/01/30,1:00p,Miami Heat,108.0,Oklahoma City Thunder,103.0,,"18,203",Chesapeake Energy Arena,Sunday
2011/01/30,3:30p,Boston Celtics,109.0,Los Angeles Lakers,96.0,,"18,997",STAPLES Center,Sunday
2011/01/30,6:00p,Cleveland Cavaliers,87.0,Orlando Magic,103.0,,"18,846",Amway Center,Sunday
2011/01/30,6:00p,Denver Nuggets,99.0,Philadelphia 76ers,110.0,,"15,612",Wells Fargo Center,Sunday
2011/01/30,7:30p,Detroit Pistons,106.0,New York Knicks,124.0,,"19,763",Madison Square Garden (IV),Sunday
2011/01/30,8:00p,New Orleans Hornets,102.0,Phoenix Suns,104.0,,"17,921",US Airways Center,Sunday
2011/01/30,10:00p,Utah Jazz,81.0,Golden State Warriors,96.0,,"18,187",Oracle Arena,Sunday
2011/01/31,7:00p,Toronto Raptors,93.0,Indiana Pacers,104.0,,"10,258",Conseco Fieldhouse,Monday
2011/01/31,7:00p,Denver Nuggets,99.0,New Jersey Nets,115.0,,"14,039",Prudential Center,Monday
2011/01/31,7:30p,Cleveland Cavaliers,90.0,Miami Heat,117.0,,"19,600",AmericanAirlines Arena,Monday
2011/01/31,8:00p,Orlando Magic,97.0,Memphis Grizzlies,100.0,,"13,513",FedEx Forum,Monday
2011/01/31,8:30p,Washington Wizards,92.0,Dallas Mavericks,102.0,,"19,724",American Airlines Center,Monday
2011/01/31,9:00p,Charlotte Bobcats,78.0,Utah Jazz,83.0,,"19,499",EnergySolutions Arena,Monday
2011/01/31,10:30p,Milwaukee Bucks,98.0,Los Angeles Clippers,105.0,,"17,218",STAPLES Center,Monday
2011/02/01,8:00p,Washington Wizards,89.0,New Orleans Hornets,97.0,,"13,921",New Orleans Arena,Tuesday
2011/02/01,10:00p,San Antonio Spurs,86.0,Portland Trail Blazers,99.0,,"20,364",Rose Garden Arena,Tuesday
2011/02/01,10:00p,Boston Celtics,95.0,Sacramento Kings,90.0,,"16,482",Power Balance Pavilion,Tuesday
2011/02/01,10:30p,Houston Rockets,106.0,Los Angeles Lakers,114.0,OT,"18,997",STAPLES Center,Tuesday
