,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
14,"Fri, Nov 2, 2012",7:00p,Denver Nuggets,89,Orlando Magic,102,Box Score,,"18,846",Amway Center,
15,"Fri, Nov 2, 2012",7:30p,Houston Rockets,109,Atlanta Hawks,102,Box Score,,"18,238",Philips Arena,
16,"Fri, Nov 2, 2012",7:30p,Milwaukee Bucks,99,Boston Celtics,88,Box Score,,"18,624",TD Garden,
17,"Fri, Nov 2, 2012",7:30p,Chicago Bulls,115,Cleveland Cavaliers,86,Box Score,,"20,562",Quicken Loans Arena,
18,"Fri, Nov 2, 2012",8:00p,Sacramento Kings,80,Minnesota Timberwolves,92,Box Score,,"19,356",Target Center,
19,"Fri, Nov 2, 2012",8:00p,Utah Jazz,86,New Orleans Hornets,88,Box Score,,"14,147",New Orleans Arena,
20,"Fri, Nov 2, 2012",8:00p,Miami Heat,84,New York Knicks,104,Box Score,,"19,033",Madison Square Garden (IV),
21,"Fri, Nov 2, 2012",8:00p,Portland Trail Blazers,92,Oklahoma City Thunder,106,Box Score,,"18,203",Chesapeake Energy Arena,
22,"Fri, Nov 2, 2012",10:00p,Detroit Pistons,89,Phoenix Suns,92,Box Score,,"15,107",US Airways Center,
23,"Fri, Nov 2, 2012",10:30p,Memphis Grizzlies,104,Golden State Warriors,94,Box Score,,"19,596",Oracle Arena,
24,"Fri, Nov 2, 2012",10:30p,Los Angeles Clippers,105,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,
25,"Sat, Nov 3, 2012",7:00p,Sacramento Kings,98,Indiana Pacers,106,Box Score,2OT,"18,165",Bankers Life Fieldhouse,
26,"Sat, Nov 3, 2012",7:00p,Boston Celtics,89,Washington Wizards,86,Box Score,,"20,308",Verizon Center,
27,"Sat, Nov 3, 2012",7:30p,Toronto Raptors,100,Brooklyn Nets,107,Box Score,,"17,732",Barclays Center,
28,"Sat, Nov 3, 2012",7:30p,Denver Nuggets,116,Miami Heat,119,Box Score,,"20,104",AmericanAirlines Arena,
29,"Sat, Nov 3, 2012",8:00p,New Orleans Hornets,89,Chicago Bulls,82,Box Score,,"21,758",United Center,
30,"Sat, Nov 3, 2012",8:00p,Portland Trail Blazers,95,Houston Rockets,85,Box Score,OT,"18,140",Toyota Center,
31,"Sat, Nov 3, 2012",8:30p,Charlotte Bobcats,99,Dallas Mavericks,126,Box Score,,"19,490",American Airlines Center,
32,"Sat, Nov 3, 2012",8:30p,Cleveland Cavaliers,102,Milwaukee Bucks,105,Box Score,,"17,086",BMO Harris Bradley Center,
33,"Sat, Nov 3, 2012",8:30p,Utah Jazz,100,San Antonio Spurs,110,Box Score,,"18,581",AT&T Center,
34,"Sat, Nov 3, 2012",10:30p,Golden State Warriors,114,Los Angeles Clippers,110,Box Score,,"19,060",STAPLES Center,
35,"Sun, Nov 4, 2012",12:00p,Philadelphia 76ers,84,New York Knicks,100,Box Score,,"19,033",Madison Square Garden (IV),
36,"Sun, Nov 4, 2012",6:00p,Phoenix Suns,94,Orlando Magic,115,Box Score,,"17,022",Amway Center,
37,"Sun, Nov 4, 2012",6:00p,Minnesota Timberwolves,86,Toronto Raptors,105,Box Score,,"16,754",Air Canada Centre,
38,"Sun, Nov 4, 2012",7:00p,Atlanta Hawks,104,Oklahoma City Thunder,95,Box Score,,"18,203",Chesapeake Energy Arena,
39,"Sun, Nov 4, 2012",9:30p,Detroit Pistons,79,Los Angeles Lakers,108,Box Score,,"18,997",STAPLES Center,
40,"Mon, Nov 5, 2012",7:00p,New York Knicks,110,Philadelphia 76ers,88,Box Score,,"15,783",Wells Fargo Center,
41,"Mon, Nov 5, 2012",7:30p,Minnesota Timberwolves,107,Brooklyn Nets,96,Box Score,,"14,017",Barclays Center,
42,"Mon, Nov 5, 2012",7:30p,Phoenix Suns,99,Miami Heat,124,Box Score,,"19,600",AmericanAirlines Arena,
43,"Mon, Nov 5, 2012",8:00p,Utah Jazz,94,Memphis Grizzlies,103,Box Score,,"17,401",FedEx Forum,
44,"Mon, Nov 5, 2012",8:30p,Portland Trail Blazers,91,Dallas Mavericks,114,Box Score,,"19,521",American Airlines Center,
45,"Mon, Nov 5, 2012",8:30p,Indiana Pacers,79,San Antonio Spurs,101,Box Score,,"17,158",AT&T Center,
46,"Mon, Nov 5, 2012",10:00p,Golden State Warriors,92,Sacramento Kings,94,Box Score,,"17,317",Sleep Train Arena,
47,"Mon, Nov 5, 2012",10:30p,Cleveland Cavaliers,108,Los Angeles Clippers,101,Box Score,,"19,060",STAPLES Center,
48,"Tue, Nov 6, 2012",8:00p,Orlando Magic,93,Chicago Bulls,99,Box Score,,"21,216",United Center,
49,"Tue, Nov 6, 2012",8:00p,Toronto Raptors,88,Oklahoma City Thunder,108,Box Score,,"18,203",Chesapeake Energy Arena,
50,"Tue, Nov 6, 2012",9:00p,Detroit Pistons,97,Denver Nuggets,109,Box Score,,"19,155",Pepsi Center,
51,"Wed, Nov 7, 2012",7:00p,Phoenix Suns,117,Charlotte Bobcats,110,Box Score,,"13,905",Time Warner Cable Arena,
52,"Wed, Nov 7, 2012",7:30p,Indiana Pacers,86,Atlanta Hawks,89,Box Score,,"10,684",Philips Arena,
53,"Wed, Nov 7, 2012",7:30p,Washington Wizards,94,Boston Celtics,100,Box Score,OT,"18,624",TD Garden,
54,"Wed, Nov 7, 2012",7:30p,Brooklyn Nets,73,Miami Heat,103,Box Score,,"19,627",AmericanAirlines Arena,
55,"Wed, Nov 7, 2012",8:00p,Denver Nuggets,93,Houston Rockets,87,Box Score,,"13,372",Toyota Center,
56,"Wed, Nov 7, 2012",8:00p,Memphis Grizzlies,108,Milwaukee Bucks,90,Box Score,,"11,465",BMO Harris Bradley Center,
57,"Wed, Nov 7, 2012",8:00p,Orlando Magic,75,Minnesota Timberwolves,90,Box Score,,"17,121",Target Center,
58,"Wed, Nov 7, 2012",8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,Box Score,,"12,988",New Orleans Arena,
59,"Wed, Nov 7, 2012",8:30p,Toronto Raptors,104,Dallas Mavericks,109,Box Score,,"19,763",American Airlines Center,
60,"Wed, Nov 7, 2012",9:00p,Los Angeles Lakers,86,Utah Jazz,95,Box Score,,"19,911",EnergySolutions Arena,
61,"Wed, Nov 7, 2012",10:00p,Detroit Pistons,103,Sacramento Kings,105,Box Score,,"10,185",Sleep Train Arena,
62,"Wed, Nov 7, 2012",10:30p,Cleveland Cavaliers,96,Golden State Warriors,106,Box Score,,"18,124",Oracle Arena,
63,"Wed, Nov 7, 2012",10:30p,San Antonio Spurs,84,Los Angeles Clippers,106,Box Score,,"19,060",STAPLES Center,
64,"Thu, Nov 8, 2012",8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,Box Score,,"21,737",United Center,
65,"Thu, Nov 8, 2012",10:30p,Los Angeles Clippers,103,Portland Trail Blazers,90,Box Score,,"20,425",Rose Garden Arena,
66,"Fri, Nov 9, 2012",7:00p,Brooklyn Nets,107,Orlando Magic,68,Box Score,,"17,532",Amway Center,
67,"Fri, Nov 9, 2012",7:00p,Milwaukee Bucks,101,Washington Wizards,91,Box Score,,"14,531",Verizon Center,
68,"Fri, Nov 9, 2012",7:30p,Miami Heat,95,Atlanta Hawks,89,Box Score,,"16,785",Philips Arena,
69,"Fri, Nov 9, 2012",7:30p,Philadelphia 76ers,106,Boston Celtics,100,Box Score,,"18,624",TD Garden,
70,"Fri, Nov 9, 2012",7:30p,Dallas Mavericks,94,New York Knicks,104,Box Score,,"19,033",Madison Square Garden (IV),
71,"Fri, Nov 9, 2012",8:00p,Houston Rockets,85,Memphis Grizzlies,93,Box Score,,"16,087",FedEx Forum,
72,"Fri, Nov 9, 2012",8:00p,Indiana Pacers,94,Minnesota Timberwolves,96,Box Score,,"18,222",Target Center,
73,"Fri, Nov 9, 2012",8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,Box Score,,"12,668",New Orleans Arena,
74,"Fri, Nov 9, 2012",8:00p,Detroit Pistons,94,Oklahoma City Thunder,105,Box Score,,"18,203",Chesapeake Energy Arena,
75,"Fri, Nov 9, 2012",9:00p,Cleveland Cavaliers,105,Phoenix Suns,107,Box Score,,"15,236",US Airways Center,
76,"Fri, Nov 9, 2012",10:00p,San Antonio Spurs,97,Sacramento Kings,86,Box Score,,"13,505",Sleep Train Arena,
77,"Fri, Nov 9, 2012",10:30p,Utah Jazz,84,Denver Nuggets,104,Box Score,,"15,523",Pepsi Center,
78,"Fri, Nov 9, 2012",10:30p,Golden State Warriors,77,Los Angeles Lakers,101,Box Score,,"18,997",STAPLES Center,
79,"Sat, Nov 10, 2012",7:00p,Washington Wizards,85,Indiana Pacers,89,Box Score,,"12,036",Bankers Life Fieldhouse,
80,"Sat, Nov 10, 2012",7:00p,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,"19,800",Air Canada Centre,
81,"Sat, Nov 10, 2012",7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,Box Score,OT,"15,763",Time Warner Cable Arena,
82,"Sat, Nov 10, 2012",8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,"21,974",United Center,
83,"Sat, Nov 10, 2012",8:00p,Detroit Pistons,82,Houston Rockets,96,Box Score,,"15,037",Toyota Center,
84,"Sat, Nov 10, 2012",8:30p,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,"14,589",BMO Harris Bradley Center,
85,"Sat, Nov 10, 2012",9:00p,Phoenix Suns,81,Utah Jazz,94,Box Score,,"19,100",EnergySolutions Arena,
86,"Sat, Nov 10, 2012",10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,"20,447",Rose Garden Arena,
87,"Sat, Nov 10, 2012",10:30p,Denver Nuggets,107,Golden State Warriors,101,Box Score,2OT,"19,596",Oracle Arena,
88,"Sun, Nov 11, 2012",3:00p,Orlando Magic,74,Brooklyn Nets,82,Box Score,,"16,523",Barclays Center,
89,"Sun, Nov 11, 2012",3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,"19,060",STAPLES Center,
90,"Sun, Nov 11, 2012",6:00p,Miami Heat,86,Memphis Grizzlies,104,Box Score,,"18,119",FedEx Forum,
91,"Sun, Nov 11, 2012",7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,"18,203",Chesapeake Energy Arena,
92,"Sun, Nov 11, 2012",9:30p,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,"18,997",STAPLES Center,
93,"Mon, Nov 12, 2012",7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,"15,086",Wells Fargo Center,
94,"Mon, Nov 12, 2012",7:00p,Utah Jazz,140,Toronto Raptors,133,Box Score,3OT,"18,230",Air Canada Centre,
95,"Mon, Nov 12, 2012",7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,"12,784",The Palace of Auburn Hills,
96,"Mon, Nov 12, 2012",8:00p,Boston Celtics,101,Chicago Bulls,95,Box Score,,"21,712",United Center,
97,"Mon, Nov 12, 2012",8:00p,Miami Heat,113,Houston Rockets,110,Box Score,,"18,041",Toyota Center,
98,"Mon, Nov 12, 2012",8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,"19,322",American Airlines Center,
99,"Mon, Nov 12, 2012",9:00p,Denver Nuggets,100,Phoenix Suns,110,Box Score,,"14,060",US Airways Center,
100,"Mon, Nov 12, 2012",10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,"19,095",Rose Garden Arena,
101,"Tue, Nov 13, 2012",7:00p,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,"11,139",Time Warner Cable Arena,
102,"Tue, Nov 13, 2012",7:00p,Toronto Raptors,74,Indiana Pacers,72,Box Score,,"11,947",Bankers Life Fieldhouse,
103,"Tue, Nov 13, 2012",7:00p,New York Knicks,99,Orlando Magic,89,Box Score,,"18,846",Amway Center,
104,"Tue, Nov 13, 2012",7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,"17,032",Barclays Center,
105,"Tue, Nov 13, 2012",10:00p,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,"10,153",Sleep Train Arena,
106,"Tue, Nov 13, 2012",10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,"18,997",STAPLES Center,
107,"Wed, Nov 14, 2012",7:00p,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,"11,879",Wells Fargo Center,
108,"Wed, Nov 14, 2012",7:30p,Utah Jazz,93,Boston Celtics,98,Box Score,,"18,624",TD Garden,
109,"Wed, Nov 14, 2012",8:00p,New Orleans Hornets,96,Houston Rockets,100,Box Score,,"14,535",Toyota Center,
110,"Wed, Nov 14, 2012",8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,"11,573",BMO Harris Bradley Center,
111,"Wed, Nov 14, 2012",8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,"13,272",Target Center,
112,"Wed, Nov 14, 2012",8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,"18,203",Chesapeake Energy Arena,
113,"Wed, Nov 14, 2012",8:30p,Washington Wizards,101,Dallas Mavericks,107,Box Score,,"19,560",American Airlines Center,
114,"Wed, Nov 14, 2012",9:00p,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,"15,305",US Airways Center,
115,"Wed, Nov 14, 2012",10:30p,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,"18,107",Oracle Arena,
116,"Wed, Nov 14, 2012",10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,"19,146",STAPLES Center,
117,"Thu, Nov 15, 2012",8:00p,Boston Celtics,97,Brooklyn Nets,102,Box Score,,"17,732",Barclays Center,
118,"Thu, Nov 15, 2012",8:30p,New York Knicks,104,San Antonio Spurs,100,Box Score,,"18,581",AT&T Center,
119,"Thu, Nov 15, 2012",10:30p,Miami Heat,98,Denver Nuggets,93,Box Score,,"19,155",Pepsi Center,
120,"Fri, Nov 16, 2012",7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,"15,110",Bankers Life Fieldhouse,
121,"Fri, Nov 16, 2012",7:00p,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,"15,851",Wells Fargo Center,
122,"Fri, Nov 16, 2012",7:30p,Orlando Magic,110,Detroit Pistons,106,Box Score,,"11,594",The Palace of Auburn Hills,
123,"Fri, Nov 16, 2012",8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,"16,013",Target Center,
124,"Fri, Nov 16, 2012",8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,"15,458",New Orleans Arena,
125,"Fri, Nov 16, 2012",9:30p,New York Knicks,95,Memphis Grizzlies,105,Box Score,,"17,516",FedEx Forum,
126,"Fri, Nov 16, 2012",10:00p,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,"20,382",Rose Garden Arena,
127,"Fri, Nov 16, 2012",10:00p,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,"11,814",Sleep Train Arena,
128,"Fri, Nov 16, 2012",10:30p,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,"18,997",STAPLES Center,
129,"Sat, Nov 17, 2012",12:30p,Toronto Raptors,89,Boston Celtics,107,Box Score,,"18,624",TD Garden,
130,"Sat, Nov 17, 2012",7:00p,Utah Jazz,83,Washington Wizards,76,Box Score,,"16,210",Verizon Center,
131,"Sat, Nov 17, 2012",7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,"16,541",Time Warner Cable Arena,
132,"Sat, Nov 17, 2012",7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,"18,633",Quicken Loans Arena,
133,"Sat, Nov 17, 2012",8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,"14,731",BMO Harris Bradley Center,
134,"Sat, Nov 17, 2012",8:30p,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,"18,581",AT&T Center,
135,"Sat, Nov 17, 2012",9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,"19,060",STAPLES Center,
136,"Sat, Nov 17, 2012",9:00p,Miami Heat,97,Phoenix Suns,88,Box Score,,"16,840",US Airways Center,
137,"Sun, Nov 18, 2012",12:00p,Indiana Pacers,76,New York Knicks,88,Box Score,,"19,033",Madison Square Garden (IV),
138,"Sun, Nov 18, 2012",1:00p,Orlando Magic,86,Toronto Raptors,97,Box Score,,"18,702",Air Canada Centre,
139,"Sun, Nov 18, 2012",6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,"15,021",Wells Fargo Center,
140,"Sun, Nov 18, 2012",6:00p,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,"11,965",Sleep Train Arena,
141,"Sun, Nov 18, 2012",7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,"18,203",Chesapeake Energy Arena,
142,"Sun, Nov 18, 2012",7:30p,Boston Celtics,83,Detroit Pistons,103,Box Score,,"12,214",The Palace of Auburn Hills,
143,"Sun, Nov 18, 2012",9:00p,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,"20,242",Rose Garden Arena,
144,"Sun, Nov 18, 2012",9:30p,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,"18,997",STAPLES Center,
145,"Mon, Nov 19, 2012",7:00p,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,"11,248",Time Warner Cable Arena,
146,"Mon, Nov 19, 2012",7:00p,Indiana Pacers,96,Washington Wizards,89,Box Score,,"14,426",Verizon Center,
147,"Mon, Nov 19, 2012",7:30p,Orlando Magic,72,Atlanta Hawks,81,Box Score,,"15,066",Philips Arena,
148,"Mon, Nov 19, 2012",8:00p,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,"15,111",FedEx Forum,
149,"Mon, Nov 19, 2012",8:30p,Golden State Warriors,105,Dallas Mavericks,101,Box Score,OT,"20,034",American Airlines Center,
150,"Mon, Nov 19, 2012",8:30p,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,"17,920",AT&T Center,
151,"Mon, Nov 19, 2012",9:00p,Houston Rockets,91,Utah Jazz,102,Box Score,,"19,197",EnergySolutions Arena,
152,"Tue, Nov 20, 2012",7:00p,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,"13,965",Wells Fargo Center,
153,"Tue, Nov 20, 2012",8:00p,New York Knicks,102,New Orleans Hornets,80,Box Score,,"13,705",New Orleans Arena,
154,"Tue, Nov 20, 2012",10:30p,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,
155,"Wed, Nov 21, 2012",7:00p,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,"15,240",Time Warner Cable Arena,
156,"Wed, Nov 21, 2012",7:00p,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,"16,743",Quicken Loans Arena,
157,"Wed, Nov 21, 2012",7:00p,New Orleans Hornets,107,Indiana Pacers,115,Box Score,OT,"12,633",Bankers Life Fieldhouse,
158,"Wed, Nov 21, 2012",7:00p,Detroit Pistons,74,Orlando Magic,90,Box Score,,"17,199",Amway Center,
159,"Wed, Nov 21, 2012",7:30p,Washington Wizards,100,Atlanta Hawks,101,Box Score,OT,"11,338",Philips Arena,
160,"Wed, Nov 21, 2012",7:30p,San Antonio Spurs,112,Boston Celtics,100,Box Score,,"18,624",TD Garden,
161,"Wed, Nov 21, 2012",7:30p,Milwaukee Bucks,106,Miami Heat,113,Box Score,OT,"19,971",AmericanAirlines Arena,
162,"Wed, Nov 21, 2012",7:30p,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,OT,"18,203",Chesapeake Energy Arena,
163,"Wed, Nov 21, 2012",8:00p,Chicago Bulls,89,Houston Rockets,93,Box Score,,"15,950",Toyota Center,
164,"Wed, Nov 21, 2012",8:00p,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,"16,879",Target Center,
165,"Wed, Nov 21, 2012",8:30p,New York Knicks,111,Dallas Mavericks,114,Box Score,,"20,157",American Airlines Center,
166,"Wed, Nov 21, 2012",9:00p,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,"14,263",US Airways Center,
167,"Wed, Nov 21, 2012",10:00p,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,"15,249",Sleep Train Arena,
168,"Wed, Nov 21, 2012",10:30p,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,"18,374",Oracle Arena,
169,"Fri, Nov 23, 2012",7:00p,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,"17,868",Time Warner Cable Arena,
170,"Fri, Nov 23, 2012",7:00p,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,"17,334",Amway Center,
171,"Fri, Nov 23, 2012",7:30p,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,"18,624",TD Garden,
172,"Fri, Nov 23, 2012",7:30p,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,"17,732",Barclays Center,
173,"Fri, Nov 23, 2012",7:30p,Toronto Raptors,90,Detroit Pistons,91,Box Score,,"12,778",The Palace of Auburn Hills,
174,"Fri, Nov 23, 2012",8:00p,New York Knicks,103,Houston Rockets,131,Box Score,,"18,038",Toyota Center,
175,"Fri, Nov 23, 2012",8:00p,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,"17,082",Bankers Life Fieldhouse,
176,"Fri, Nov 23, 2012",8:00p,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,"18,119",FedEx Forum,
177,"Fri, Nov 23, 2012",9:00p,Golden State Warriors,91,Denver Nuggets,102,Box Score,,"18,523",Pepsi Center,
178,"Fri, Nov 23, 2012",9:00p,New Orleans Hornets,108,Phoenix Suns,111,Box Score,OT,"14,020",US Airways Center,
179,"Fri, Nov 23, 2012",9:00p,Sacramento Kings,102,Utah Jazz,104,Box Score,,"18,000",EnergySolutions Arena,
180,"Fri, Nov 23, 2012",10:00p,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,"20,555",Rose Garden Arena,
181,"Sat, Nov 24, 2012",7:00p,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,"16,024",Philips Arena,
182,"Sat, Nov 24, 2012",7:00p,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,OT,"19,611",Wells Fargo Center,
183,"Sat, Nov 24, 2012",7:00p,Charlotte Bobcats,108,Washington Wizards,106,Box Score,2OT,"13,077",Verizon Center,
184,"Sat, Nov 24, 2012",7:30p,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,"20,064",AmericanAirlines Arena,
185,"Sat, Nov 24, 2012",8:30p,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,"20,423",American Airlines Center,
186,"Sat, Nov 24, 2012",9:00p,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,"14,812",BMO Harris Bradley Center,
187,"Sat, Nov 24, 2012",10:00p,Utah Jazz,97,Sacramento Kings,108,Box Score,,"12,239",Sleep Train Arena,
188,"Sat, Nov 24, 2012",10:30p,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,"19,084",Oracle Arena,
189,"Sun, Nov 25, 2012",1:00p,Detroit Pistons,100,New York Knicks,121,Box Score,,"19,033",Madison Square Garden (IV),
190,"Sun, Nov 25, 2012",1:00p,San Antonio Spurs,111,Toronto Raptors,106,Box Score,2OT,"19,800",Air Canada Centre,
191,"Sun, Nov 25, 2012",3:00p,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,"16,542",Barclays Center,
192,"Sun, Nov 25, 2012",6:00p,Boston Celtics,116,Orlando Magic,110,Box Score,OT,"17,037",Amway Center,
193,"Sun, Nov 25, 2012",6:00p,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,"14,518",Wells Fargo Center,
194,"Sun, Nov 25, 2012",8:00p,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,"15,402",Pepsi Center,
195,"Mon, Nov 26, 2012",7:00p,New York Knicks,89,Brooklyn Nets,96,Box Score,OT,"17,732",Barclays Center,
196,"Mon, Nov 26, 2012",7:00p,San Antonio Spurs,118,Washington Wizards,92,Box Score,,"13,879",Verizon Center,
197,"Mon, Nov 26, 2012",7:30p,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,"10,212",The Palace of Auburn Hills,
198,"Mon, Nov 26, 2012",8:00p,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,"21,485",United Center,
199,"Mon, Nov 26, 2012",8:00p,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,"13,485",FedEx Forum,
200,"Mon, Nov 26, 2012",8:00p,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,"18,203",Chesapeake Energy Arena,
201,"Mon, Nov 26, 2012",9:00p,Denver Nuggets,103,Utah Jazz,105,Box Score,,"18,776",EnergySolutions Arena,
202,"Mon, Nov 26, 2012",10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,"19,060",STAPLES Center,
203,"Tue, Nov 27, 2012",7:00p,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,"13,687",Quicken Loans Arena,
204,"Tue, Nov 27, 2012",7:00p,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,"15,107",Wells Fargo Center,
205,"Tue, Nov 27, 2012",8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,"12,907",Toyota Center,
206,"Tue, Nov 27, 2012",10:00p,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,"10,741",Sleep Train Arena,
207,"Tue, Nov 27, 2012",10:30p,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,"18,997",STAPLES Center,
208,"Wed, Nov 28, 2012",7:00p,San Antonio Spurs,110,Orlando Magic,89,Box Score,,"17,271",Amway Center,
