Date,Start_time,Visitor,PTS (V),Home,PTS (H),OT,Attendance,Arena,Week_Day
2016/10/28,8:00p,Charlotte Hornets,97.0,Miami Heat,91.0,,"19,600",AmericanAirlines Arena,Friday
2016/10/28,8:30p,Houston Rockets,106.0,Dallas Mavericks,98.0,,"20,163",American Airlines Center,Friday
2016/10/28,9:00p,Los Angeles Lakers,89.0,Utah Jazz,96.0,,"19,911",Vivint Smart Home Arena,Friday
2016/10/28,9:30p,Golden State Warriors,122.0,New Orleans Pelicans,114.0,,"18,217",Smoothie King Center,Friday
2016/10/29,12:30p,Atlanta Hawks,104.0,Philadelphia 76ers,72.0,,"16,312",Wells Fargo Center,Saturday
2016/10/29,7:00p,Boston Celtics,104.0,Charlotte Hornets,98.0,,"18,708",Spectrum Center,Saturday
2016/10/29,7:30p,Orlando Magic,99.0,Cleveland Cavaliers,105.0,,"20,562",Quicken Loans Arena,Saturday
2016/10/29,7:30p,Memphis Grizzlies,104.0,New York Knicks,111.0,,"19,812",Madison Square Garden (IV),Saturday
2016/10/29,8:00p,New Orleans Pelicans,79.0,San Antonio Spurs,98.0,,"18,418",AT&T Center,Saturday
2016/10/29,8:00p,Brooklyn Nets,108.0,Milwaukee Bucks,110.0,,"12,570",BMO Harris Bradley Center,Saturday
2016/10/29,8:00p,Indiana Pacers,101.0,Chicago Bulls,118.0,,"21,373",United Center,Saturday
2016/10/29,9:00p,Portland Trail Blazers,115.0,Denver Nuggets,113.0,OT,"18,055",Pepsi Center,Saturday
2016/10/29,10:30p,Minnesota Timberwolves,103.0,Sacramento Kings,106.0,,"17,608",Golden 1 Center,Saturday
2016/10/30,4:30p,Utah Jazz,75.0,Los Angeles Clippers,88.0,,"19,060",STAPLES Center,Sunday
2016/10/30,6:00p,Milwaukee Bucks,83.0,Detroit Pistons,98.0,,"15,161",The Palace of Auburn Hills,Sunday
2016/10/30,6:00p,San Antonio Spurs,106.0,Miami Heat,99.0,,"19,678",AmericanAirlines Arena,Sunday
2016/10/30,6:00p,Golden State Warriors,106.0,Phoenix Suns,100.0,,"17,011",Talking Stick Resort Arena,Sunday
2016/10/30,7:00p,Los Angeles Lakers,96.0,Oklahoma City Thunder,113.0,,"18,203",Chesapeake Energy Arena,Sunday
2016/10/30,8:00p,Dallas Mavericks,92.0,Houston Rockets,93.0,,"18,055",Toyota Center,Sunday
2016/10/30,8:00p,Washington Wizards,103.0,Memphis Grizzlies,112.0,OT,"15,573",FedEx Forum,Sunday
2016/10/31,7:30p,Sacramento Kings,95.0,Atlanta Hawks,106.0,,"12,501",Philips Arena,Monday
2016/10/31,7:30p,Chicago Bulls,118.0,Brooklyn Nets,88.0,,"15,842",Barclays Center,Monday
2016/10/31,7:30p,Denver Nuggets,102.0,Toronto Raptors,105.0,,"19,800",Air Canada Centre,Monday
2016/10/31,10:30p,Phoenix Suns,98.0,Los Angeles Clippers,116.0,,"19,060",STAPLES Center,Monday
2016/11/01,6:00p,Houston Rockets,120.0,Cleveland Cavaliers,128.0,,"20,562",Quicken Loans Arena,Tuesday
2016/11/01,7:00p,Los Angeles Lakers,108.0,Indiana Pacers,115.0,,"15,348",Bankers Life Fieldhouse,Tuesday
2016/11/01,7:00p,Orlando Magic,103.0,Philadelphia 76ers,101.0,,"12,529",Wells Fargo Center,Tuesday
2016/11/01,7:30p,New York Knicks,89.0,Detroit Pistons,102.0,,"13,087",The Palace of Auburn Hills,Tuesday
2016/11/01,7:30p,Sacramento Kings,96.0,Miami Heat,108.0,OT,"19,612",AmericanAirlines Arena,Tuesday
2016/11/01,8:00p,Memphis Grizzlies,80.0,Minnesota Timberwolves,116.0,,"14,774",Target Center,Tuesday
2016/11/01,8:00p,Milwaukee Bucks,117.0,New Orleans Pelicans,113.0,,"15,515",Smoothie King Center,Tuesday
2016/11/01,8:30p,Utah Jazz,106.0,San Antonio Spurs,91.0,,"18,418",AT&T Center,Tuesday
2016/11/01,10:00p,Golden State Warriors,127.0,Portland Trail Blazers,104.0,,"19,393",Moda Center,Tuesday
2016/11/02,7:00p,Philadelphia 76ers,93.0,Charlotte Hornets,109.0,,"15,275",Spectrum Center,Wednesday
2016/11/02,7:00p,Toronto Raptors,113.0,Washington Wizards,103.0,,"19,581",Verizon Center,Wednesday
2016/11/02,7:30p,Los Angeles Lakers,123.0,Atlanta Hawks,116.0,,"13,800",Philips Arena,Wednesday
2016/11/02,7:30p,Detroit Pistons,101.0,Brooklyn Nets,109.0,,"13,650",Barclays Center,Wednesday
2016/11/02,7:30p,Houston Rockets,118.0,New York Knicks,99.0,,"19,812",Madison Square Garden (IV),Wednesday
2016/11/02,8:00p,Chicago Bulls,100.0,Boston Celtics,107.0,,"18,624",TD Garden,Wednesday
2016/11/02,8:00p,New Orleans Pelicans,83.0,Memphis Grizzlies,89.0,OT,"15,881",FedEx Forum,Wednesday
2016/11/02,9:00p,Dallas Mavericks,81.0,Utah Jazz,97.0,,"19,318",Vivint Smart Home Arena,Wednesday
2016/11/02,10:00p,Portland Trail Blazers,115.0,Phoenix Suns,118.0,OT,"17,284",Talking Stick Resort Arena,Wednesday
2016/11/02,10:30p,Oklahoma City Thunder,85.0,Los Angeles Clippers,83.0,,"19,060",STAPLES Center,Wednesday
2016/11/03,7:00p,Sacramento Kings,94.0,Orlando Magic,102.0,,"17,026",Amway Center,Thursday
2016/11/03,8:00p,Boston Celtics,122.0,Cleveland Cavaliers,128.0,,"20,562",Quicken Loans Arena,Thursday
2016/11/03,8:00p,Indiana Pacers,107.0,Milwaukee Bucks,125.0,,"11,374",BMO Harris Bradley Center,Thursday
2016/11/03,8:00p,Denver Nuggets,102.0,Minnesota Timberwolves,99.0,,"11,219",Target Center,Thursday
2016/11/03,10:30p,Oklahoma City Thunder,96.0,Golden State Warriors,122.0,,"19,596",Oracle Arena,Thursday
2016/11/04,7:00p,Atlanta Hawks,92.0,Washington Wizards,95.0,,"14,663",Verizon Center,Friday
2016/11/04,7:30p,Charlotte Hornets,99.0,Brooklyn Nets,95.0,,"15,775",Barclays Center,Friday
2016/11/04,7:30p,Miami Heat,87.0,Toronto Raptors,96.0,,"19,800",Air Canada Centre,Friday
2016/11/04,8:00p,New York Knicks,117.0,Chicago Bulls,104.0,,"22,376",United Center,Friday
2016/11/04,8:00p,Los Angeles Clippers,99.0,Memphis Grizzlies,88.0,,"17,115",FedEx Forum,Friday
2016/11/04,8:00p,Phoenix Suns,112.0,New Orleans Pelicans,111.0,OT,"15,379",Smoothie King Center,Friday
2016/11/04,8:30p,Portland Trail Blazers,105.0,Dallas Mavericks,95.0,,"19,475",American Airlines Center,Friday
2016/11/04,9:00p,San Antonio Spurs,100.0,Utah Jazz,86.0,,"19,911",Vivint Smart Home Arena,Friday
2016/11/04,10:30p,Golden State Warriors,97.0,Los Angeles Lakers,117.0,,"18,997",STAPLES Center,Friday
2016/11/05,6:00p,Minnesota Timberwolves,92.0,Oklahoma City Thunder,112.0,,"18,203",Chesapeake Energy Arena,Saturday
2016/11/05,7:00p,Denver Nuggets,86.0,Detroit Pistons,103.0,,"16,218",The Palace of Auburn Hills,Saturday
2016/11/05,7:00p,Chicago Bulls,94.0,Indiana Pacers,111.0,,"17,020",Bankers Life Fieldhouse,Saturday
2016/11/05,7:00p,Washington Wizards,86.0,Orlando Magic,88.0,,"18,846",Amway Center,Saturday
2016/11/05,7:00p,Cleveland Cavaliers,102.0,Philadelphia 76ers,101.0,,"20,497",Wells Fargo Center,Saturday
2016/11/05,7:30p,Houston Rockets,97.0,Atlanta Hawks,112.0,,"16,895",Philips Arena,Saturday
2016/11/05,8:00p,Sacramento Kings,91.0,Milwaukee Bucks,117.0,,"16,021",BMO Harris Bradley Center,Saturday
2016/11/05,8:30p,Los Angeles Clippers,116.0,San Antonio Spurs,92.0,,"18,418",AT&T Center,Saturday
2016/11/06,12:00p,Utah Jazz,114.0,New York Knicks,109.0,,"19,812",Madison Square Garden (IV),Sunday
2016/11/06,3:30p,Portland Trail Blazers,100.0,Memphis Grizzlies,94.0,,"16,233",FedEx Forum,Sunday
2016/11/06,6:00p,Sacramento Kings,96.0,Toronto Raptors,91.0,,"19,800",Air Canada Centre,Sunday
2016/11/06,7:00p,Milwaukee Bucks,75.0,Dallas Mavericks,86.0,OT,"19,345",American Airlines Center,Sunday
2016/11/06,7:30p,Denver Nuggets,123.0,Boston Celtics,107.0,,"17,452",TD Garden,Sunday
2016/11/06,9:30p,Phoenix Suns,108.0,Los Angeles Lakers,119.0,,"18,997",STAPLES Center,Sunday
2016/11/07,7:00p,Indiana Pacers,100.0,Charlotte Hornets,122.0,,"16,880",Spectrum Center,Monday
2016/11/07,7:00p,Utah Jazz,109.0,Philadelphia 76ers,84.0,,"14,168",Wells Fargo Center,Monday
2016/11/07,7:00p,Houston Rockets,114.0,Washington Wizards,106.0,,"13,173",Verizon Center,Monday
2016/11/07,8:00p,Orlando Magic,80.0,Chicago Bulls,112.0,,"21,320",United Center,Monday
2016/11/07,8:00p,Miami Heat,85.0,Oklahoma City Thunder,97.0,,"18,203",Chesapeake Energy Arena,Monday
2016/11/07,10:30p,New Orleans Pelicans,106.0,Golden State Warriors,116.0,,"19,596",Oracle Arena,Monday
2016/11/07,10:30p,Detroit Pistons,82.0,Los Angeles Clippers,114.0,,"19,060",STAPLES Center,Monday
2016/11/08,7:00p,Atlanta Hawks,110.0,Cleveland Cavaliers,106.0,,"20,562",Quicken Loans Arena,Tuesday
2016/11/08,7:30p,Minnesota Timberwolves,110.0,Brooklyn Nets,119.0,,"13,610",Barclays Center,Tuesday
2016/11/08,8:00p,Denver Nuggets,107.0,Memphis Grizzlies,108.0,,"15,109",FedEx Forum,Tuesday
2016/11/08,10:00p,Phoenix Suns,121.0,Portland Trail Blazers,124.0,,"19,239",Moda Center,Tuesday
2016/11/08,10:30p,Dallas Mavericks,109.0,Los Angeles Lakers,97.0,,"18,997",STAPLES Center,Tuesday
2016/11/08,10:30p,New Orleans Pelicans,94.0,Sacramento Kings,102.0,,"17,608",Golden 1 Center,Tuesday
2016/11/09,7:00p,Utah Jazz,98.0,Charlotte Hornets,104.0,,"15,712",Spectrum Center,Wednesday
2016/11/09,7:00p,Philadelphia 76ers,115.0,Indiana Pacers,122.0,OT,"15,360",Bankers Life Fieldhouse,Wednesday
2016/11/09,7:00p,Brooklyn Nets,96.0,New York Knicks,110.0,,"19,812",Madison Square Garden (IV),Wednesday
2016/11/09,7:00p,Minnesota Timberwolves,123.0,Orlando Magic,107.0,,"17,102",Amway Center,Wednesday
2016/11/09,7:00p,Boston Celtics,93.0,Washington Wizards,118.0,,"12,675",Verizon Center,Wednesday
2016/11/09,7:30p,Chicago Bulls,107.0,Atlanta Hawks,115.0,,"16,354",Philips Arena,Wednesday
2016/11/09,8:00p,Toronto Raptors,112.0,Oklahoma City Thunder,102.0,,"18,203",Chesapeake Energy Arena,Wednesday
2016/11/09,9:00p,Detroit Pistons,100.0,Phoenix Suns,107.0,,"16,719",Talking Stick Resort Arena,Wednesday
2016/11/09,9:30p,Houston Rockets,101.0,San Antonio Spurs,99.0,,"18,418",AT&T Center,Wednesday
2016/11/09,10:30p,Dallas Mavericks,95.0,Golden State Warriors,116.0,,"19,596",Oracle Arena,Wednesday
2016/11/09,10:30p,Portland Trail Blazers,80.0,Los Angeles Clippers,111.0,,"19,060",STAPLES Center,Wednesday
2016/11/10,8:00p,Chicago Bulls,98.0,Miami Heat,95.0,,"19,600",AmericanAirlines Arena,Thursday
2016/11/10,8:00p,New Orleans Pelicans,112.0,Milwaukee Bucks,106.0,,"12,159",BMO Harris Bradley Center,Thursday
2016/11/10,9:00p,Golden State Warriors,125.0,Denver Nuggets,101.0,,"17,569",Pepsi Center,Thursday
2016/11/10,10:30p,Los Angeles Lakers,101.0,Sacramento Kings,91.0,,"17,608",Golden 1 Center,Thursday
2016/11/11,7:00p,Toronto Raptors,113.0,Charlotte Hornets,111.0,,"18,107",Spectrum Center,Friday
2016/11/11,7:00p,Utah Jazz,87.0,Orlando Magic,74.0,,"18,846",Amway Center,Friday
2016/11/11,7:00p,Indiana Pacers,105.0,Philadelphia 76ers,109.0,OT,"17,643",Wells Fargo Center,Friday
2016/11/11,7:00p,Cleveland Cavaliers,105.0,Washington Wizards,94.0,,"20,356",Verizon Center,Friday
2016/11/11,7:30p,New York Knicks,87.0,Boston Celtics,115.0,,"18,624",TD Garden,Friday
2016/11/11,8:00p,Los Angeles Clippers,110.0,Oklahoma City Thunder,108.0,,"18,203",Chesapeake Energy Arena,Friday
2016/11/11,8:30p,Detroit Pistons,86.0,San Antonio Spurs,96.0,,"18,418",AT&T Center,Friday
2016/11/11,10:00p,Sacramento Kings,120.0,Portland Trail Blazers,122.0,OT,"19,918",Moda Center,Friday
2016/11/12,7:00p,Boston Celtics,105.0,Indiana Pacers,99.0,,"17,923",Bankers Life Fieldhouse,Saturday
2016/11/12,7:00p,Los Angeles Lakers,126.0,New Orleans Pelicans,99.0,,"17,138",Smoothie King Center,Saturday
2016/11/12,7:30p,Philadelphia 76ers,96.0,Atlanta Hawks,117.0,,"17,399",Philips Arena,Saturday
2016/11/12,7:30p,New York Knicks,107.0,Toronto Raptors,118.0,,"19,800",Air Canada Centre,Saturday
2016/11/12,8:00p,Washington Wizards,95.0,Chicago Bulls,106.0,,"21,962",United Center,Saturday
2016/11/12,8:00p,San Antonio Spurs,106.0,Houston Rockets,100.0,,"18,055",Toyota Center,Saturday
2016/11/12,8:00p,Utah Jazz,102.0,Miami Heat,91.0,,"19,600",AmericanAirlines Arena,Saturday
2016/11/12,8:00p,Los Angeles Clippers,119.0,Minnesota Timberwolves,105.0,,"14,494",Target Center,Saturday
2016/11/12,8:30p,Memphis Grizzlies,96.0,Milwaukee Bucks,106.0,,"14,327",BMO Harris Bradley Center,Saturday
2016/11/12,9:00p,Detroit Pistons,106.0,Denver Nuggets,95.0,,"13,997",Pepsi Center,Saturday
2016/11/12,9:00p,Brooklyn Nets,122.0,Phoenix Suns,104.0,,"17,126",Talking Stick Resort Arena,Saturday
2016/11/13,3:30p,Charlotte Hornets,93.0,Cleveland Cavaliers,100.0,,"20,562",Quicken Loans Arena,Sunday
2016/11/13,7:00p,Los Angeles Lakers,99.0,Minnesota Timberwolves,125.0,,"14,432",Target Center,Sunday
2016/11/13,7:00p,Orlando Magic,119.0,Oklahoma City Thunder,117.0,,"18,203",Chesapeake Energy Arena,Sunday
2016/11/13,8:00p,Phoenix Suns,120.0,Golden State Warriors,133.0,,"19,596",Oracle Arena,Sunday
2016/11/13,9:00p,Denver Nuggets,105.0,Portland Trail Blazers,112.0,,"19,362",Moda Center,Sunday
2016/11/14,7:00p,Orlando Magic,69.0,Indiana Pacers,88.0,,"14,825",Bankers Life Fieldhouse,Monday
2016/11/14,7:30p,Oklahoma City Thunder,88.0,Detroit Pistons,104.0,,"14,172",The Palace of Auburn Hills,Monday
2016/11/14,7:30p,Dallas Mavericks,77.0,New York Knicks,93.0,,"19,812",Madison Square Garden (IV),Monday
2016/11/14,8:00p,Philadelphia 76ers,88.0,Houston Rockets,115.0,,"13,183",Toyota Center,Monday
2016/11/14,8:00p,Boston Celtics,105.0,New Orleans Pelicans,106.0,,"15,001",Smoothie King Center,Monday
2016/11/14,8:30p,Miami Heat,90.0,San Antonio Spurs,94.0,,"18,418",AT&T Center,Monday
2016/11/14,9:00p,Memphis Grizzlies,102.0,Utah Jazz,96.0,,"18,176",Vivint Smart Home Arena,Monday
2016/11/14,10:30p,Brooklyn Nets,95.0,Los Angeles Clippers,127.0,,"19,060",STAPLES Center,Monday
2016/11/15,7:00p,Toronto Raptors,117.0,Cleveland Cavaliers,121.0,,"20,562",Quicken Loans Arena,Tuesday
2016/11/15,7:30p,Atlanta Hawks,93.0,Miami Heat,90.0,,"19,600",AmericanAirlines Arena,Tuesday
2016/11/15,8:00p,Charlotte Hornets,115.0,Minnesota Timberwolves,108.0,,"10,349",Target Center,Tuesday
2016/11/15,10:00p,Chicago Bulls,113.0,Portland Trail Blazers,88.0,,"19,393",Moda Center,Tuesday
2016/11/15,10:30p,Brooklyn Nets,118.0,Los Angeles Lakers,125.0,,"18,426",STAPLES Center,Tuesday
2016/11/16,7:00p,Cleveland Cavaliers,93.0,Indiana Pacers,103.0,,"17,022",Bankers Life Fieldhouse,Wednesday
2016/11/16,7:00p,New Orleans Pelicans,82.0,Orlando Magic,89.0,,"16,127",Amway Center,Wednesday
2016/11/16,7:00p,Washington Wizards,102.0,Philadelphia 76ers,109.0,,"14,863",Wells Fargo Center,Wednesday
2016/11/16,7:30p,Milwaukee Bucks,100.0,Atlanta Hawks,107.0,,"14,656",Philips Arena,Wednesday
2016/11/16,7:30p,Dallas Mavericks,83.0,Boston Celtics,90.0,,"18,624",TD Garden,Wednesday
2016/11/16,7:30p,Detroit Pistons,102.0,New York Knicks,105.0,,"19,812",Madison Square Garden (IV),Wednesday
2016/11/16,8:00p,Houston Rockets,103.0,Oklahoma City Thunder,105.0,,"18,203",Chesapeake Energy Arena,Wednesday
2016/11/16,8:00p,Golden State Warriors,127.0,Toronto Raptors,121.0,,"21,050",Air Canada Centre,Wednesday
2016/11/16,9:00p,Phoenix Suns,104.0,Denver Nuggets,120.0,,"10,247",Pepsi Center,Wednesday
2016/11/16,10:30p,Memphis Grizzlies,111.0,Los Angeles Clippers,107.0,,"19,060",STAPLES Center,Wednesday
2016/11/16,10:30p,San Antonio Spurs,110.0,Sacramento Kings,105.0,,"17,608",Golden 1 Center,Wednesday
2016/11/17,7:00p,New York Knicks,112.0,Washington Wizards,119.0,,"16,704",Verizon Center,Thursday
2016/11/17,7:30p,Milwaukee Bucks,73.0,Miami Heat,96.0,,"19,600",AmericanAirlines Arena,Thursday
2016/11/17,8:00p,Portland Trail Blazers,109.0,Houston Rockets,126.0,,"15,550",Toyota Center,Thursday
2016/11/17,8:00p,Philadelphia 76ers,86.0,Minnesota Timberwolves,110.0,,"16,866",Target Center,Thursday
2016/11/17,10:30p,Chicago Bulls,85.0,Utah Jazz,77.0,,"19,911",Vivint Smart Home Arena,Thursday
2016/11/18,7:00p,Atlanta Hawks,96.0,Charlotte Hornets,100.0,,"17,989",Spectrum Center,Friday
2016/11/18,7:00p,Phoenix Suns,116.0,Indiana Pacers,96.0,,"16,780",Bankers Life Fieldhouse,Friday
2016/11/18,7:30p,Detroit Pistons,81.0,Cleveland Cavaliers,104.0,,"20,562",Quicken Loans Arena,Friday
2016/11/18,8:00p,Golden State Warriors,104.0,Boston Celtics,88.0,,"18,624",TD Garden,Friday
2016/11/18,8:00p,Portland Trail Blazers,101.0,New Orleans Pelicans,113.0,,"15,552",Smoothie King Center,Friday
2016/11/18,8:00p,Brooklyn Nets,105.0,Oklahoma City Thunder,124.0,,"18,203",Chesapeake Energy Arena,Friday
2016/11/18,8:30p,Memphis Grizzlies,80.0,Dallas Mavericks,64.0,,"19,715",American Airlines Center,Friday
2016/11/18,9:00p,Toronto Raptors,113.0,Denver Nuggets,111.0,OT,"12,476",Pepsi Center,Friday
2016/11/18,10:30p,San Antonio Spurs,116.0,Los Angeles Lakers,107.0,,"18,997",STAPLES Center,Friday
2016/11/18,10:30p,Los Angeles Clippers,121.0,Sacramento Kings,115.0,,"17,608",Golden 1 Center,Friday
2016/11/19,5:00p,Utah Jazz,102.0,Houston Rockets,111.0,,"14,760",Toyota Center,Saturday
2016/11/19,7:00p,Boston Celtics,94.0,Detroit Pistons,92.0,,"16,107",The Palace of Auburn Hills,Saturday
2016/11/19,7:00p,Charlotte Hornets,116.0,New Orleans Pelicans,121.0,OT,"15,739",Smoothie King Center,Saturday
2016/11/19,7:00p,Dallas Mavericks,87.0,Orlando Magic,95.0,,"18,846",Amway Center,Saturday
2016/11/19,7:00p,Miami Heat,114.0,Washington Wizards,111.0,,"15,848",Verizon Center,Saturday
2016/11/19,7:30p,Phoenix Suns,105.0,Philadelphia 76ers,120.0,,"18,125",Wells Fargo Center,Saturday
2016/11/19,8:00p,Minnesota Timberwolves,71.0,Memphis Grizzlies,93.0,,"17,112",FedEx Forum,Saturday
2016/11/19,8:30p,Golden State Warriors,124.0,Milwaukee Bucks,121.0,,"18,717",BMO Harris Bradley Center,Saturday
2016/11/19,10:30p,Chicago Bulls,95.0,Los Angeles Clippers,102.0,,"19,060",STAPLES Center,Saturday
2016/11/20,12:00p,Atlanta Hawks,94.0,New York Knicks,104.0,,"19,812",Madison Square Garden (IV),Sunday
2016/11/20,3:30p,Portland Trail Blazers,129.0,Brooklyn Nets,109.0,,"16,608",Barclays Center,Sunday
2016/11/20,7:00p,Indiana Pacers,115.0,Oklahoma City Thunder,111.0,OT,"18,203",Chesapeake Energy Arena,Sunday
2016/11/20,9:00p,Utah Jazz,91.0,Denver Nuggets,105.0,,"12,565",Pepsi Center,Sunday
2016/11/20,9:00p,Toronto Raptors,99.0,Sacramento Kings,102.0,,"17,608",Golden 1 Center,Sunday
2016/11/20,9:30p,Chicago Bulls,118.0,Los Angeles Lakers,110.0,,"18,997",STAPLES Center,Sunday
2016/11/21,7:00p,Memphis Grizzlies,105.0,Charlotte Hornets,90.0,,"14,181",Spectrum Center,Monday
2016/11/21,7:00p,Golden State Warriors,120.0,Indiana Pacers,83.0,,"17,923",Bankers Life Fieldhouse,Monday
2016/11/21,7:00p,Miami Heat,94.0,Philadelphia 76ers,101.0,,"16,477",Wells Fargo Center,Monday
2016/11/21,7:00p,Phoenix Suns,101.0,Washington Wizards,106.0,,"12,790",Verizon Center,Monday
2016/11/21,7:30p,Houston Rockets,99.0,Detroit Pistons,96.0,,"13,632",The Palace of Auburn Hills,Monday
2016/11/21,8:00p,Orlando Magic,89.0,Milwaukee Bucks,93.0,,"12,306",BMO Harris Bradley Center,Monday
2016/11/21,8:00p,Boston Celtics,99.0,Minnesota Timberwolves,93.0,,"13,167",Target Center,Monday
2016/11/21,8:30p,Dallas Mavericks,91.0,San Antonio Spurs,96.0,,"18,418",AT&T Center,Monday
2016/11/21,10:30p,Toronto Raptors,115.0,Los Angeles Clippers,123.0,,"19,060",STAPLES Center,Monday
2016/11/22,7:30p,New Orleans Pelicans,112.0,Atlanta Hawks,94.0,,"19,120",Philips Arena,Tuesday
2016/11/22,7:30p,Portland Trail Blazers,103.0,New York Knicks,107.0,,"19,812",Madison Square Garden (IV),Tuesday
2016/11/22,9:00p,Chicago Bulls,107.0,Denver Nuggets,110.0,,"14,328",Pepsi Center,Tuesday
2016/11/22,10:30p,Oklahoma City Thunder,109.0,Los Angeles Lakers,111.0,,"18,997",STAPLES Center,Tuesday
2016/11/23,7:00p,San Antonio Spurs,119.0,Charlotte Hornets,114.0,,"18,515",Spectrum Center,Wednesday
2016/11/23,7:00p,Portland Trail Blazers,125.0,Cleveland Cavaliers,137.0,,"20,562",Quicken Loans Arena,Wednesday
2016/11/23,7:00p,Atlanta Hawks,96.0,Indiana Pacers,85.0,,"16,032",Bankers Life Fieldhouse,Wednesday
2016/11/23,7:00p,Phoenix Suns,92.0,Orlando Magic,87.0,,"17,069",Amway Center,Wednesday
2016/11/23,7:00p,Memphis Grizzlies,104.0,Philadelphia 76ers,99.0,2OT,"15,880",Wells Fargo Center,Wednesday
2016/11/23,7:30p,Boston Celtics,111.0,Brooklyn Nets,92.0,,"16,210",Barclays Center,Wednesday
2016/11/23,7:30p,Miami Heat,84.0,Detroit Pistons,107.0,,"14,520",The Palace of Auburn Hills,Wednesday
2016/11/23,8:00p,Toronto Raptors,115.0,Houston Rockets,102.0,,"18,055",Toyota Center,Wednesday
2016/11/23,8:30p,Los Angeles Clippers,124.0,Dallas Mavericks,104.0,,"20,042",American Airlines Center,Wednesday
2016/11/23,9:00p,Denver Nuggets,83.0,Utah Jazz,108.0,,"19,229",Vivint Smart Home Arena,Wednesday
2016/11/23,9:30p,Minnesota Timberwolves,96.0,New Orleans Pelicans,117.0,,"15,555",Smoothie King Center,Wednesday
2016/11/23,10:30p,Los Angeles Lakers,106.0,Golden State Warriors,149.0,,"19,596",Oracle Arena,Wednesday
2016/11/23,10:30p,Oklahoma City Thunder,101.0,Sacramento Kings,116.0,,"17,608",Golden 1 Center,Wednesday
2016/11/25,1:00p,San Antonio Spurs,109.0,Boston Celtics,103.0,,"18,624",TD Garden,Friday
2016/11/25,7:00p,Washington Wizards,94.0,Orlando Magic,91.0,,"17,103",Amway Center,Friday
2016/11/25,7:30p,Dallas Mavericks,90.0,Cleveland Cavaliers,128.0,,"20,562",Quicken Loans Arena,Friday
2016/11/25,7:30p,Los Angeles Clippers,97.0,Detroit Pistons,108.0,,"17,023",The Palace of Auburn Hills,Friday
2016/11/25,7:30p,Charlotte Hornets,111.0,New York Knicks,113.0,OT,"19,812",Madison Square Garden (IV),Friday
2016/11/25,7:30p,Chicago Bulls,105.0,Philadelphia 76ers,89.0,,"18,234",Wells Fargo Center,Friday
2016/11/25,8:00p,Brooklyn Nets,97.0,Indiana Pacers,118.0,,"16,083",Bankers Life Fieldhouse,Friday
2016/11/25,8:00p,Miami Heat,90.0,Memphis Grizzlies,81.0,,"17,222",FedEx Forum,Friday
2016/11/25,8:00p,Toronto Raptors,105.0,Milwaukee Bucks,99.0,,"16,223",BMO Harris Bradley Center,Friday
